GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
Trim63,-0.49991435,-0.26832443,-0.66037506,0.033214405,-1.1061083,0.22374484,-0.6984991,0.37103808,-0.49241138,-0.18800141
Trim65,0.020303763,0.5003191,-0.6936289,0.63080907,0.020303763,0.5003191,-0.34150848,0.4153167,0.410914,0.27824557
Trim66,0.4850338,-0.20324485,0.37685204,-0.07981397,0.33577383,-0.1478169,0.37605968,-0.099607706,-0.1526554,-0.3177731
Trim68,0.29149964,0.12185019,0.47900507,0.281842,0.263321,0.25342178,0.4266396,-0.17192033,0.026162617,-0.61067736
Trim69,-0.0014940202,0.39391518,-0.20082796,-0.7375907,0.16722822,0.016386677,0.66915846,-0.42995283,0.47476593,0.78940517
Trim72,-0.1336734,-0.029967051,-0.15400106,-0.12476054,-0.368641,0.0021046922,-0.09002296,-0.02125239,-0.04439199,0.06674461
Trim73,0.017431531,-0.29514816,0.15118307,0.55219793,0.3959256,0.44473204,0.2608043,0.7264255,0.16931593,0.12498617
Trim8,0.13997084,0.19229706,0.6688804,-0.44582045,0.80442375,0.002973985,1.038474,-0.18608318,1.3822541,0.7177835
Trim9,-0.12597513,-0.384324,-0.1941401,0.630417,0.27991503,0.015114736,-0.17975897,0.61227345,0.09160011,0.71076035
Trio,0.32745773,0.33355898,0.6769364,0.020430882,0.58255,0.09535481,0.9421012,0.19444847,1.0524193,0.16282107
Triobp,-0.08749155,-0.05638503,-0.21252939,0.22905171,-0.07003846,0.22709562,0.08458889,0.68033624,-0.45297354,-0.038908
Trip10,-0.1474253,-0.04441346,0.16804093,-0.5363142,-0.18180385,-0.18538247,-0.029421113,-0.5353455,-0.10281011,-0.2181016
Trip11,0.59397876,0.32823226,0.83217716,0.14762773,0.19966388,-0.47125915,0.76817495,0.48806772,0.1887035,-0.3704775
Trip12,-0.32974476,-0.7856629,-0.22325829,-0.53240883,-0.33480954,-0.71433794,-0.20806426,-0.49683475,-0.15487647,-0.016345065
Trip13,0.24437767,0.091881484,0.47747034,0.49770126,0.49009252,0.11219473,0.7086878,0.4246232,0.68891054,0.45312476
Trip4,0.5339051,0.19790383,0.20776656,0.22759742,-0.27719107,0.04407559,0.5341687,0.24810846,0.17821231,-0.27844834
Trip6,0.048133906,0.32784843,-0.7801907,-0.9950278,-0.1647597,0.008129882,-0.4402411,-1.0283093,-0.0729514,0.24746646
Trit1,0.36624268,-0.284425,0.29038975,-0.32116312,-0.19485152,-0.58917737,0.36624268,-0.284425,-0.6748049,-0.3693275
Trmt1,0.00857354,0.6508099,0.12933248,-0.08842452,0.20821935,0.31569582,0.17139287,-0.15107799,0.3008895,0.429574
Trmt10A,0.63327444,0.3168638,0.905148,0.07970774,-0.34816107,-0.49947423,0.6749944,0.21848558,-0.2110998,-0.76405424
Trmt10B,0.0007640496,-0.7024008,0.10754847,0.5131268,0.10754847,0.5131268,0.07698339,1.2146717,-0.45787996,-0.4041803
Trmt10C,0.5339051,0.19790383,0.5626595,0.04673765,0.07770186,-0.13678418,0.5341687,0.24810846,0.048595037,0.26158378
Trmt11,0.04823436,-0.344082,0.6626569,-0.04679543,0.3893634,-0.272128,0.464585,-0.5269027,0.50180453,0.39305755
Trmt112,-0.0017235577,0.2958408,0.54128253,-0.30098164,0.3567069,-0.15848294,0.19269386,-0.5668042,0.67282194,0.7238461
Trmt12,0.39814764,0.5951904,0.43029943,0.44791374,0.28245333,0.540038,0.40272164,0.41566616,-0.04579843,0.23366222
Trmt13,0.4641565,0.121804446,0.35597473,0.24523532,0.31489652,0.1772324,0.42932886,-0.37736115,-0.42117015,0.089343995
Trmt1L,0.12814048,0.04059225,-0.01581528,0.58393025,-0.22808707,-0.23840742,-0.0942594,0.5432314,-0.49711955,-0.5874118
Trmt2B,0.16841416,0.5574533,0.2901991,0.6775024,0.44271487,0.91084254,0.3368784,0.9206125,0.1154726,0.6924051
Trmt44,-0.03422731,0.64894736,-0.3968534,-1.4615191,0.26363397,0.7643529,-0.08245548,-1.3567266,0.08909979,-0.8945704
Trmt5,0.4861187,-0.16259952,0.631004,0.0065713525,0.36424842,-0.117342785,0.55003697,-0.1105926,-0.23979127,-0.45633113
Trmt6,0.21773815,0.22661388,0.34473252,0.39763507,0.45819572,0.13676131,0.49096057,-0.099654764,0.42051348,0.6143971
Trmt61A,0.31943226,-0.027998794,0.83620954,-0.7338875,0.7395572,-0.7165192,0.8192479,-0.7897746,0.9661234,-0.078968495
Trmt61B,-0.025058344,0.61873436,0.049092405,0.6323702,-0.06038495,0.6521685,0.4911188,1.1409866,-0.110362045,0.60483265
Trmu,0.31381327,-0.43253297,0.36319995,-0.1840759,0.23528993,0.14454968,0.28128895,-0.5300052,0.109582804,-0.7936766
Trnau1Ap,0.6090194,-0.22375141,0.50076896,-0.89455694,0.6595384,0.08857916,0.4846932,-0.9840876,0.119345166,-0.97754693
Trnp1,-0.17567676,-0.004569132,-0.1822735,-0.22440435,0.03612379,0.0779624,0.047429785,0.093055785,0.31754816,0.68365985
Trnt1,0.61212665,0.3795185,0.9236292,0.2018255,0.02460663,-0.415299,0.80323315,0.3270936,0.3063384,-0.46324196
Troap,0.19145855,0.7342044,0.24781656,1.026925,0.44299325,1.1881436,0.17705387,1.1041255,0.15873387,1.065319
Trpc4Ap,0.13575199,0.17590784,0.14034912,0.49152085,0.13575199,0.17590784,0.085655205,-0.27994752,-0.06847849,-0.18523583
Trpc6,0.012865104,-0.106521875,0.12409177,-0.18166198,-0.004248433,0.39068642,0.12930134,0.32593605,0.1892824,0.43112147
Trpm2,0.055310402,0.028495442,0.17941691,-0.062394623,0.0018138736,0.46468338,0.5011498,0.56348485,0.41292876,0.6010524
Trpm6,0.16859752,0.14710125,-0.31976086,-0.9321876,0.4135531,0.24408169,-0.034309603,-0.52188253,0.52584577,0.8133049
Trpm7,0.37681937,-0.50022435,-0.49447924,0.18085389,0.37681937,-0.50022435,-0.7093301,-0.76704204,0.5392655,-0.5814061
Trpt1,-0.14756006,0.6222152,0.27435005,0.9110782,-0.2096222,-1.4162964,0.163282,0.58412516,-0.3443184,0.66743195
Trpv1,-0.2949802,-0.5196113,-0.67922395,0.2050136,-0.11307173,0.24390423,-0.269769,-0.0458705,0.824939,-0.66047186
Trpv2,-0.40334946,-0.1421697,-0.037791327,0.03915142,-0.11129027,0.076660335,0.39185813,0.84172636,0.35901213,0.5450742
Trpv3,0.027628109,0.32409647,0.013035104,-0.32734585,-0.036544748,0.27356833,0.108226374,-0.48703593,-0.42721927,-0.03411076
Trpv4,-0.11287334,0.25264525,-0.40374747,-0.03406966,0.10566856,0.12591198,-0.021938287,0.17547199,-0.00897748,0.21303727
Trpv6,-0.20275527,0.5142888,-0.54332,-0.9373532,-0.14822868,0.15812184,-0.20765278,-0.8201134,-0.079605766,0.52605027
Trrap,0.6906974,0.08436468,1.0788466,0.23830885,0.6936664,-0.19076268,1.1211112,0.44791982,0.36119798,-0.14732386
Trub1,0.7456886,0.37924674,0.85749984,0.2401534,-0.7851077,0.45322448,-0.07774528,0.50330585,-0.46794707,-0.09242609
Trub2,0.37745225,-0.39460415,0.76466936,-0.08323714,0.10945995,-0.8573718,0.8701464,0.09827231,0.52595514,-0.10436067
Tsacc,0.56657416,0.3413232,0.5779305,-0.19939613,-0.17656273,-0.46671346,0.59368736,-0.009842649,-0.113729335,-0.814807
Tsc1,0.4887557,-0.629052,0.5672691,-0.14016615,0.33257747,-0.53236526,-0.038566858,-0.2219799,-0.066827245,-0.078220576
Tsc22D1,0.37172437,0.47538683,-0.6271118,-0.5392413,0.31984934,0.13541965,-0.14616892,-1.0849617,0.19680879,0.5772472
Tsc22D2,0.3935673,0.734204,-0.8893223,-1.2268991,0.43654338,0.63315535,-0.3916287,-1.6205629,0.20125756,0.827873
Tsc22D3,-0.4497888,0.34631965,-0.95654976,-0.4450076,-0.20259985,0.0164568,-0.3744051,-0.5598803,-0.09221057,0.60620743
Tsc22D4,-0.028139494,-0.27000824,0.022084031,-0.45967484,-0.016550317,0.048988637,0.30852288,-0.2540447,-0.06412182,-0.3749724
Tsen15,0.18179771,0.27961707,0.24163038,0.39973247,0.12342825,0.54176354,0.6324634,0.79866767,-0.17261124,0.37404454
Tsen2,0.5870566,-0.2836675,0.38308364,-0.00795779,0.11208508,-0.46083033,0.0038919002,-0.27341315,-0.6526631,-0.21093623
Tsen34,0.550295,-0.39811936,0.7099967,-0.757511,0.56516594,-0.41540477,0.69893783,-0.8088311,0.5435381,-0.6095456
Tsen54,0.55824006,0.6732365,-0.086617224,0.7497845,-0.17452008,0.08533031,-0.10133039,-0.4799286,-0.16414532,-0.09701662
Tsfm,0.17901218,0.3787636,0.48856366,-0.17671695,-0.27719107,0.04407559,0.46007288,0.024653863,0.0272041,-0.7076751
Tsg101,-0.055559635,0.49734715,0.7658063,-0.2317429,0.77840567,0.33843926,0.65185,-0.28341332,0.9019696,0.7992928
Tsga10,0.5096164,0.38479194,-0.43616945,0.4283241,-0.25393042,0.2840872,0.11550538,-0.20672323,-0.3800745,-0.43130127
Tshz1,0.007159047,-0.010731034,0.55106586,0.70351505,-0.5733496,-0.3911504,0.22436398,0.45207828,-0.011536695,-0.64672184
Tshz2,0.028345868,0.2828503,0.4268066,-0.8347952,0.28933373,0.38632426,0.15960161,-0.1346228,0.28919557,-0.17782083
Tsks,-0.97340894,0.3370784,-0.6824327,0.38881847,-0.5014094,0.2875172,-0.8862078,-0.041732047,-0.8236845,-0.55485857
Tsku,-0.10029172,-0.21119665,-0.034663223,0.3814481,0.14505652,0.9485426,-0.12659359,-0.11096245,0.6325152,-0.28049558
Tsn,0.9227503,0.54191405,1.0203788,0.43212315,0.5149353,0.30207658,0.59934926,0.8395079,-0.14686903,0.009546209
Tsnax,0.44754857,0.06590693,0.45042187,0.51237804,0.13817263,-0.07627973,0.27837765,0.23014535,-0.18549195,-0.5560063
Tsnaxip1,0.10955789,-0.87641037,-0.25788122,0.9444549,-0.2765521,0.82597315,-0.2765521,0.82597315,-0.036387168,-0.93509305
Tspan1,0.3586789,0.49171,0.35724747,-0.049690332,0.054562908,0.019256257,0.49150565,-0.27744195,0.3048433,-0.4313054
Tspan11,-0.7473429,-0.082882,-0.15065801,0.12284608,-0.47048187,-0.24761616,-0.46547687,0.35361323,-0.05192078,0.21521465
Tspan12,0.042583596,-0.071123615,0.18616232,-0.044396844,-0.32903397,-0.4489765,-0.14444101,0.070925616,-0.22834787,-1.3911223
Tspan14,0.5238262,-0.55494916,0.4522751,-0.4999261,0.78223866,-0.5729148,0.53289944,-0.3458914,0.6775788,-0.31713915
Tspan16,-0.24775821,-0.2756938,-0.51919943,0.07664637,-0.4463284,0.038561318,-0.3985834,-0.08418015,-0.16333735,-0.12002775
Tspan17,0.33703452,0.32208037,0.42532834,0.6274793,0.12950972,0.24726516,0.45331866,0.71718395,0.11319423,-0.5088627
Tspan18,-0.5560594,-0.36164534,-0.07060837,-0.022537798,-0.26337448,-0.16792002,-0.09187346,0.44634318,-0.0030842572,0.6976189
Tspan3,-0.09951488,0.40797812,-0.013468951,0.16529015,-0.013468951,0.16529015,-0.09951488,0.40797812,-0.1376794,0.43421692
Tspan31,0.35160857,0.43632728,0.44723833,0.50851434,0.10583463,0.26544824,0.5182279,0.6914064,0.10371205,0.15549974
Tspan32,-0.2190192,-0.48076224,-0.90009815,0.1264686,-0.39712018,0.08974743,-0.25266477,0.5258104,-0.024377078,-0.5915758
Tspan33,0.18527219,0.070554,-0.48678547,0.25592548,-0.43686777,0.47851467,0.15062273,0.083975896,0.045064557,-0.19966896
Tspan4,-0.047326922,0.047725018,0.09663997,0.3448734,0.011592578,0.14290422,-0.09888386,0.21746115,-0.16682157,0.23994805
Tspan5,-0.489662,0.28673053,-0.8781446,0.43560472,-0.26440814,0.34945765,-1.0166339,-0.13088101,-0.38128966,-0.26155406
Tspan6,0.6019527,0.33474165,0.6729077,0.44415128,0.16238526,0.34560272,1.0814512,0.93453723,0.43913886,0.28377044
Tspan7,-0.44705653,-0.22053623,0.09587318,-0.011042591,-0.18787327,0.04091245,-0.045709632,0.3203794,0.10753054,0.41118157
Tspan8,-0.17263642,0.09476149,-0.54536426,0.28957817,-0.76299906,0.32698628,0.32330114,0.46020395,0.18631448,0.03556003
Tspan9,0.47736073,-0.36229223,-0.10993429,0.38814884,-0.15284121,-0.19754247,0.1584535,0.40817636,-0.5493704,-0.2502291
Tspo,0.5203313,0.18882005,0.4882602,-0.6652454,0.84124327,0.22850892,0.74114174,-0.45453286,0.90128833,0.8215331
Tspo2,-0.28843915,-0.18698385,-0.60633194,-0.34734368,-0.057555586,0.037196316,-0.4938866,-0.27443004,-0.2855164,0.20555466
Tspoap1,-0.020297669,-0.40688133,0.34029764,-0.3341773,0.1850774,-0.6314569,0.6258769,0.045769047,0.99601996,-0.59303594
Tspy26P,0.008404203,-0.39267865,-0.07587164,-0.34978855,-0.026879922,0.042200696,0.22643718,-0.3597132,-0.16697642,-0.05335321
Tsr1,-0.031269513,0.4996379,0.15904987,0.83098835,0.16935585,0.5162236,0.30659425,0.79036134,0.13079552,0.8225312
Tsr2,0.24437767,0.091881484,0.47747034,0.49770126,0.49009252,0.11219473,0.16540629,0.58648205,0.14562905,0.61498356
Tssc4,-0.07675632,0.2960711,-0.039527863,-0.4037161,0.053655986,-0.2858537,0.3128618,-0.50013596,0.2463525,-0.03223711
Tssk1B,-0.034252353,-0.09455787,-0.74096394,-0.17968993,-0.1632888,-0.23487107,-0.6629237,-0.18704696,-0.038272835,-0.1469094
Tssk6,0.5019184,0.7092595,-0.5662232,0.036888428,0.4494424,0.30161452,-0.16625825,-1.0180576,0.1357004,-0.18260697
Tst,0.26196218,-0.14824289,0.17854571,0.40460145,-0.14659485,0.4247447,0.28483015,0.5127132,0.37628227,0.09357971
Ttbk1,-0.084289394,-0.16033365,-0.6528656,-0.48072875,0.19639161,0.27200913,-0.06704231,-0.76010513,0.33466566,0.4428586
Ttc1,0.49848518,0.24562655,0.6593752,0.15530501,-0.33593592,-0.6398646,0.4222344,0.17166555,0.18000561,-0.9700489
Ttc13,0.48624495,-0.24766232,0.72242165,0.023785751,0.0281135,-0.49649155,0.45968896,-0.3272481,-0.4901992,-0.12395972
Ttc14,0.4496745,0.2885465,-0.022591248,0.27109283,0.4798138,0.4191724,-0.18143955,-0.9811566,-0.31382608,-1.1626064
Ttc17,0.8891133,-0.1441458,0.3899178,0.61782956,0.30187148,-0.30219138,6.340444e-06,-0.13942827,-0.30798414,-0.3917318
Ttc19,0.10195001,-0.5462096,-0.31417775,-0.7257349,0.02075877,-0.6300545,0.8127218,-0.39100182,-0.04885643,0.24022236
Ttc21A,0.13132972,0.1285772,-0.093113326,-0.30812547,0.047366284,0.27138034,-0.1629794,-0.46882653,-0.3699842,-0.008034777
Ttc21B,-0.05651211,-0.74790156,-0.08255281,0.46704447,-0.08538935,-0.5082563,-0.38233945,0.406537,-0.33794975,-0.035659004
Ttc23,0.049719013,-0.95151114,-0.36321446,0.63223547,-0.32370406,-0.86805373,-0.33687323,0.32464188,-0.59978735,-0.11907022
Ttc23L,0.65811145,0.7558773,-0.7637162,1.3930328,0.4571002,0.3517328,-1.0334496,-0.815614,0.72442436,-0.7327767
Ttc26,0.4784318,-0.123154536,0.78143287,-0.22950895,0.5135732,-0.61253786,0.8660842,0.16328377,0.4148288,0.26705873
Ttc27,0.12951007,0.29431093,0.635542,0.49683282,0.2520101,0.15228346,1.0299546,0.8700541,0.50141656,0.50631225
Ttc28,0.5985838,-0.41810143,0.425688,-0.00045611896,0.37877512,-0.32696012,0.41502795,0.22493975,-0.5628466,0.03463168
Ttc28-As1,0.5211134,0.07131015,0.4452605,0.03457203,-0.039980777,-0.23344223,-0.19975579,-0.2280045,-0.81358004,-0.06025276
Ttc3,0.36671385,0.47925907,0.36758155,-0.05816641,0.45008188,0.15764241,0.32250398,0.54070973,0.40618312,0.47213537
Ttc30A,0.009550337,0.11099617,0.07406403,-0.37649882,-0.002253376,0.2974943,-0.09973525,-0.2156351,-0.2343066,0.040624544
Ttc30B,0.31896132,-0.30266097,0.24563575,-0.16042097,0.15732509,-0.15931442,0.118839376,-0.46429121,0.16261616,0.26889753
Ttc31,0.43787184,0.80250084,-0.27606085,0.9329908,0.43787184,0.80250084,-0.57280594,-1.0994387,0.49478388,-0.38747472
Ttc32,0.41464597,0.28463858,-0.58963424,0.94573385,0.41464597,0.28463858,-0.8044851,-0.002162028,0.5770921,0.20345683
Ttc33,0.056719355,0.51891595,0.5911457,0.006477218,-0.435553,0.31174436,0.4575847,-0.15260373,0.2434906,-0.433203
Ttc36,0.26501688,-0.94934785,-0.18603536,0.016844943,0.2883735,0.38602978,-0.3058909,0.5177181,0.58858436,-0.53035957
Ttc38,-0.04848499,0.009865958,-0.26386076,-0.027916078,0.011080779,0.5504464,-0.26386076,-0.027916078,-0.10310834,0.22342362
Ttc39A,0.07920797,0.15050168,0.12907733,-0.24469034,0.2942184,-0.83630306,0.16949986,-0.06652287,0.8635814,0.81388235
Ttc39C,-0.24986634,-0.24521352,-0.86830777,-0.950889,-0.030727603,-0.27773693,-0.34234735,-1.025992,-0.17699537,0.089012325
Ttc4,0.68869734,-0.1522785,0.6797792,-0.121447906,0.34723598,-0.4673378,0.6935397,-0.24227275,-0.25046182,-0.21625385
Ttc6,0.42199272,-0.02956875,0.3461398,-0.06630686,-0.13910148,-0.33432114,0.42199272,-0.02956875,-0.40914917,-0.019436289
Ttc7A,-0.19339818,-0.72541547,0.12546018,-0.30074877,-0.19534418,-1.0925217,0.16824365,0.10185765,0.7256252,-1.3054616
Ttc7B,0.57277524,0.1593825,0.14114052,0.3036952,0.57277524,0.1593825,0.4587241,0.5470895,-0.20985588,0.23220202
Ttc8,-0.12945932,-0.24643143,0.09105037,0.01710463,0.14096805,0.23969387,-0.26546842,-0.142325,-0.119146906,-0.6043322
Ttc9B,0.0424403,0.2121922,-0.3417643,-0.7082604,0.21461508,0.32403782,-0.4798714,-0.5608846,0.052433483,0.3800027
Ttc9C,0.94976825,0.6445024,0.7243386,0.6237975,0.16145661,-0.0021392666,0.49233186,0.3337828,-0.0030444786,-0.5131102
Ttf1,0.60834485,0.028829902,0.9790026,0.40117356,-0.065713875,-0.78458947,0.9029336,0.41871062,0.27293122,0.22145571
Tti1,0.61252177,0.25416836,1.0176747,0.4049588,0.64042264,-0.13398758,0.96615154,0.7208738,0.38390625,0.28297037
Tti2,0.2850165,-0.15672372,0.8153485,0.38911676,0.48135695,-0.013247032,0.8158473,0.2385086,0.63248885,0.4452529
Ttk,0.2894325,0.40398863,0.35343093,0.8502392,0.5398075,0.9851417,0.29602352,1.0015818,0.28348595,0.9455462
Ttll10,-0.24966753,0.11516915,-0.44431448,0.034633614,-0.49709678,0.12039414,-0.6320411,-0.11759226,-0.15856859,0.013082415
Ttll12,0.22922134,-0.118317455,0.3048441,0.15181966,0.14367208,-0.20719703,0.24701864,0.50865364,0.17688183,-0.22681229
Ttll6,-0.27856806,-1.1062425,0.30605286,-0.14497623,0.2473431,0.063905165,0.23261926,-0.5219992,0.321634,-0.4433264
Ttll7,0.632532,0.47533983,1.1677269,0.0052728467,0.07875104,-0.30212086,0.99053794,0.2120517,0.05366253,-0.27936882
Ttll9,0.1946719,0.06488831,0.20830542,0.008343611,0.33945286,0.20833679,0.19671747,0.066198975,-0.5980739,-0.40190163
Ttn,-0.35633737,-0.03599072,-0.6653123,-0.20956768,-0.18042487,0.085809216,-0.24168518,0.06001305,0.20087978,0.21141584
Ttpal,-0.3808964,-1.0070163,0.11440949,-0.36639157,0.050005876,-0.12150173,0.35367092,-0.78586555,-0.0892612,-0.5130571
Ttr,0.37243527,-0.2294666,-0.3001125,-0.15934767,0.11302056,-0.2240593,-0.24747127,0.022007506,0.5673146,-0.3546142
Ttyh1,-0.84646094,0.07739426,-0.36043292,0.09088464,-0.505659,-0.03919262,-1.0035954,0.31839687,-0.7485654,-0.0119624175
Ttyh2,-0.30044788,-0.050491665,-0.23124179,-0.026424173,-0.21939766,0.19521561,0.04795144,0.58568513,0.0501491,0.5464448
Ttyh3,0.2939243,-0.12792635,0.33140588,-0.8120317,0.84945214,0.092594445,0.26792,-0.9416047,0.6822138,0.7187342
Tub,-0.87760013,-0.34414172,-0.3799558,-0.3116325,-0.45895106,-0.088177696,-0.66728616,0.22922099,-0.124944426,0.3550548
Tuba1A,0.11638173,-0.11482026,0.3372715,0.18391074,0.26973692,0.23038904,0.23159775,0.53029674,0.0023168698,0.20412822
Tuba1C,-0.40573347,-0.011769626,-0.5254117,0.056255836,-0.69105643,0.29534006,-0.43941998,0.46566063,-0.6352451,0.09240097
Tuba4A,0.33370572,-0.35694522,0.37755814,-0.3044753,0.084473126,0.24820875,0.3706114,0.422302,-0.076846726,0.43031263
Tuba4B,-0.0686168,0.22194317,0.16659415,0.6712694,0.27501863,0.67747825,0.0040579215,0.6413403,0.30928814,0.19758227
Tuba8,0.025180265,0.2655659,-0.48879898,-0.26930538,-0.3699389,0.45422715,-0.45758367,0.16431896,0.43526825,-0.2559082
Tubb,0.20645097,0.5474421,0.13397604,0.6975417,0.30698547,0.7066746,0.046535976,0.67809707,-0.030144975,0.5748237
Tubb2A,0.1947186,0.53222233,-0.069006585,0.2784792,0.32583326,0.9448439,0.24418932,0.66143596,0.4256845,0.91278243
Tubb2B,0.0428793,0.18555401,0.65655404,0.6681593,0.08634949,0.121053666,0.70770884,0.9108225,0.54358107,-0.24463631
Tubb4A,-0.4945966,-0.122416794,-0.29427457,0.2563239,-0.07383912,0.2566151,-0.32069728,0.3321372,-0.27540758,0.59103554
Tubb4B,0.07001786,0.71086144,0.07001786,0.71086144,0.07001786,0.71086144,0.07001786,0.71086144,0.031853337,0.73710024
Tubb6,0.0435886,0.6709088,-0.21554315,-1.0353813,0.44315723,0.4059655,0.17624682,-1.0519083,0.8019266,0.92128706
Tubd1,0.39685965,0.09433578,0.59182566,0.4351626,-0.9675752,-0.92420137,0.3788662,0.22209732,-0.6854007,-0.5234111
Tubg1,0.117417,0.6028316,0.044942074,0.75293124,0.2179515,0.7620641,-0.07220147,0.5929423,-0.14888242,0.4896689
Tubg2,0.10461696,0.037546244,0.028764047,0.00080813095,-0.45647722,-0.26720616,0.10461696,0.037546244,-0.5400067,-0.08380422
Tubgcp2,0.17808354,0.39674988,0.07446072,-0.01998942,0.25502113,0.47286928,0.3435714,0.09461939,0.13015473,-0.53369856
Tubgcp3,0.7208488,-0.29495835,0.5300901,0.36399484,0.24986356,-0.38365605,0.37796515,0.20463268,-0.617495,0.019758623
Tubgcp4,0.6079688,0.026393112,0.22471285,0.69048166,0.3553644,-0.08970182,-0.071880065,0.20702942,0.1666801,-0.09012063
Tubgcp5,-0.10517868,0.6470171,-0.014362931,0.66371745,-0.8614919,0.38286394,0.61441153,1.1175597,-0.6611602,0.35035634
Tubgcp6,0.50548697,-0.2616862,0.04351082,0.4597923,0.09414954,-0.4151137,-0.33853507,-0.55807686,-0.11126766,-0.28987843
Tufm,0.32812303,0.073622435,0.7401434,0.18035959,0.31834793,-0.07805325,0.73074114,0.34790492,0.32275316,0.27092093
Tug1,0.087775916,-0.32127815,-0.2961557,0.197392,0.26647922,0.15653832,-0.51100653,-0.7505039,0.25022206,-0.40245992
Tulp3,-0.40273952,-0.103122324,-0.20443824,0.29071528,-0.40273952,-0.103122324,-0.449049,-0.254234,-0.64268047,-0.8595462
Tunar,-0.11719503,-0.9550836,0.47383747,0.12826031,0.82488805,-0.00042797998,0.42259896,-0.36918432,0.6039813,-0.527429
Tusc2,0.7527523,0.018970326,0.8913503,-0.39127225,0.30336416,-0.69544965,0.9692861,-0.26049435,0.44204065,-0.55824494
Tut1,-0.03573533,-0.34747368,-0.22998655,0.69218135,-0.27294916,-0.31204587,-0.36704516,0.6792051,-0.6151496,0.16425082
Tvp23A,0.47386473,-0.06424019,0.39801183,-0.1009783,-0.08722944,-0.3689926,0.47386473,-0.06424019,-0.98551965,-0.087693036
Tvp23B,0.5960986,0.4371252,1.0176764,-0.31231046,0.7240983,-0.1971832,0.9154496,0.30882087,0.6867098,0.43892112
Tvp23C,0.141622,0.6229975,0.049141873,-0.8520039,0.30466127,0.02963091,0.11866295,-0.5073368,0.43615097,0.2857705
Twf1,-0.074723326,-0.01778965,0.4015018,0.23152772,-0.30700052,-0.20520924,0.3444405,0.28678703,0.54620165,-1.1982292
Twf2,0.35371256,0.36651233,0.019154474,0.8532454,-0.014181107,0.9664887,-0.049673676,0.789559,0.007086985,-0.26258412
Twist2,-0.4992453,-0.22613408,-0.70349514,0.0064590983,0.07299202,-0.019026611,-0.4992453,-0.22613408,-0.97059906,0.009784687
Txlna,0.5258372,0.29098472,0.7194153,-0.099381626,0.52282476,-0.4231402,0.89648694,0.39562112,0.87797356,0.007913969
Txlng,0.6758412,0.13071616,0.7985954,-0.342632,0.13575588,-0.88518184,0.564691,-0.3764732,-0.09405174,-0.09219204
Txn,-0.17949334,-0.017975647,-0.10534259,-0.0043398626,-0.21481994,0.015458506,0.49241954,0.7507145,-0.10906129,0.21456054
Txn2,0.6222279,0.15114504,0.54977125,-0.04406214,0.30513495,-0.733066,0.7070083,-0.12779348,0.38229072,0.059597038
Txndc11,0.17500027,0.4065122,0.40731376,-0.06433961,0.5144274,0.08025542,0.3559535,0.11290155,0.5319146,0.43181124
Txndc15,0.33370572,-0.35694522,0.37755814,-0.3044753,0.3056811,0.21611664,0.35786948,-0.4141275,-0.076846726,0.43031263
Txndc17,0.085442446,0.5795952,0.085442446,0.5795952,-0.2932279,-0.99198246,-0.027405553,0.76617086,-0.2015416,0.5716208
Txndc2,-0.1682406,-0.18855993,0.16583881,0.3158044,-0.03373014,0.08308117,-0.14555466,-0.48833406,0.32202786,0.30549672
Txndc9,0.1958589,0.2965624,0.5196631,0.31343874,0.30734667,-0.21906964,1.0575182,1.1645405,0.6163275,0.4569901
Txnip,-0.012559019,-1.4708927,0.13958165,0.7225399,0.019694827,-1.5108924,-0.51254964,0.07896884,-0.20918283,-0.042821575
Txnl1,0.5932375,-0.015441868,0.96971005,-0.0033037998,0.625772,-0.46852285,0.9065907,0.37671933,0.50537175,0.2733826
Txnl4A,0.08606982,0.6740936,0.46878266,-0.38059816,0.70611537,0.83560765,0.41859025,-0.926557,0.69638324,-0.0851983
Txnl4B,0.72688144,0.23745993,1.061166,0.13085821,0.24766675,-0.40694296,1.0107535,0.37943712,0.56418824,-0.67279756
Txnrd3,0.036262654,0.19479719,0.30311418,0.37852174,-0.21124241,0.16362597,0.11007139,0.59913707,0.14735103,-0.15455945
Tyk2,0.4649636,-0.93739843,0.64482474,-0.18090992,0.4539073,-0.59183717,0.4846932,-0.9840876,0.263401,-0.26389992
Tyms,0.3270639,0.44685623,0.36423898,0.57675874,0.5011621,0.72362196,0.22869411,0.7856508,0.040024377,0.62482345
Tymsos,0.27138323,0.5157713,0.27138323,0.5157713,-0.3530872,-0.0859821,0.14524704,1.0442957,-0.028889,0.84974563
Tyro3,-0.26054916,-0.13994403,0.05315527,0.28074685,-0.09879982,0.19843766,0.07423467,0.5309943,0.18390036,0.65749896
Tyro3P,0.4523227,0.43157142,-0.07269127,0.8333801,0.013591915,0.21854626,-0.066692315,0.15220049,0.034236353,0.46403605
Tyrp1,0.34007287,-0.54409486,-0.085301645,-0.8068577,0.06795277,-0.15036601,0.33852434,-0.86983013,0.00791575,0.9303019
Tyw1,0.32201776,0.395339,0.1878582,0.50118786,-0.76465356,-0.35119915,-0.05258163,0.23622642,-0.56859803,0.19065642
U2Af2,0.8490774,0.29370537,0.9929625,0.05256856,0.68423665,-0.11231883,0.84934616,0.24564444,0.3598364,0.17060041
