GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
Nfya,0.9069562,0.28332806,1.0557513,0.10606797,-0.28520784,-0.67132694,0.86619604,0.17608982,-0.4718206,-0.9300585
Nfyb,-0.039938502,-1.0530945,-0.47680962,0.46451753,-0.039938502,-1.0530945,-0.47680962,0.46451753,-0.47680962,0.46451753
Nfyc,0.4348818,0.1412693,0.2706216,0.3204389,-0.49473983,-0.43307713,0.110361844,0.24975838,-0.50198644,-0.5632078
Nhlh1,-0.15055856,0.28870043,0.094666995,-0.908386,-0.20767212,-0.71614444,-0.38862923,-0.26092994,0.26135957,0.01587263
Nkx1-1,-0.113524355,0.25550953,-0.33175477,-0.10664296,-0.5254015,0.46079212,-0.490115,-0.2715869,-0.6337439,0.40740794
Nkx2-1,-0.36842275,-0.09043145,-0.31863824,0.005427981,-0.36842275,-0.09043145,-0.31863824,0.005427981,-0.31863824,0.005427981
Nkx2-5,-0.5394618,0.23053075,-0.4772854,-0.085778266,-0.31716317,0.44703895,-0.4113326,-0.34202787,-0.5662641,0.24910925
Nkx2-8,-0.06321254,-0.039531592,-0.2407248,-0.24760021,-0.057821847,-0.68096983,-0.079520695,-0.046881948,0.35549334,0.51563346
Nkx3-1,0.26087278,-0.46120507,0.061940454,-0.21335809,0.22554618,-0.4277709,0.8484157,-0.077008724,0.272286,-0.3252616
Nkx3-2,0.22686026,0.15750067,-0.25922307,-0.0357772,-0.33824396,0.0410536,0.21533495,0.2564634,-0.052358903,0.040710133
Nkx6-2,-0.5486039,-0.16123788,-0.06790047,-0.1856098,-0.32969385,-0.13801801,-0.081604265,-0.2175086,0.018662483,0.46897894
Npas2,0.3732445,0.48874092,0.23924235,-0.701657,-0.09457157,-0.27227965,0.25024506,-0.34601432,0.15930727,-0.23722146
Nr1D2,-0.5387532,-0.027860124,-0.5437443,-0.008283015,-0.25929785,0.06770541,-0.19584459,0.21946603,0.18782133,0.31979066
Nr1H3,0.2986397,-0.66399574,-0.1406151,0.6210974,-0.1406151,0.6210974,-0.1406151,0.6210974,-0.07528024,-0.7187104
Nr1H4,0.09335375,0.58585614,0.057124175,0.13973868,-0.22445369,-0.26812726,-0.0136593655,0.674495,0.48691088,-0.5217348
Nr1I2,-0.5620985,-0.47876424,-0.1838656,0.30671,-0.3465237,0.5926794,-0.11181285,0.11736637,0.9200918,-0.47563028
Nr1I3,-0.0018653572,-0.47585738,-0.26746094,-0.21077009,0.08357429,-0.039014693,-0.09681354,0.38177437,1.1408153,-0.23303847
Nr2C2,0.52255404,0.30625743,-0.24608561,0.76042867,0.5155913,0.40430802,-0.21574238,-0.41815144,0.32678038,-0.59283185
Nr2F6,-0.35950464,-1.1827247,0.103856996,0.3425762,-0.17529434,0.65849954,0.13928801,-0.027739838,0.18174306,-0.72198284
Nr3C1,-0.3126648,-0.67945874,-0.30580485,0.47134975,-0.43172765,-0.8018341,-0.3287847,0.4421223,-0.56236655,-0.65677685
Nr6A1,0.33729732,-0.37334678,-0.3023411,0.3523914,0.08639522,0.22585875,-0.06555086,-0.17582434,-0.5261719,-0.5019288
Nrf1,0.5419093,-0.34444147,0.76118183,-0.11817078,-0.3703927,-0.8144206,0.7270829,-0.2214847,-0.67375654,-0.47593755
Nucb1,0.39361727,-0.13755663,0.28021884,-0.08605513,0.33594903,0.4706635,0.30165175,0.17043339,-0.08968332,-0.20297761
Onecut2,-0.4163611,-0.37269318,-0.120452665,-0.20039298,-0.16196674,-0.05269156,-0.09358624,-0.25472963,0.18647465,-1.31943
Osr2,0.17303976,0.050408896,0.010644436,-0.48746568,-0.028231949,0.43241894,0.4053871,0.41314375,0.018991046,0.3453802
Otx1,0.2593198,0.05804164,0.032218657,0.09759016,0.08823142,0.087809294,0.55143446,0.2899247,0.18315452,0.015691837
Pax5,-0.19734424,-0.012608387,-0.5354364,-0.092742234,-0.10981629,0.24431373,0.026593208,0.060541872,0.03743005,0.22788496
Pax8,-0.014731266,-0.5420127,0.2966935,-0.48789954,-0.114310496,-0.1915875,0.55234504,-0.45252773,-0.89081305,-0.44071174
Pbx1,-0.7315661,0.39325684,-0.72386974,0.40259644,-0.28460616,0.3686503,-0.4751808,0.3457326,-0.8849179,-0.3503038
Pbx3,0.3429129,-0.029725555,0.33659196,0.616572,-0.04860142,-0.36406553,0.35692358,0.49045414,-0.40917215,-0.3290722
Phox2A,-0.088132255,0.3933529,-0.124646746,0.06066927,-0.31751665,0.112926275,-0.3054955,-0.097178414,-0.10900772,0.439786
Phtf1,0.64118874,0.024895478,1.0107102,0.39642695,0.6145823,-0.32673234,0.95018613,0.5039794,0.15090254,0.15762942
Pitx1,-0.93691266,-0.33653027,-0.6491151,-0.3635551,-0.6008086,0.32325605,-0.6118585,-0.0254427,-0.53644437,0.42568076
Pitx2,-0.55319536,0.16305523,-0.23655525,0.22414555,-0.44517606,0.2117856,-0.10457822,0.30122712,-0.2883834,-0.17383604
Plagl1,-0.22019139,0.012196304,0.07307914,0.05891952,-0.18559474,0.21578844,0.38767228,0.67783195,-0.10817749,0.4050942
Polr2A,-0.120835446,0.20468344,0.42459303,0.5380004,0.33870813,0.282552,0.88570577,0.81288385,0.49615073,0.77711535
Pou2Af1,0.35723028,0.10774711,0.48717958,0.3547235,0.26640835,-0.006206963,0.26640835,-0.006206963,-1.0572444,-0.22285588
Pou2F1,0.44666198,-0.07203922,0.20578885,0.37748045,0.0918667,-0.15708084,-0.0069132224,-0.12090674,-0.58868814,-0.3261247
Pou2F2,-0.0040534064,-0.14926407,-0.120966904,-0.2701346,-0.07025986,0.33846644,0.3241105,0.16677283,-0.23330227,0.17833681
Pou3F3,-0.5324369,0.47030818,-0.1561225,-0.030750845,0.052256573,0.8067408,-0.15709242,0.06236571,-0.20297694,0.86578304
Pou6F1,-0.4665646,-0.27478072,-0.48080796,-0.5140865,-0.4665646,-0.27478072,-0.35965532,-0.14889756,-1.0592119,-0.2501698
Pou6F2,0.018009953,0.22067447,-0.58386075,-0.22770284,-0.06175416,-0.35259646,0.055013366,-0.26491266,0.8002429,0.1698747
Ppara,-0.026488848,-0.1021592,-0.33723775,-0.3672278,0.27420977,0.95943296,-0.18274212,-0.6219752,0.5043754,0.41600528
Pparg,0.6006219,0.20826581,0.7122911,0.30829206,0.32416487,-0.22414483,0.6011965,0.56529325,0.03302059,-0.058367934
Prdm13,0.19799283,0.45607674,0.00765479,-0.3792612,0.029837482,-0.12879801,0.09618412,-0.02158514,0.27151176,0.20744397
Prdm16,-0.5961966,-0.37260908,0.04621452,-0.26494145,-0.41962904,-0.4392823,-0.5556131,0.0051295757,-0.35407245,-0.06036118
Prkaa2,-0.6036092,-0.23836677,0.6127853,-0.6160981,-0.6036092,-0.23836677,0.6127853,-0.6160981,-0.6036092,-0.23836677
Prrx2,-0.33479583,0.3586723,-0.6320988,-0.030331802,-0.33447808,-0.036351,-0.29659635,-0.113804474,-0.5698061,-0.33604252
Pura,0.8476874,0.5352883,1.1704335,0.31525382,-0.264048,-0.25888133,0.8330189,0.6147269,-0.010668747,-0.7922494
Rab14,0.6595674,0.50717413,0.8387614,0.28061602,-0.88810766,0.15964912,0.2609261,0.42728266,-0.26363114,-0.87440586
Rara,-0.22173911,-0.44268057,-0.26310953,-0.29421702,0.10686752,0.20637436,0.004216671,-0.702191,-0.39522806,-0.20514788
Rarb,0.058980793,-0.20795114,-0.21462575,0.053373266,-0.39344135,-0.668242,-0.25326774,0.10804154,-0.16635647,0.12758875
Rarg,-0.5478094,0.23203215,-0.5488913,0.13701083,-0.24458534,0.3745846,-0.18702856,0.42059445,-0.34977224,0.26067245
Rax2,-0.5669934,0.2365249,-0.48319578,-0.17036645,-0.6659283,0.810092,-0.9270562,-0.2975124,-0.63561285,0.43137103
Rb1,0.7417704,0.574225,0.9561005,0.191411,0.20544043,-0.1513408,0.82660985,0.5445147,0.26166934,-0.20839642
Rbbp5,0.6451713,0.35530648,1.179903,0.27342987,0.020331234,-0.481772,0.9627219,0.32260948,0.31691357,-0.09432058
Rcor1,0.87014717,0.08480619,0.85468495,-0.29394415,0.103447855,-0.65149057,0.7080362,-0.4190479,-0.32559118,-0.18916987
Rela,0.4551109,0.14830497,0.16880637,-0.8067409,0.59490293,-0.043082606,0.3728788,-0.96810406,0.2201767,0.4786646
Relb,0.3440541,1.0491452,-0.37692958,-0.75660074,0.67659974,0.85900664,0.080288574,-1.4403346,0.45730448,0.9536255
Rest,0.63221276,0.13475785,0.6644739,0.3792488,0.0062348545,-0.029202946,0.6923393,0.24722487,-0.26176697,-0.5608621
Rfx1,0.0827545,0.25125,-0.12762016,-0.57135665,-0.25821182,-0.211098,0.10457948,-0.26702675,-0.6735418,-0.18466295
Rfx2,-0.13890967,0.441185,-0.24675217,0.21531674,-0.13890967,0.441185,-0.2750706,0.29657608,-0.7519598,-0.109076574
Rfx5,-0.028713264,0.5752231,0.03466359,0.8632804,0.09482467,0.83578694,0.6315285,1.2691212,0.2817172,1.0662203
Rhoxf1,-0.36842275,-0.09043145,-0.36842275,-0.09043145,-0.36842275,-0.09043145,-0.36842275,-0.09043145,-0.26578328,-0.278794
Rora,-0.21867019,0.29720357,-1.0016451,0.071368515,-0.59824353,-0.1393465,-0.67830515,0.40150225,-0.54409647,0.72368604
Rxra,0.29551753,-0.2573367,0.6492427,0.2709776,0.23102143,-0.58332527,0.64209247,0.19454122,0.8244521,-0.4311021
Sall2,-0.3743857,0.37030834,-0.64452964,-0.034685653,-0.09803981,0.18690126,0.07551258,0.1307408,-0.015495539,0.5983245
Setdb1,0.67881423,0.1100737,0.2601428,0.6555764,0.37046906,0.16845606,0.13769987,-0.06466775,-0.29736897,-0.09938295
Six2,-0.39619464,-0.30624563,-0.25402445,-0.1627364,-0.10427564,-0.049009476,0.08576995,0.47587925,-0.106755756,0.4103647
Six3,-0.08814015,0.17904241,0.083504364,0.45390844,0.10375674,0.49063236,0.07298088,0.4331088,0.21332404,0.4248751
Six5,0.333394,0.19352658,-0.21655434,0.3948759,0.35880482,0.4269534,0.081897944,0.06945363,0.15614796,-0.8424928
Smad5,0.65783334,0.013722312,0.68465126,-0.15671451,0.6905526,0.14081888,0.56051886,-0.22464009,-0.07387643,0.06022584
Smad7,-0.62958467,-0.48565662,0.110078685,0.031949285,0.38242206,-0.15083225,0.15833756,0.047742743,-0.75754786,0.31953666
Smad9,-1.049382,0.4818679,-0.5336243,0.8767334,-0.4386568,0.08743037,-1.1187392,-0.2988315,-1.1187392,-0.2988315
Smarca4,0.61468,0.33018434,0.6434344,0.17901817,0.15847677,-0.004503656,0.6149436,0.38038898,0.22014835,-0.5122342
Snapc4,0.6127853,-0.6160981,-0.6036092,-0.23836677,0.6127853,-0.6160981,-0.6036092,-0.23836677,-0.66000044,0.15565498
Sox14,0.22923476,-0.0222136,-0.40032208,0.31290364,-0.41027772,0.3197439,-0.41027772,0.3197439,0.33744013,-0.27358186
Sox21,-0.34952813,-0.06168798,-0.14926222,-0.10358031,-0.30836308,0.2051148,-0.29740375,-0.22127245,-0.1164917,0.1166023
Sox6,-0.2286613,-1.3223267,-0.729033,0.29532757,0.26914117,0.13751183,-0.26665837,0.33265537,-0.2813799,-0.65397125
Sp1,0.67850935,0.2494585,0.8645209,-0.028298203,0.19929352,-0.49072814,0.71646565,0.11041857,-0.023652494,-0.55974877
Sp2,0.892702,0.38018394,0.87328434,0.2489796,0.613827,0.064496405,0.9081982,0.46548852,0.060278773,0.07748775
Spdef,-0.6137813,-0.3612848,-0.14600736,-0.09534001,-0.12512648,0.09635477,-0.33839706,-0.11770789,-0.096160926,0.06062552
Spib,-0.008750901,0.17993298,-0.30520073,0.36654785,0.11618684,0.4563582,-0.13328323,0.19747375,0.3535886,0.25462592
Srebf1,-0.095310815,-0.6691072,-0.3218263,0.32613394,-0.18829602,0.4460869,0.054682173,-0.060850274,-0.1444141,-0.650487
Srebf2,-0.19013104,0.5063981,-0.059501342,0.22806837,-0.5496949,0.33215237,0.020802468,0.43864912,0.10204282,-1.0594027
Srf,0.14704183,0.59248173,-0.6172656,-0.8509685,0.20140451,0.35599118,-0.34777212,-1.1674807,0.26614487,0.41175216
Stat1,-0.2683205,0.32769114,-0.23927644,0.29920864,-0.29670525,0.48494112,0.47659716,0.68081146,-0.14777312,0.49315298
Stat2,0.33311632,0.1913019,0.566209,0.59712166,0.5788312,0.21161515,0.5895464,0.53202343,-0.12302875,0.335222
Stat3,-0.37787235,0.25802934,0.19731545,0.33980143,0.21166149,0.19029178,0.91821766,0.62763464,0.9789772,0.47208545
Stat4,0.030772112,0.23393486,-0.39629477,-0.6536968,0.20920315,0.4181314,-0.14232913,-0.6223756,-0.004201025,0.24824233
Stat5A,0.2652432,-0.081263825,0.36488396,-0.8622883,0.64723986,0.3157432,0.5796929,-0.7985328,0.44103065,0.5517276
Stat6,0.3971873,-0.12477806,0.27683973,0.4153501,0.30548394,0.23571213,0.49690512,0.24450727,-0.2295492,-0.1595567
Taf1,0.9645751,0.21247607,0.7026298,0.20481955,0.25858694,-0.372167,0.6428055,0.13418391,-0.38654068,-0.15801801
Taf7,0.7229658,-0.09164721,0.74580467,0.12713382,-0.2654393,-0.52121407,0.6229113,-0.08728795,-0.61234397,-0.42079937
Tal1,0.15502664,-0.2535771,0.5988329,0.06580508,0.45838577,-0.10098733,0.5440443,0.437131,0.12439228,0.6856995
Tal2,-0.058712773,-0.4256543,-0.15974233,-0.29446703,-0.17817825,0.28048712,-0.21764365,-0.22966532,-0.31313983,-0.016972963
Tbp,0.8427598,-0.058657575,0.6783732,0.5066647,-0.24212569,-0.532233,0.5433614,-0.057816196,-0.4631818,-0.48760146
Tbx19,-0.27623188,-1.274061,-0.5432745,0.18746176,-0.27623188,-1.274061,-0.5952899,0.623933,-0.9568002,0.6286329
Tbx21,0.3234687,-0.35207087,-0.5948338,0.3300872,-0.05805374,0.46103674,-0.40411383,0.22910781,-0.17096803,-0.83386815
Tcf7,0.29751396,0.09189281,0.0744114,0.29117626,-0.059861146,-0.025131244,0.31778997,0.25925434,-0.37707666,-0.28921255
Tcf7L2,-0.04480779,0.4514761,-0.5017537,-1.1705284,0.1669895,0.10076752,-0.28790173,-1.3695648,0.36126643,0.5682209
Tcfl5,0.6127853,-0.6160981,0.6127853,-0.6160981,0.6127853,-0.6160981,0.6127853,-0.6160981,0.6127853,-0.6160981
Tead1,-0.26091024,0.6234344,-0.5771135,-0.41825768,-0.14906469,0.45711082,-0.38250026,-0.27245575,-0.28336805,0.020734835
Tead2,0.06722289,0.18314852,0.4712589,-0.06585419,0.6290226,0.59873575,0.35033467,-0.41913635,0.8838579,0.8413971
Tead3,0.1930773,-0.03605539,-0.05299432,-0.16176741,-0.05980947,-0.49482173,-0.0813913,-0.42499125,-0.531062,-0.28926
Tead4,0.28896004,0.9288143,0.07452074,-0.23869087,0.68973917,0.46969312,0.20697716,-0.52084315,0.87362564,1.3258466
Tef,-0.25223842,-0.17945392,-0.41301817,-0.32631922,0.28928253,0.041094482,-0.032473326,-0.31679225,0.40807113,0.43290666
Tfap2A,-0.5874937,-0.40095657,0.00074753165,-0.029161796,-0.17352521,-0.20732437,-0.45692772,0.04223999,-0.5478301,-0.18596286
Tfap4,0.39473325,0.14914238,0.33379894,0.43388444,-0.17552847,-0.15999816,0.10123471,-0.326504,-0.6002108,-1.0965213
Tfcp2L1,-0.067244284,-0.30223966,-0.13442639,-0.2840362,-0.045651734,0.03153039,-0.06993652,-0.13214661,-0.17913201,-0.39899677
Tfdp1,0.47569937,0.35063902,0.4409525,0.25139895,0.5567495,0.55092305,0.460129,0.8210854,0.055729736,0.42005146
Tgif1,-0.13538882,0.63263446,-0.7040185,-1.0128983,0.12916553,0.5679583,-0.25857934,-1.1671047,0.16887204,0.34972927
Tgif2,0.6102301,0.41149944,-0.4764591,-1.11803,0.28875625,0.30335826,-0.062338494,-1.5323362,-0.19428909,0.10080756
Thap1,0.633916,0.46837664,1.0800912,0.26300257,-0.27545103,-0.09907222,0.77849543,0.033578478,0.17756712,-0.78343797
Thap11,0.46955252,0.07347113,0.475939,0.34771654,-0.35280982,-0.38146242,0.47547004,0.36068854,-0.23451999,-0.52149934
Thra,-0.23811689,-0.15017681,-0.12253543,0.47869027,-0.02725038,-0.16864191,-0.113824494,0.07482387,-0.20425457,0.25951684
Thrb,0.042583596,-0.071123615,0.18616232,-0.044396844,-0.32903397,-0.4489765,0.023937374,-0.0980542,0.3562853,-1.4306607
Tlx2,-0.048015542,-0.3712975,-0.15176418,-0.3818041,0.055362318,0.31252798,-0.2575016,-0.26244205,-0.8753651,-0.2506921
Tp53,0.47738215,0.41134825,0.87172705,0.65394807,0.5502633,0.32837504,0.9467608,0.86786515,0.1903938,0.5657012
Tp73,-0.07981587,0.42277673,0.0876694,0.88576376,0.16973443,0.70222676,-0.013339549,0.83128273,0.12624426,0.40624526
Tppp,0.24714008,-0.73968846,-0.22305039,0.20443462,-0.20322195,0.33807632,-0.23510954,0.71175545,0.20843989,-0.694673
Ubtf,0.37221867,-0.041499194,0.2689616,0.4608853,0.21829936,0.55364037,0.498011,0.123802006,-0.25701043,-0.34482148
Uqcrb,0.40071037,0.05367587,-0.5549275,-1.1659653,-0.4368201,-1.4442296,0.37249213,-0.21410976,-0.14590815,0.21012138
Vax2,-0.73432255,-0.14762102,-0.1857993,-0.2881512,-0.41662684,-0.19737783,-0.50562406,0.30591244,-0.2253536,0.037532043
Vdr,-0.04050611,0.92084575,-0.4127723,-0.36881468,0.10735056,0.4777013,0.46538872,0.10978226,1.1228906,1.3117076
Wrnip1,0.8300249,-0.1125692,1.0071545,-0.0647237,0.84727937,-0.5202226,0.9019828,0.09265725,0.4840123,0.012645032
Xbp1,-0.5202395,0.19440348,-0.10929949,0.43520015,-0.3903489,0.052369393,0.07131673,0.6754993,1.1026597,-0.709799
Yy1,0.8561797,0.28069037,1.1445385,0.1589364,-0.012216888,-0.23129044,0.8754816,0.15292066,0.059354797,-0.82414174
Zbtb12,-0.33954927,0.5788421,-0.121898614,-0.16525978,-0.2251221,0.64431643,-0.44279003,-0.1770179,0.15801239,-0.31477135
Zbtb14,0.51841646,0.48793858,-0.17755574,0.00806462,0.7235167,0.57547337,-0.1514748,-0.88357645,0.14836776,-0.26517513
Zbtb7A,0.76302457,0.2246021,1.0724086,0.19962415,0.4227202,-0.15469448,0.8973967,0.42653203,-0.009820305,-0.26618752
Zbtb7B,-0.0012110174,-0.11660658,0.03715237,0.48666123,0.08605701,0.44581673,0.0714286,0.26175156,0.067587,-0.3171453
Zfp30,0.47579044,-0.15779793,-1.459194,0.35937563,0.47579044,-0.15779793,0.47579044,-0.15779793,-0.66000044,0.15565498
Zfp37,-0.35503438,0.23112185,0.7048449,0.23462562,-0.8971472,-1.1690354,-0.41643062,-0.14643009,-0.08646036,-0.07687345
Zfp62,0.41464597,0.28463858,-0.58963424,0.94573385,0.41464597,0.28463858,-0.8149714,-0.6753235,0.6050956,-0.47628576
Zfp82,-0.2654463,0.057773408,-0.058445357,-0.5458018,-0.0070252344,-0.675338,-0.09726747,0.37935746,-0.061738066,0.25002125
Zic2,0.28074545,0.33690625,0.038640887,-0.7621324,0.14595425,0.33266017,0.27745336,-0.7961982,0.1530545,0.20304559
Zkscan1,-0.47680962,0.46451753,-0.039938502,-1.0530945,-0.039938502,-1.0530945,-0.039938502,-1.0530945,-0.039938502,-1.0530945
Znf101,0.196138,0.10894969,1.1179352,0.42811936,0.07461246,-0.07255465,0.69942504,0.34379938,0.25848785,-0.12127651
Znf112,-0.6036092,-0.23836677,-0.66000044,0.15565498,-0.6036092,-0.23836677,-0.6036092,-0.23836677,-0.6036092,-0.23836677
Znf134,0.3497591,-0.32070547,0.27058974,0.47013348,-0.057949834,-0.07575944,0.18097335,-0.051473547,-0.07247352,-0.3088841
Znf136,-0.6036092,-0.23836677,-0.6036092,-0.23836677,-0.6036092,-0.23836677,-0.6036092,-0.23836677,0.6127853,-0.6160981
Znf143,0.8845918,0.2594484,1.07231,-0.14232369,0.26839492,-0.8293583,0.86904764,0.110388964,0.21512628,-0.47783935
Znf211,0.011138275,0.031323593,-0.24359375,0.6190924,-0.24359375,0.6190924,-0.24359375,0.6190924,-0.48089838,-1.1948987
Znf219,0.1316651,-0.16465378,0.6061294,0.59099823,0.6242928,-0.0888997,0.54648244,-0.049832035,0.68773824,-0.23984487
Znf224,-0.07304943,-0.64135516,-0.87935257,0.8292049,0.029759802,0.17778356,-0.76318693,0.52627176,-0.019428506,-1.3121537
Znf227,0.48406562,-0.20873861,0.52899945,-0.37489,-0.56362885,-0.5502494,0.057827495,0.106359616,-0.91826355,-0.35461032
Znf229,0.46888876,-0.09876607,-0.18387583,0.36927405,0.14607534,-0.3484233,-0.496274,-0.42523727,0.17790803,-0.42345464
Znf23,0.09243542,-0.83518374,-0.44484007,0.8259881,0.09243542,-0.83518374,-0.6241116,0.7682614,-0.6241116,0.7682614
Znf235,0.49370328,0.035355672,-0.39845744,0.5975624,0.23300773,0.022713106,-0.6265168,-0.7652493,0.020200498,-0.6508478
Znf248,0.37775218,0.8991083,-0.1740233,0.70595753,0.37214097,0.58022106,-0.14778143,0.48182988,0.17547494,0.5205699
Znf260,-0.15370339,0.04080969,0.14039564,0.28803802,-0.27751696,0.3124632,0.023109764,-0.097610965,0.10495317,-0.9206145
Znf266,-0.039938502,-1.0530945,-0.56600016,0.3870329,-0.039938502,-1.0530945,-0.56600016,0.3870329,-0.039938502,-1.0530945
Znf274,0.5624692,0.5651338,-0.007548444,-0.79547197,0.55050164,0.115550235,0.3001801,-0.8866483,0.371315,0.47176737
Znf3,0.69778335,-0.29602808,0.08801392,0.26536104,-0.024995051,-0.6260001,-0.11851906,-0.4330485,-0.33039814,-0.35744688
Znf300,0.17456707,0.024210919,0.38936523,0.3086115,-0.49037278,-0.44462144,0.10476457,0.36009338,-0.47174257,0.3329949
Znf319,0.63549125,-0.29264084,0.52517927,-0.28200915,0.37150207,-0.21184321,0.67914313,0.051388476,0.5178077,-0.6105824
Znf35,0.4839386,0.2057025,0.59086186,0.43516886,0.23484439,-0.021164969,0.7296468,0.45294642,0.4180148,0.5064214
Znf358,-0.528757,-1.1579534,-0.27691332,1.0306419,-0.24863952,0.034611095,-0.33153835,0.5895116,-0.48817897,-0.35332498
Znf37A,0.41194266,-0.11836529,-0.28259772,0.05284655,-0.10932454,-0.7454812,-0.20778763,-0.31604773,-0.25397182,-0.20816211
Znf384,0.8674983,0.18927197,1.0349394,0.41524687,0.604673,-0.09209071,0.96301115,0.4759897,-0.10209366,-0.14545545
Znf404,-0.36842275,-0.09043145,-0.36842275,-0.09043145,-0.36842275,-0.09043145,-0.36842275,-0.09043145,-0.36842275,-0.09043145
Znf426,0.6695323,0.47183082,-0.029034175,0.75330424,0.31643108,0.24941124,-0.8008119,-0.70460343,0.37310916,-0.58695614
Znf441,0.33926874,-0.21130359,0.14773487,-0.27933353,0.040529616,-0.20188971,0.1952804,-0.2310354,-0.39094216,-0.68119967
Znf471,-0.3730117,0.85203826,-0.6688752,0.6610805,-0.48895377,0.54751045,-0.72550523,0.023642052,-0.7653526,-1.2485013
Znf490,0.39640725,0.35791218,0.0816615,0.30675194,0.13509372,0.43874073,0.31486455,0.12983118,-0.25749207,-0.36349785
Znf491,0.4901414,0.3756427,-0.60267365,-0.5339582,0.544859,0.2505179,-0.19145197,-0.8116807,0.15462303,0.562613
Znf501,0.1395222,0.2726403,-0.35343063,-0.06439884,0.14712904,0.36815384,-0.17315751,-0.24372979,-0.3340627,0.06334452
Znf513,0.5016432,0.33153647,0.20729658,-0.020317148,-0.063368,-0.1460657,0.11328328,-0.37573656,-0.15221551,0.17013124
Znf524,-0.34010914,-0.31201428,-0.010028176,-0.1610086,-0.20760226,-0.087416664,-0.10964941,-0.1800357,-0.6007156,-0.85764885
Znf547,0.02039636,-0.2757039,-0.055456556,-0.312442,-0.5406978,-0.58045626,0.47386473,-0.06424019,-0.98551965,-0.087693036
Znf554,-0.02313251,-0.57264245,0.19499245,0.46491814,-0.20120537,0.24608545,0.2569261,0.49491468,-0.7427509,-0.58416593
Znf555,0.28506923,-0.08532466,0.038300194,-0.6820765,0.007499542,-0.793113,0.06140872,0.0540158,0.12455612,-0.37742102
Znf557,0.20370966,0.14837761,0.87401885,0.506833,0.05487197,-0.073918894,0.5785693,0.38931364,0.2764294,-0.1086594
Znf580,0.49430454,-0.46254942,0.32567176,-0.12716103,-0.107137285,-0.80251837,0.24720043,-0.5871755,-0.16108316,-1.0382669
Znf585B,0.47579044,-0.15779793,0.47579044,-0.15779793,-0.66000044,0.15565498,-0.66000044,0.15565498,-0.66000044,0.15565498
Znf589,-0.26578328,-0.278794,-0.32095528,0.04883675,-0.26578328,-0.278794,-0.32095528,0.04883675,-0.26578328,-0.278794
Znf607,-0.09793048,0.8925003,-0.8118632,1.0229902,0.2436463,0.69567835,-0.8917068,-0.43087056,-0.13928431,-0.56794167
Znf616,0.08551435,0.3785221,0.5522262,-0.07004766,-0.25792783,0.37200978,0.38592196,0.26785666,-0.19620422,-0.65693617
Znf625,-0.31863824,0.005427981,-0.31863824,0.005427981,-0.31863824,0.005427981,-0.31863824,0.005427981,-0.31863824,0.005427981
Znf626,-0.36842275,-0.09043145,-0.26578328,-0.278794,-0.36842275,-0.09043145,-0.36842275,-0.09043145,-0.31863824,0.005427981
Znf671,0.5891619,-0.18549764,0.5277008,-0.2643289,-0.41512305,0.009261791,-0.894696,0.23209576,-0.41512305,0.009261791
Znf718,-0.66000044,0.15565498,-0.66000044,0.15565498,-0.66000044,0.15565498,-0.66000044,0.15565498,-0.6036092,-0.23836677
Znf740,-0.18597174,-0.539795,-0.11154405,-0.13655736,-0.20285651,-0.6014878,0.08348302,-0.28111532,0.26383078,-0.91198134
Znf76,-0.12559679,-1.0005202,0.37768617,0.42522284,-0.066447966,0.37694106,0.37966153,0.14738147,-0.3805677,-0.5031459
Znf768,-0.020693205,-0.30968785,-0.5237672,0.46441266,-0.5054841,0.51232547,-0.5432956,0.3889433,-0.14791939,-0.93793607
Znf770,0.23206761,0.2678265,0.70766675,0.85529697,0.3422987,0.41833475,0.4737578,0.50080943,-0.13250637,0.42582393
Znf778,-0.6036092,-0.23836677,-0.66000044,0.15565498,-0.6036092,-0.23836677,-0.66000044,0.15565498,-0.6036092,-0.23836677
Znf787,0.3138198,-0.5171519,0.6744101,-0.42542797,0.27347496,-0.00018784404,0.615416,-0.59130156,0.009006128,-0.4028697
Znf79,-0.6036092,-0.23836677,-0.6036092,-0.23836677,-0.6036092,-0.23836677,-0.6036092,-0.23836677,-0.6036092,-0.23836677
Znf791,-0.56600016,0.3870329,-0.56600016,0.3870329,-0.56600016,0.3870329,-0.039938502,-1.0530945,-0.039938502,-1.0530945
Znf8,0.39934975,0.040568043,0.022020899,-0.57904625,0.22717112,-0.34104443,0.46732855,-0.061917674,-0.16670018,-0.28825933
