GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
Rnf138,-0.5977251,-0.09620463,-0.046797153,-0.29969308,-0.24647166,-0.4210494,-0.105592325,-0.19308247,-0.14972469,-0.4056522,-0.38551107,-0.016082741,-0.04046839,-0.26901966,-0.18428908,0.031811863,-0.42984873,0.13161333,-0.49963725,0.251974
Rnf144b,-0.13470685,0.4513426,0.1512431,0.08263328,0.13090248,-0.063895844,0.1777464,0.79864216,0.39188856,-0.23114096,0.08305813,0.63391966,0.00025149807,0.6228989,0.1076325,0.86714906,0.10888395,0.012326009,0.10631141,0.16654457
Rnf145,-0.7038044,0.009258953,0.07108657,-0.100922294,-0.30604714,0.0996109,0.4692807,0.0751969,0.032770153,-0.16021796,-0.07934955,-0.0907907,0.045733076,-0.23516624,0.032845642,-0.1267987,-0.32361856,0.056193516,-0.32361856,0.056193516
Rnf149,0.060932685,-0.42101368,0.5755286,1.2034456,0.5755286,1.2034456,0.22523358,-0.07789773,0.5755286,1.2034456,0.5755286,1.2034456,0.22523358,-0.07789773,0.22523358,-0.07789773,0.22523358,-0.07789773,0.22523358,-0.07789773
Rnf166,-0.47757286,-0.41050664,0.028718945,-0.3423541,-0.36428586,-0.1772585,0.10503863,0.053213805,0.26410577,-0.27524227,-0.11662488,-0.12630558,0.078016564,-0.27259985,0.25789967,-0.39304414,0.23073502,-0.26979375,0.3059035,-0.23927508
Rnf167,-0.02712689,-0.15559901,-0.027161669,-0.24180666,-0.067975044,0.028114608,-0.10943043,0.03925936,-0.10434079,-0.14655398,-0.09434195,-0.1267053,-0.070626244,-0.18354605,-0.10434079,-0.14655398,0.08539976,-0.36278468,-0.06881189,-0.16838071
Rnf168,-0.37229586,-0.03185293,-0.44454005,0.2900219,-0.04926699,-0.022641161,-0.58385503,0.1798516,-0.25283197,-0.14853714,-0.14909129,-0.24628882,0.013671383,-0.39654526,-0.15574582,-0.24090175,-0.15410759,-0.11407782,-0.46957517,0.1454894
Rnf169,0.111925036,0.3478858,0.111925036,0.3478858,0.111925036,0.3478858,0.111925036,0.3478858,0.111925036,0.3478858,0.111925036,0.3478858,0.111925036,0.3478858,0.111925036,0.3478858,0.111925036,0.3478858,0.111925036,0.3478858
Rnf170,0.2150679,0.03816747,0.2150679,0.03816747,0.055671513,0.56017303,0.2150679,0.03816747,0.2150679,0.03816747,0.2150679,0.03816747,0.17457116,0.0553198,0.17457116,0.0553198,0.2150679,0.03816747,0.2150679,0.03816747
Rnf181,0.5286005,0.03437975,0.1250719,0.18087298,0.16544129,-0.22341676,0.1250719,0.18087298,0.5286005,0.03437975,0.5286005,0.03437975,0.5286005,0.03437975,0.32439053,0.2690502,0.43019626,-0.025016027,0.43019626,-0.025016027
Rnf185,-0.5100625,0.12459946,-0.43763536,0.09165221,0.057297137,-0.19543824,0.2037089,-0.30548173,0.217432,-0.39115396,0.16632785,-0.30091038,0.1348483,-0.22475414,0.3952977,-0.49632245,0.08905545,-0.2517705,-0.4016863,0.01550161
Rnf186,-0.10282664,-0.44670704,0.77299225,-0.20278294,0.01334098,0.5123082,-0.35499635,0.55537766,-0.14325766,0.40166947,1.137535,0.036881894,0.10358192,0.13607155,0.4798743,0.21860096,0.16086556,-0.30283618,-0.114252076,-0.011719585
Rnf2,-0.105632305,0.3945548,-0.0080266185,0.060250677,-0.0070779882,0.11421204,-0.5210711,0.13272162,-0.24339442,0.22270031,0.047789644,-0.44915888,-0.04243176,-0.23469312,-0.2536017,0.23450796,-0.105632305,0.3945548,-0.105632305,0.3945548
Rnf215,-0.017420668,-0.22247705,0.03769786,-0.33719972,-0.06176244,0.17348301,0.035657253,-0.2951732,-0.0037410595,-0.19852093,-0.25271052,0.25163078,0.035657253,-0.2951732,-0.0037410595,-0.19852093,-0.7253102,0.27350333,-0.15655772,0.19296244
Rnf216,-0.26617363,-0.2805912,-0.0019430257,-0.7987048,0.14937519,-0.5849742,0.18999949,-0.7900503,-0.3832832,-0.23415886,-0.3700095,0.016374504,-0.01590674,-0.4833486,-0.11542459,-0.39069834,-0.24669166,-0.36197022,-0.34977245,-0.36674866
Rnf217,-0.2079252,-0.5524325,0.06501874,-0.718855,-0.010443937,0.8591148,0.34173128,0.7992351,-0.31917027,-0.20925835,0.19337608,1.0237879,0.2652576,-0.13949917,0.16916,-0.16910061,-0.38790017,-0.2663268,-0.29836458,-0.44837785
Rnf220,0.09368108,-0.23690964,0.09368108,-0.23690964,0.19565938,-0.31998926,0.12136455,-0.25136864,0.10266814,-0.27392027,0.10080589,-0.2796839,0.20120278,-0.3111084,0.10080589,-0.2796839,0.09368108,-0.23690964,0.09368108,-0.23690964
Rnf26,-0.12383264,-0.24109636,-0.20457618,-0.38480607,-0.24446489,0.10034681,0.003457455,-0.14117809,-0.05355784,-0.16097158,-0.29535133,0.39376655,-0.051283564,0.018243654,0.014539402,-0.27351508,-0.62994266,0.1664593,-0.64639163,0.12076719
Rnf31,0.026284944,-0.1566983,-0.3517652,0.3027762,-0.37911135,0.22562574,-0.33826646,0.32490775,0.104972795,-0.007678219,0.01426952,-0.2787043,0.15909421,-0.19791467,-0.2567273,-0.09221574,0.059304427,-0.18219462,-0.08603199,-0.01218962
Rnf39,0.21137415,0.13558781,0.43011597,-0.2996821,0.21612982,0.11548305,0.008298207,0.7425632,0.2394593,0.5038848,0.1923226,0.5255495,0.46706176,-0.49056607,0.45133096,0.7248932,0.37835395,0.13824284,0.3063476,0.087241985
Rnf40,0.33898672,-0.49456778,-0.004191499,-0.396458,-0.0117234625,-0.387072,0.21906577,-0.20815623,-0.11420697,0.015923785,0.21073446,-0.06956564,0.057173435,0.12664573,0.0863442,-0.11168984,-0.15526384,-0.08188238,-0.15526384,-0.08188238
Rnf43,0.01018082,-0.026101748,0.91972035,0.10547163,0.26378867,-0.17650957,-0.10432701,0.60003823,0.14404914,0.43423325,0.7000877,0.47978717,0.31316075,0.0049126362,0.47126743,-0.036273442,0.01018082,-0.026101748,-0.015331011,-0.0044613713
Rnf44,-0.28110608,-0.03966362,-0.1676743,-0.44955382,0.1787498,-0.20372377,0.33960065,-0.34403834,-0.15915015,-0.4561462,0.33960065,-0.34403834,0.33960065,-0.34403834,0.33960065,-0.34403834,-0.15752979,-0.4984145,-0.15915015,-0.4561462
Rnf5,0.45902732,-0.1068483,0.10040818,-0.10288531,0.10040818,-0.10288531,0.10040818,-0.10288531,0.10040818,-0.10288531,0.10040818,-0.10288531,0.45902732,-0.1068483,0.10040818,-0.10288531,0.10040818,-0.10288531,0.5491334,-0.039985
Rnf7,-0.39937446,-0.066836335,-0.2815426,0.12338101,0.049081545,-0.043891463,-0.44705665,-0.1028191,0.05757858,-0.45712587,0.09064427,-0.42872244,0.07579696,-0.36457142,0.14135449,-0.38527355,-0.31105477,-0.16560079,-0.45396185,-0.038986467
Rnft1,0.11689238,-0.26248667,0.11689238,-0.26248667,0.17593312,-0.58449066,0.14264622,-0.14378788,0.05596613,-0.21968849,0.16055624,0.1946349,0.06783776,-0.26635128,0.1400484,-0.13825129,0.14007764,-0.32385033,0.14007764,-0.32385033
Rngtt,-0.2091996,-0.11734637,-0.47736537,-0.41342345,-0.22529928,-0.6626872,0.11552982,-0.29492682,-0.0032290444,-0.2989143,-0.08223541,-0.065789066,-0.01050476,-0.24993928,0.08300446,-0.15603913,-0.48848236,-0.39271823,-0.3679152,-0.4737266
Rnmt,-0.6139302,-0.3979347,-0.37523943,-0.58202785,-0.051969815,-0.6754888,0.06085191,-0.46999565,0.07078639,-0.12349764,-0.3586086,-0.21461447,0.07749939,-0.31821626,0.3551776,-0.6036368,-0.058162127,-0.12433831,-0.26063064,-0.020248396
Rnmtl1,0.8124739,0.18781696,-0.42248398,0.40195227,-0.39929956,0.26235905,-0.96432924,0.34259397,0.87385327,0.20557755,0.821589,0.15643756,0.87385327,0.20557755,0.87385327,0.20557755,0.8124739,0.18781696,-0.42248398,0.40195227
Rnpc3,-0.6492439,-0.14758742,-0.71954674,-0.12519206,-0.32470378,-0.409387,0.10947347,-0.5899389,0.2241242,-0.63670826,-0.50726455,-0.32120043,-0.061935928,-0.35628444,0.22723971,-0.5646597,-0.28037047,-0.10310045,0.23061426,-0.16063154
Rnpep,0.07234137,-0.22586787,0.015454307,0.1827731,-0.37706822,0.19928578,-0.16386789,-0.5003557,0.18156926,-0.24540962,0.2907227,-0.18839084,0.2907227,-0.18839084,0.18156926,-0.24540962,0.18156926,-0.24540962,0.18156926,-0.24540962
Rnpepl1,-0.25026503,0.29354241,0.12421422,-0.07292048,0.201934,-0.26473945,-0.29221094,0.22410306,-0.27619624,0.26542085,-0.22884162,0.19019768,-0.070931554,0.09626233,-0.29964843,0.22935295,-0.25026503,0.29354241,-0.26693183,0.2958705
Rnps1,-0.91443187,0.11977067,-1.1374772,0.1544538,-0.96384436,-0.38729355,-0.6022141,-0.12927105,-0.79438674,-0.17980692,-1.1412427,0.005227074,-0.8673245,0.27816045,-0.67249036,-0.1305658,-1.0345519,-0.20351723,-0.97121847,-0.04075236
Rock1,-0.60876834,-0.39000762,0.08293566,-0.4205396,-0.40669584,-0.13971573,0.20530999,0.09333169,0.30837995,-0.24754436,-0.09506005,-0.3142696,0.19308233,-0.5826598,0.2232033,-0.5501238,0.36819732,-0.09613881,0.34925163,-0.23150566
Rock2,0.09035875,-0.25307366,0.13228746,-0.22569378,0.09035875,-0.25307366,0.035240225,-0.138351,0.035240225,-0.138351,0.07716893,-0.11097111,0.035240225,-0.138351,0.035240225,-0.138351,0.035240225,-0.138351,0.09035875,-0.25307366
Rod1,-0.58592856,0.12088183,-0.19968279,-0.32786828,-0.41595536,-0.21052296,0.17498846,-0.4334806,-0.049376618,-0.39812687,-0.2034517,-0.55490535,-0.06550974,-0.4106822,-0.018659249,-0.3829512,0.2710023,-0.35625008,0.24289583,-0.35592064
Romo1,-0.47480595,-0.48199207,-0.29402053,-0.5335997,0.5330033,0.69880974,0.42663243,0.26145932,-0.5442879,-0.3035616,-0.10597314,0.71550226,0.1374016,-0.685868,0.23984817,-0.8191004,-0.21235734,-0.6555151,-0.42174298,-0.52305937
Ropn1l,-0.32043082,0.24337353,0.6882122,0.34609172,0.45654526,0.13999501,0.33298188,-0.23959295,-0.5793412,0.3720893,0.27917463,-0.22795199,-0.46785647,0.15815255,-0.36626923,-0.0039216587,-0.5469214,0.2886971,-0.85712767,0.39101133
Rp2h,-0.053923506,-0.48667288,0.139281,0.25290856,0.04377131,0.26327842,0.12906785,-0.4378169,0.3031025,0.22301953,0.30570784,0.30412492,0.26355565,-0.46881136,0.16999112,-0.44684792,0.16614048,-0.4519671,0.15393975,-0.4530424
Rpa1,-0.9061113,0.16547327,-0.4565276,0.19212972,-0.37766138,0.05043368,-0.2279736,0.13803522,-0.49600756,0.15838423,-0.65801674,0.34676945,-0.58728516,0.5408511,-0.6700001,0.47813773,-0.81971174,0.34355834,-0.6556264,0.22526465
Rpa2,-0.95839566,0.13315648,-0.73721856,-0.23402287,-0.6076141,-0.4789625,-0.8852388,-0.008364886,-0.9491549,0.015747549,-1.0578659,0.16566503,-0.6885121,0.07573344,-0.31343812,-0.3682143,-1.0042987,0.124499165,-1.0080767,0.08973767
Rpa3,-0.45346195,0.08668887,-0.31287548,-0.03423064,-0.3887028,-0.08895881,-0.512763,0.113839716,-0.61483496,0.09886011,-0.7652049,0.3924565,-0.53182805,0.14948896,-0.15056433,-0.24242043,-0.61328685,0.21375413,-0.5667744,0.12541258
Rpain,-0.18524526,0.31370234,0.00508542,0.064334795,-0.089176446,0.30644554,-0.18524526,0.31370234,-0.18524526,0.31370234,-0.1929677,0.30491015,-0.22285463,0.2944572,-0.18524526,0.31370234,-0.18524526,0.31370234,-0.18524526,0.31370234
Rpap1,-0.55090654,-0.19032425,-0.40863976,-0.70518845,-0.11403607,-0.5692605,0.08028948,-0.41658255,0.28639355,-0.3669621,-0.8043595,0.113875896,-0.11601345,0.0360545,0.0312679,-0.14518617,-0.14143047,0.02698599,0.12826906,-0.0729452
Rpap2,0.04565922,-0.3739376,-0.40319574,-0.47809467,0.010733675,-0.47819322,0.23977898,-0.50027514,0.2650222,-0.32696125,0.272797,-0.1280193,0.1572933,-0.20752817,0.21471548,-0.44931403,0.2742238,-0.39779156,0.14466168,-0.2837216
Rpap3,-0.27385518,-0.083736815,-0.23942606,0.14621042,-0.120225474,0.35401562,-0.013431627,0.018096978,-0.1821139,-0.13255432,-0.27381375,-0.042298086,-0.18823619,-0.12853676,-0.27223536,-0.03367173,-0.62443423,0.17726515,-0.27385518,-0.083736815
Rpf2,-0.560098,-0.010957957,-0.36026007,-0.26204094,-0.19896235,-0.50102204,0.33284602,-0.45947754,0.09095317,-0.012036541,-0.41347185,0.038110558,-0.13078466,0.09459532,0.22556303,-0.25549015,-0.08903369,-0.110967174,-0.19369574,-0.28762358
Rpl10,0.02089664,0.31890416,0.5036632,0.07050226,-0.56913614,0.3781703,-0.17453848,0.21776442,0.041199837,0.44307217,0.86763406,0.050576515,0.52647257,-0.036894567,0.6223357,-0.16960524,0.02089664,0.31890416,0.041199837,0.44307217
Rpl10a,-0.5580836,0.41947952,-0.54928666,0.29064465,-0.53547466,0.23730265,-0.60077065,0.33769664,-0.63041586,0.40798888,-0.12971963,0.18016581,0.28190252,-0.11431285,0.14954166,-0.058882594,-0.5337773,0.24614416,-0.6212227,0.318733
Rpl11,-0.4716978,0.24377824,-0.22508074,0.070230454,-0.38924494,-0.025388166,-0.33183584,0.06445716,-0.4636079,0.09658305,-0.46754807,0.24237002,-0.12659165,-0.016526258,-0.18167375,-0.058620397,-0.3467578,0.1759677,-0.32500008,0.0831607
Rpl12,-0.3433755,0.18654074,-0.15995987,0.016695505,-0.0659029,0.17359208,-0.059694197,0.029520242,-0.1292992,0.0074669337,-0.29535648,0.16081196,-0.11747186,0.10073798,-0.060272884,-0.049566448,-0.1724451,0.08834868,-0.16815428,0.105462775
Rpl13,-0.42822304,0.17935996,-0.11619112,0.05058219,-0.11151445,-0.05808711,-0.41908404,0.26685682,-0.30237117,0.19971283,-0.20154923,0.09772406,0.013332741,0.07655596,-0.13301922,0.066942565,-0.24581029,0.11752555,-0.4068383,0.17050418
Rpl13a,-0.78004277,0.3875328,-0.7278157,0.04256951,-0.8723479,0.0624417,-0.5992842,-0.0023993712,-0.72849905,0.21054393,-0.8137976,0.20171797,-0.5004649,0.13215816,-0.36386004,-0.045090344,-0.7311087,0.087579116,-0.8067599,0.17259313
Rpl14,-0.26207507,0.24330188,-0.15198033,0.12970673,-0.3213235,-0.037080057,-0.2512356,0.18051219,-0.29861662,0.18740639,-0.3454198,0.16490722,-0.2808987,0.3697628,-0.3483848,0.36253247,-0.14838925,0.0039852755,-0.1584596,0.004790065
Rpl15,-0.27204216,-0.23509651,-0.31651756,0.09680276,-0.35612884,0.5434017,-0.2569382,0.2882554,-0.5591308,0.2875053,-0.5576843,0.24957559,-0.5582663,0.46629122,-0.4933293,0.44657937,0.008788738,-0.23539372,-0.15284921,-0.01126903
Rpl18,-0.4064526,0.4068935,-0.3705784,0.03687394,-0.34185264,-0.029248642,-0.05088084,0.074533254,-0.0065569542,-0.056185663,-0.2567119,0.18667312,0.007872557,-0.00055270037,-0.041831713,-0.016400129,-0.25021237,0.12396414,-0.23131077,-0.0018270288
Rpl18a,0.24141581,0.5767319,-0.042606767,0.44561434,0.0061916094,-0.4348112,-0.46648133,0.28750384,-0.42958066,0.2009276,0.001085531,-0.32137474,0.21691571,0.05189659,-0.15719463,0.0775077,-0.37442884,0.1271981,-0.41729698,0.3533801
Rpl19,-0.25112936,0.13090813,-0.059075143,-0.032638326,-0.29898155,0.05003783,-0.34983215,0.10816132,-0.20628777,0.098642014,-0.36185247,0.13672428,-0.1271218,0.070383,-0.021254353,-0.1205344,-0.22187085,0.08705192,-0.2356311,0.06513886
Rpl21,0.2720965,0.1161403,0.37609774,0.0009332213,0.11865547,0.4361713,0.15862186,0.21063331,0.15862186,0.21063331,0.140472,0.21355863,0.1277827,0.2247411,0.23109926,0.12733635,0.37609774,0.0009332213,0.3373656,-0.062675096
Rpl22,-0.19691862,-0.09250464,-0.14954402,0.3163096,-0.40956935,0.19353981,-0.29252708,0.17702217,-0.2239887,0.16544431,0.3130638,-0.43039048,-0.12717386,0.1492479,-0.1823696,0.09344929,-0.2483059,0.22856252,-0.23257913,0.32474265
Rpl23,0.30975753,-0.07697985,0.00010468438,0.03159281,-0.121538654,-0.14871718,-0.086114004,0.21413554,0.29826522,-0.12035381,0.45533442,0.12643069,0.2514652,0.26831174,0.3811081,0.0013732489,0.035940975,0.042952113,-0.096988976,0.19399631
Rpl23a,0.033038188,0.3360672,0.033038188,0.3360672,0.14729768,0.21082671,0.059262235,0.3651842,0.05062129,0.44359982,0.5222334,0.048909303,0.7001927,0.0094317375,0.5188143,0.12175635,-0.42760336,0.31583783,-0.29417205,0.39295378
Rpl26,-0.22202636,0.22369935,-0.14406736,0.15407594,-0.30911428,0.18605863,-0.48798466,0.39350998,-0.31840262,0.3424527,-0.33587632,0.23545146,-0.3102909,0.2524928,-0.26017493,0.25981078,-0.21921314,0.20935954,-0.2579453,0.14575122
Rpl27,-0.4160315,0.30103788,-0.4016055,0.2656299,-0.3745965,0.17382002,-0.3817961,0.21574073,-0.4220726,0.2787916,-0.3293389,0.2304111,-0.14739762,0.18532138,-0.39988136,0.26051947,-0.3790224,0.22180931,-0.42736876,0.19325086
Rpl28,0.39467368,0.33160463,-0.34832042,0.21325605,-0.20625238,0.047401536,-0.34832042,0.21325605,-0.34832042,0.21325605,0.514141,0.22087775,0.14170668,-0.059100512,0.036891628,0.038713943,-0.34832042,0.21325605,-0.54247725,0.4612011
Rpl3,0.28607142,0.033396024,-0.12336847,0.3275085,-0.5252372,0.5411104,-0.0891608,0.38071197,-0.032163624,0.14749897,-0.44100627,0.32856584,-0.24473993,0.4389662,-0.016210642,0.31196898,0.3397724,-0.12755434,0.0440563,0.07214655
Rpl30,-0.7254194,-0.42082185,-0.8019593,-0.46815223,-0.7007138,-0.45623973,0.17159086,-0.9547282,0.321892,-1.1025676,-0.30051297,-0.6274309,0.11013822,-0.6520004,0.42877358,-0.9928698,0.042013206,-0.78782123,0.17785001,-0.6578257
Rpl31,-0.26312384,-0.08434474,-0.25570458,-0.11149365,-0.35337615,-0.1157342,-0.018267162,-0.16851056,-0.40812966,0.036418512,-0.5331341,0.23725912,-0.41808635,0.32388434,-0.34983614,0.1685093,0.032140993,-0.36956272,-0.19367729,-0.118483394
Rpl32,-0.42320353,0.061172627,0.173573,-0.14072742,0.10073727,-0.10547077,0.038413752,-0.036092885,-0.34877506,0.18128851,-0.2736269,0.09205075,-0.1754674,-0.060089447,-0.06207666,-0.044764534,0.058990855,-0.06986926,-0.119275406,-0.010734254
Rpl34,-0.3968496,0.41883716,-0.5062291,0.5421436,-0.6635916,0.26354897,-0.24232219,0.4516113,-0.3255809,0.54937077,-0.4577607,0.19219467,-0.45331335,0.3963463,-0.32978135,0.47895363,-0.22176035,0.45100737,-0.25458345,0.3414897
Rpl35,-0.21846862,0.35137704,-0.044613067,0.27452618,0.0089913495,0.25398907,-0.1823243,0.3204318,-0.20656444,0.32852498,-0.007242147,0.19307633,-0.0422428,0.2665349,-0.15563782,0.29543588,-0.053360883,0.25913784,-0.057826895,0.20186095
Rpl36,0.29893735,0.3489355,0.29893735,0.3489355,0.2157541,0.31957176,0.29893735,0.3489355,0.29893735,0.3489355,0.4452544,0.21332334,0.42730904,0.22913776,0.29893735,0.3489355,-0.12196773,0.40133065,0.2441618,0.25897977
Rpl37a,-0.008400623,0.3903446,0.29893735,0.3489355,0.2157541,0.31957176,0.29893735,0.3489355,0.29893735,0.3489355,0.4452544,0.21332334,0.42730904,0.22913776,0.29893735,0.3489355,0.29893735,0.3489355,0.2441618,0.25897977
Rpl38,0.29893735,0.3489355,-0.12196773,0.40133065,-0.20515098,0.37196687,-0.12196773,0.40133065,0.29893735,0.3489355,0.4452544,0.21332334,0.0064039566,0.28153288,0.29893735,0.3489355,-0.12196773,0.40133065,-0.17674327,0.3113749
Rpl4,-0.28042975,0.33014062,-0.2600752,0.31390586,-0.3217111,0.31536803,-0.21565585,0.26848033,-0.24623178,0.28305262,-0.09604308,0.19441068,-0.05673478,0.20399348,-0.17252156,0.21658097,-0.23955826,0.25503728,-0.29293442,0.2056185
Rpl41,0.4255777,-0.4533817,0.4014273,-0.53680056,-0.05822851,0.1627179,0.33279926,-0.10093609,0.3816411,-0.24553707,0.23042753,0.050570745,0.29301798,-0.14114915,0.6176563,-0.5500779,0.39152423,-0.45755967,0.3238447,-0.39871046
Rpl5,-0.09057078,0.0077195046,-0.056441616,0.1857059,-0.10614455,-0.012702779,-0.039274123,-0.022752168,-0.13443679,0.16363825,-0.20563424,0.13850655,-0.06123438,0.19952458,-0.106873944,0.14049962,0.17333348,0.047484502,0.09670295,-0.008693964
Rpl6,-0.26250762,0.08203813,-0.12571745,0.23190093,-0.5924034,0.59861755,-0.52064055,0.45302036,-0.52441406,0.471322,-0.3848673,0.23686372,-0.3963677,0.5513568,-0.34802547,0.28463423,-0.20251492,0.115106024,-0.27740228,0.2575658
Rpl7,-0.80173415,0.5025969,-0.7447164,0.08352145,-0.7423799,-0.019725533,-0.66928667,0.08229949,-0.7741982,0.3065841,-0.64246196,0.31984916,-0.08245905,-0.20844722,0.0031396467,-0.36558884,-0.7324728,0.11715328,-0.8095924,0.45086923
Rpl7a,-0.49073017,0.79592824,-0.4578064,0.66022336,-0.60387206,-0.08600055,-0.72166187,0.27155674,-0.53509516,0.25688764,-0.48551184,0.2820919,-0.11083114,0.05185693,0.0060854163,-0.19868734,-0.6352055,0.19019413,-0.70049363,0.39607581
Rpl7l1,-0.2701822,-0.0029887154,-0.21163377,-0.249472,-0.09724921,-0.43239367,0.18494888,-0.26460198,0.13508138,-0.07218801,-0.19182687,-0.12195348,0.009303577,-0.12285269,0.17977615,-0.2600313,-0.038033072,0.076204605,-0.04470605,0.07821889
Rpl8,-0.8527184,0.34842777,-0.6475616,-0.08158259,-0.7950966,-0.016007995,-0.6851171,0.011034662,-0.8047377,0.21326622,-0.69957024,0.2444442,-0.24556507,-0.059683308,-0.29532456,-0.08727674,-0.74990267,0.01166604,-0.7842846,0.11119509
Rpl9,0.2705549,-0.21827602,0.34385517,0.105551116,-0.03660817,0.24030297,-0.008179203,0.26042798,-0.082531154,0.27750948,-0.044645857,0.045531105,-0.16196568,0.4525831,0.023931805,0.29101118,0.30259004,-0.009866984,0.30259004,-0.009866984
Rplp0,-0.053785022,0.50760496,0.54941064,-0.056363247,0.4918201,-0.06542303,0.0091631,0.33491313,-0.26737723,0.44825026,-0.22943376,0.3496162,0.28699362,-0.30305997,-0.25837237,0.5055708,0.07709807,0.28668967,0.04245499,0.22979666
Rplp2,-0.32582727,0.22729541,-0.20228522,-0.034870815,-0.32491747,0.035983153,-0.4131419,0.18889032,-0.33707732,0.1837834,-0.4395407,0.12636793,-0.170276,0.1162552,-0.1861704,0.031258687,-0.2926546,0.16357587,-0.29563507,0.054291364
Rpn1,0.49885902,-0.1596239,0.49885902,-0.1596239,0.49885902,-0.1596239,0.68524563,0.43409255,0.68524563,0.43409255,0.49885902,-0.1596239,0.68524563,0.43409255,-0.4163086,0.21193306,0.49885902,-0.1596239,0.49885902,-0.1596239
Rpp14,-0.5590779,0.54949003,-0.5590779,0.54949003,-0.19296153,0.30402786,-0.5590779,0.54949003,0.6201556,0.26504573,0.6201556,0.26504573,0.6201556,0.26504573,0.6201556,0.26504573,-0.5590779,0.54949003,-0.5590779,0.54949003
Rpp21,-0.2755935,0.41930917,0.3552764,-0.16138455,0.046425,-0.0012480405,-0.11525871,0.29879415,-0.2755935,0.41930917,-0.2755935,0.41930917,-0.2755935,0.41930917,-0.11525871,0.29879415,0.2291091,-0.11979168,0.21951906,0.2416185
Rpp30,-0.17876521,-0.12733644,-0.4143943,0.23686828,-0.27924228,0.6359464,-0.52014,0.3440189,-0.11598903,-0.037789084,-0.5437524,0.18925065,-0.40765548,0.24569465,-0.8028335,0.38971093,-0.056406874,-0.1988925,-0.22820492,0.15949272
Rprd1b,0.2332994,-0.34720728,0.12627684,-0.37688342,-0.015412662,-0.23363088,0.09160991,-0.20395474,-0.015412662,-0.23363088,0.09160991,-0.20395474,0.09160991,-0.20395474,0.09160991,-0.20395474,-0.015412662,-0.23363088,-0.015412662,-0.23363088
Rprd2,-0.49042493,-0.010004391,-0.8249776,-0.069458626,-0.19284478,-0.32554716,-0.045052346,-0.44807017,0.49964786,-0.58391213,-0.603863,-0.15144308,0.42761168,-0.50721043,0.5138868,-0.39938334,0.4836552,-0.19550784,0.44474182,-0.18500464
Rps10,-0.21790726,0.22202902,-0.0801992,0.07643641,-0.10396461,0.065094665,-2.2452325e-05,0.081018515,-0.14459659,0.11782028,-0.19064415,0.18392412,0.049698975,0.09168448,-0.078734234,0.0752376,-0.14368524,0.18052736,-0.1124711,0.06068682
Rps11,-0.011128124,0.03256978,-0.21710639,0.21279317,-0.407789,-0.12965608,-0.24866818,0.64680576,-0.16627373,0.5120794,-0.2982047,0.16162823,-0.18175367,0.48664343,-0.016366139,0.39814618,-0.09373587,0.42966658,-0.21826892,0.65539557
Rps12,0.078496926,0.15784585,0.0213166,0.39809296,-0.06339234,0.16287373,-0.076583385,0.4453212,-0.114458874,0.3334069,0.006295506,0.22229151,0.028231654,0.34750673,-0.060705487,0.44702056,0.19906911,0.2959586,0.15434508,0.22251002
Rps13,-0.12196773,0.40133065,0.16551031,0.24614368,0.08232707,0.2167799,-0.12196773,0.40133065,-0.12196773,0.40133065,0.024349313,0.2657185,0.0064039566,0.28153288,-0.12196773,0.40133065,0.16551031,0.24614368,0.110734776,0.15618794
Rps14,-0.12196773,0.40133065,-0.12196773,0.40133065,-0.20515098,0.37196687,-0.12196773,0.40133065,-0.12196773,0.40133065,0.024349313,0.2657185,0.0064039566,0.28153288,-0.12196773,0.40133065,-0.12196773,0.40133065,-0.17674327,0.3113749
Rps15,-0.2890966,0.10435368,0.2611134,-0.12443193,0.12450674,0.012549519,-0.04870182,0.16792884,-0.118919715,0.27094585,0.0012346096,0.10736313,0.040516768,0.07938217,0.07584885,0.09257619,0.05537628,0.09218615,-0.099356666,0.121806614
Rps15a,-0.020766232,-0.41513383,-0.020766232,-0.41513383,0.23624144,-0.26723883,-0.19082539,0.18694627,-0.17663811,0.0031085673,-0.25009513,0.30561045,-0.17663811,0.0031085673,-0.17663811,0.0031085673,0.1753196,-0.41752633,0.2151981,-0.47324872
Rps17,0.19383417,-0.5044312,0.23111224,-0.37525705,-0.4134429,0.3145881,0.05895656,-0.2943165,0.054326933,-0.28783044,-0.23092835,0.022783676,-0.06658599,-0.117667176,0.12805058,-0.3590356,0.17709963,-0.43279848,0.16038741,-0.37045395
Rps18,-0.47545892,0.21880512,-0.16458227,-0.01004284,-0.17619745,-0.051756643,-0.22735535,-0.016361484,-0.3779819,-0.10038086,-0.44785386,-0.013267913,-0.18633093,-0.026216874,-0.2265834,0.014280043,0.16503641,-0.019736636,-0.40107793,0.15288645
Rps19,-0.17986678,0.32144317,-0.1616418,0.14999801,-0.31516346,0.11037667,-0.3039123,0.45070574,-0.20442389,0.45343807,0.15536168,0.17313397,-0.037587058,0.35928634,-0.05852135,0.2906764,-0.18321033,0.20209335,-0.15594901,0.3379108
