GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
Rps19bp1,0.27642968,-0.085523225,0.23653497,-0.008365032,-0.1479469,0.1426738,0.36280978,-0.09836777,0.31481707,-0.04656695,0.27359608,-0.06880109,0.3131816,-0.082453705,0.3499721,-0.108837046,0.26496142,-0.08206143,0.26496142,-0.08206143
Rps2,0.7429921,0.31405735,1.0506746,-0.14363956,1.0506746,-0.14363956,1.0506746,-0.14363956,1.0506746,-0.14363956,1.0506746,-0.14363956,1.0506746,-0.14363956,0.7429921,0.31405735,1.0506746,-0.14363956,1.0506746,-0.14363956
Rps20,0.29484072,0.18019558,0.20414378,0.26397988,0.104487956,0.16921523,-0.01776458,0.36414185,0.25002953,0.240148,0.2142405,0.19823863,0.04252178,0.39585724,0.2320385,0.24811047,0.18209766,0.24012287,0.18209766,0.24012287
Rps21,-0.21846862,0.35137704,-0.20279326,0.3420792,-0.3607735,0.18714564,-0.1823243,0.3204318,-0.20656444,0.32852498,-0.007242147,0.19307633,-0.0422428,0.2665349,-0.15563782,0.29543588,-0.053360883,0.25913784,-0.21600707,0.269414
Rps23,-0.20731793,0.1834179,0.08330576,0.16567758,-0.07444303,0.16059043,-0.2158053,0.288204,-0.08531633,0.21313478,0.027406048,0.09910784,-0.06595205,0.2265991,-0.041212585,0.1844788,-0.022079315,0.121246584,-0.025947,0.07164337
Rps24,0.15240595,0.0073114866,0.6741109,-0.069624364,0.6061921,-0.09359978,0.6741109,-0.069624364,0.6741109,-0.069624364,0.79357827,-0.18035124,0.77892596,-0.16743882,0.6741109,-0.069624364,0.6741109,-0.069624364,0.6293869,-0.14307293
Rps25,0.13682678,0.20790373,0.2369711,0.37636334,-0.15725282,0.20558025,0.2335316,0.053521678,-0.16528061,0.43093988,0.12664852,-0.21919264,0.14762618,0.068221,0.080984175,0.053581774,0.31681013,0.20427106,0.11704561,0.19805567
Rps26,-0.32456958,0.23403323,-0.32779175,0.1464045,-0.38198093,0.11949148,-0.34935448,0.2093371,-0.39125744,0.2935016,-0.40512082,0.27538863,-0.0523065,0.13078426,0.0048374273,0.02130734,-0.37937927,0.20816772,-0.6366758,0.31126547
Rps27a,-0.3120132,-0.049861275,-0.31217855,0.17214312,-0.61043864,-0.070023976,-0.25843024,0.21464784,-0.28158122,0.17428492,-0.18014765,0.03850393,-0.20757882,0.28878543,-0.23054071,0.25360954,-0.043480624,0.07012831,-0.18637238,0.16451213
Rps27l,1.0506746,-0.14363956,-0.123066366,0.10247577,-0.123066366,0.10247577,-0.123066366,0.10247577,-0.123066366,0.10247577,-0.123066366,0.10247577,1.0506746,-0.14363956,1.0506746,-0.14363956,-0.123066366,0.10247577,-0.123066366,0.10247577
Rps28,0.16551031,0.24614368,0.16551031,0.24614368,0.08232707,0.2167799,0.16551031,0.24614368,0.16551031,0.24614368,0.31182736,0.11053152,0.293882,0.12634593,0.16551031,0.24614368,-0.15227498,0.32965598,-0.20705052,0.23970021
Rps29,0.29893735,0.3489355,0.29893735,0.3489355,0.2157541,0.31957176,0.29893735,0.3489355,0.29893735,0.3489355,0.4452544,0.21332334,0.42730904,0.22913776,0.29893735,0.3489355,-0.12196773,0.40133065,0.2441618,0.25897977
Rps3a,-0.13069542,0.18602435,-0.2995009,0.20093228,-0.34043288,0.22404175,-0.20943262,0.04159707,-0.24419175,0.1240013,-0.03983253,-0.35534048,-0.011118978,-0.041056275,-0.1280876,-0.023431318,-0.10960044,0.013564124,-0.008672569,0.011225018
Rps5,-0.27410614,-0.087149486,-0.164497,-0.16262852,-0.14613369,-0.26815507,-0.68262124,0.36937276,-0.57607746,0.308079,-0.22098236,-0.13605724,-0.28788057,0.19565265,-0.26768088,0.16126157,-0.5244447,0.2330526,-0.5302834,0.38319132
Rps6,0.095333174,-0.5141744,0.034746833,-0.086275496,0.10586274,-0.16568531,0.51446724,-0.33348945,0.00088565797,-0.064224586,-0.08318448,-0.1716324,-0.03965434,-0.32123715,0.06649421,-0.39684185,0.2492939,-0.32843363,-0.10053754,-0.3077623
Rps6ka1,0.4285953,-0.16867538,0.4285953,-0.16867538,0.35896367,-0.44076928,-0.1774041,0.4767066,0.4285953,-0.16867538,0.4285953,-0.16867538,0.4285953,-0.16867538,0.4285953,-0.16867538,0.51398385,-0.25458238,0.4285953,-0.16867538
Rps6ka3,-0.026980627,0.11824024,0.06745647,-0.22595066,0.15669538,0.0632408,0.14710535,0.424651,0.14710535,0.424651,0.14710535,0.424651,0.053520307,-0.35944065,0.1436264,-0.29257736,0.14710535,0.424651,0.14710535,0.424651
Rps6kb1,-0.71067655,-0.52993524,-0.44726512,-0.7007766,-0.2861904,-0.26966584,0.11331585,-0.3748195,0.46873817,-0.5945467,-0.036965016,-0.42645305,0.22442539,-0.6033531,0.43529946,-0.7102857,0.40957484,-0.51887345,0.4405918,-0.3301647
Rps6kb2,-0.38574827,-0.0023293134,-0.23475339,-0.38803926,0.11986381,-0.20035335,-0.27989215,-0.07663962,-0.10462108,-0.55993193,0.026704367,-0.56677717,0.12592107,-0.5759595,0.08512781,-0.5479428,-0.08305295,-0.54733574,-0.5216538,-0.07371833
Rps7,0.39912722,-0.060562067,0.572197,-0.1535102,-0.059221093,0.2310543,-0.18495591,0.39785385,0.34115863,0.013355843,0.0100916065,0.22315846,-0.06564431,0.29821524,-0.033474375,0.31577575,-0.2928351,0.4529376,0.3699734,-0.1405523
Rps8,-0.481187,0.33321303,-0.78252214,0.22211042,-0.60409683,0.10555695,-0.40501896,0.34988844,-0.48835385,0.45845392,-0.23844607,0.30495778,-0.21427234,0.21710135,-0.14165394,0.20390983,-0.55277884,0.2725561,-0.63256156,0.39467508
Rpusd3,0.62088263,0.70643586,-0.43270087,0.36487344,0.20756547,-0.18430151,-0.5842962,0.08350932,0.24058993,0.23012057,1.1196855,-0.29364568,0.7851951,-0.2379397,0.76018715,-0.15219252,0.40706903,0.15023814,-0.70574844,0.86254203
Rpusd4,0.17385371,-0.30811492,0.11573134,-0.3494895,-0.059366163,-0.3166635,0.20605686,-0.44468653,0.097079724,-0.17910953,0.22170334,-0.42727986,0.09878102,-0.3017492,0.18450575,-0.41567954,0.111504406,-0.2614915,0.19200017,-0.37460503
Rqcd1,-0.34901184,0.44671068,-0.320297,-0.16536321,-0.57115316,0.12611155,-0.68828034,0.18116845,-0.54723233,0.15447098,-0.46009013,-0.045368187,-0.66897553,0.29061776,0.09328666,-0.3603844,-0.7285935,0.27696154,-0.73178875,0.296043
Rrm1,-0.75454503,0.30830142,-0.55652857,-0.03279984,-0.6609196,-0.28900477,-0.70599544,-0.04202642,-0.8665161,0.046438888,-0.93671095,0.17284669,-0.63995993,0.014079434,-0.118203074,-0.49911335,-1.0254899,0.08069171,-1.0808846,0.18516651
Rrm2,-0.56299883,0.35531452,-0.5845748,-0.1913902,-0.8111169,0.11726133,-0.76402247,0.042215176,-0.8335335,0.116986126,-0.7610224,0.3375789,-0.55748683,0.08261301,-0.0035494752,-0.5741614,-1.072634,0.22552788,-1.1024672,0.29042628
Rrn3,-0.22664891,0.4362335,-0.34611765,0.0065357303,-0.34151146,0.06250435,-0.04893295,0.19388388,-0.16479461,0.3218774,0.047196135,-0.12869224,-0.36783966,0.3363956,-0.20608012,0.067955054,-0.2575093,0.42285618,-0.2575093,0.42285618
Rrp1,-0.6057219,-0.007050992,-0.2384802,-0.35504502,-0.09639357,-0.3812925,-0.3593474,-0.09819176,-0.089587435,-0.31426233,-0.5842891,0.0683557,0.028664136,-0.20717262,-0.03993864,-0.35197815,-0.24891432,-0.28861788,-0.22027017,-0.34596643
Rrp12,-0.5205749,0.1328788,-0.4508002,-0.06101025,-0.2941128,-0.1688767,-0.10199778,-0.08520647,-0.22057848,0.0063866815,-0.24113749,-0.082371324,-0.1107935,-0.09248528,-0.12776098,-0.04890357,-0.5659687,0.17076187,-0.5645845,0.14268665
Rrp15,-0.9632538,0.064268716,-0.7890841,-0.15030403,-0.682091,-0.057020046,-0.38381267,0.043428022,-0.49021733,0.21804316,-0.8941114,0.3469885,-0.40695137,0.40068212,-0.09944935,-0.07280326,-0.54330957,-0.07062034,-0.7860543,0.17769857
Rrp8,-0.098925635,-0.0049152644,-0.24013393,0.28023636,-0.41575032,0.4342221,-0.36705866,0.51893145,-0.48698592,0.34999862,-0.23563756,0.27227667,-0.34235036,0.5571123,-0.25752267,0.28627613,-0.07019526,-0.25044653,-0.2809278,0.20325153
Rrp9,-0.27442855,0.09472545,-0.21385075,-0.11105747,-0.23785825,-0.14478305,-0.5518501,0.17434338,-0.18575644,-0.05804468,-0.31063765,-0.055289272,-0.30183107,-0.012601384,-0.1406557,-0.14949425,-0.26412594,-0.09663475,-0.26412594,-0.09663475
Rrs1,-0.41588786,0.14670637,-0.37612194,0.26084277,-0.22306316,-0.12674482,-0.18274988,0.13456267,-0.25213608,0.039878216,-0.26800734,0.030658422,-0.25282,0.21230094,-0.060681846,-0.02543624,-0.06788181,-0.12932907,-0.36258698,0.24023452
Rsad1,-0.11642815,0.3304985,-0.041838277,0.095727734,0.16858305,-0.1640277,-0.24174176,-0.05587275,0.1383018,-0.102457315,-0.24174176,-0.05587275,0.16885822,0.5291134,0.23223297,0.39427054,0.23223297,0.39427054,0.1383018,-0.102457315
Rsad2,-0.2022508,-0.13714087,-0.13047393,-0.038550228,-0.15754683,-0.03738121,-0.028130446,0.333547,-0.26978356,-0.055518385,-0.080243886,0.3937141,-0.20307367,0.3955659,-0.046635132,0.57979774,-0.31817222,-0.04869879,-0.532604,0.108924545
Rsbn1,-0.24771138,-1.0371029,-0.074808374,-0.63258064,-0.7504774,-0.30788198,0.18224956,-0.39779082,-0.006460171,-0.3480434,-0.46601856,-0.14611024,0.034756865,-0.22895646,-0.12551086,-0.3253875,0.249197,-0.54383355,0.07905957,-0.2817724
Rsl1d1,-0.8266854,0.22485392,-0.6545709,-0.10012114,-0.40301603,-0.19886208,-0.23249523,-0.048558448,-0.655308,-0.054706737,-0.77854484,0.07470649,-0.035965856,-0.17557512,-0.4623088,-0.046128877,-0.73846203,0.13504736,-0.70979774,0.06407832
Rsl24d1,-0.40537885,0.21403255,-0.394578,0.041374512,-0.25598237,-0.08985278,-0.20021804,0.027475974,-0.25354484,0.041216426,-0.15970093,0.047482356,-0.061213326,-0.012097218,-0.15233319,-0.012914957,-0.5044692,0.21730337,-0.5044692,0.21730337
Rsrc1,-0.3555821,-0.34536466,-0.24842893,-0.3561193,-0.25407335,-0.120254315,0.25991428,-0.18713215,0.2623485,-0.07323516,0.11186655,-0.20445694,0.25854144,-0.045397557,0.29192263,-0.12743877,0.30221692,-0.15604855,0.2717874,-0.017956814
Rsrc2,-0.39106542,-0.3009634,-0.657938,-0.4182754,0.031238535,-0.736708,0.13222882,-0.4957517,0.34005904,-0.73887146,-0.38110542,-0.45150158,0.12845492,-0.7153287,0.24172822,-0.6353364,-0.008219216,-0.2838523,0.15966146,-0.10059419
Rsu1,-0.006878417,0.027705891,0.08792475,-0.22139437,-0.16574109,0.41511878,-0.08220039,0.74572945,-0.08220039,0.74572945,0.077521205,-0.33443862,0.077521205,-0.33443862,0.077521205,-0.33443862,0.077521205,-0.33443862,-0.006878417,0.027705891
Rtcd1,-0.32636583,0.6512306,-0.18324745,0.32438207,-0.27523592,0.008449211,0.4796751,-0.17635742,-0.25474924,-0.111717544,-0.42915735,0.2402202,-0.270457,0.33434215,-0.0032884926,-0.028061619,-0.47485018,-0.13068953,-0.7286411,0.22477375
Rtel1,-0.60197735,0.16862552,-0.32329768,0.15261544,-0.18143405,-0.3995137,-0.17798685,-0.25053856,0.1442207,-0.3804368,-0.1913032,-0.06034711,-0.18248112,-0.3041288,0.12686352,-0.33614424,-0.56619036,0.11222801,-0.56619036,0.11222801
Rtkn,-0.100955665,-0.0055294717,-0.100955665,-0.0055294717,0.43102902,0.809193,0.084137574,-0.2812313,-0.17755708,0.05253934,-0.2439963,-0.04381439,0.084137574,-0.2812313,0.116126806,-0.31538317,-0.100955665,-0.0055294717,-0.100955665,-0.0055294717
Rtn4ip1,0.86972153,-0.11969144,-0.7809558,0.30451712,0.064292565,0.23780107,0.63073635,-0.06839563,0.63073635,-0.06839563,-0.31998083,0.45829642,0.63073635,-0.06839563,-0.31998083,0.45829642,0.9391835,0.076915585,0.9391835,0.076915585
Rtp3,0.2250212,0.09911506,0.21051642,-0.07869505,-0.60949934,0.39179328,-0.21290417,0.23601401,-0.34549102,0.49326167,-0.35825008,-0.029012175,-0.3522928,0.6661022,0.38038602,0.09984474,-0.42022443,0.5035906,-0.7758138,0.71265066
Rtp4,-0.45197433,0.039260656,-0.43477795,0.11264741,-0.41340053,0.11651105,-0.5011726,0.4019024,-0.75139636,0.18553653,-0.64510125,0.20475945,-0.83612543,0.28129134,-0.7709838,0.34181985,-0.0221088,-0.2815739,-0.37467784,0.013523628
Rufy3,-0.17508484,0.42925367,0.27713823,1.0369694,0.15634291,0.6540899,0.15090038,0.008509002,0.15090038,0.008509002,0.15090038,0.008509002,0.23773897,0.2389474,0.15090038,0.008509002,0.23773897,0.2389474,-0.17508484,0.42925367
Rusc2,0.07316373,-0.44301078,-0.1675407,0.013312376,-0.5100839,0.18570293,0.3653212,-0.40526876,0.13929872,-0.231019,0.138299,-0.045421503,0.023823988,-0.17176516,0.13982695,-0.23008282,0.08866727,-0.110710666,0.2363105,-0.35883453
Ruvbl1,-1.1280605,-0.034740213,-0.91003495,-0.034448802,-0.88266516,0.03866992,-0.3301683,-0.04793399,-0.49509805,0.18172988,-0.8222427,0.23453248,-0.5978462,0.398676,-0.3688631,0.115457065,-0.6701272,-0.09091226,-0.8439928,0.06786686
Rwdd1,-0.27190155,-0.3054025,-0.17244625,-0.3041885,-0.3141119,-0.016890267,-0.033730756,-0.006304768,0.054080993,0.32878068,-0.25269854,0.2086856,-0.17393091,0.047995422,-0.030103464,0.064463,0.39125082,-0.45221925,0.1350997,-0.22017507
Rwdd4a,-0.17694025,-0.23809777,-0.5763141,-0.4658285,0.2898635,0.3994254,0.13879406,0.027940838,-0.4175943,-0.34980723,0.1354398,0.20929982,0.105412796,-0.46866855,0.12986356,-0.48805916,-0.2885912,-0.26319876,-0.35553867,-0.38414064
Ryk,0.14348647,0.16658735,-0.007047083,-0.42362207,-0.12388083,0.67775685,-0.10353565,-0.14964053,-0.32780582,1.0249908,0.05149249,-0.26491383,0.17335516,-0.5241192,0.16033596,-0.54007876,0.17826787,-0.5578377,0.14348647,0.16658735
S100a1,-0.21787052,-0.18116021,-0.5190057,-0.007093885,-0.57113266,-0.013832939,0.005376799,-0.022332592,-0.34444597,-0.03889921,-0.039390218,0.108063824,-0.39260745,0.23833449,-0.04148102,0.04056216,-0.72995585,0.13612384,-0.61703813,0.19261786
S100a10,0.11175649,-0.09019894,-0.12454586,-0.47685504,-0.40299964,0.67317045,0.1928439,-0.37422845,-0.17990726,-0.3831925,-0.0025215708,-0.3603584,0.017885815,0.13643773,-0.010095019,0.0061710766,0.24637963,-0.2256686,0.1694547,0.05517205
S100a11,0.05082159,0.506431,0.22785698,0.9332795,0.08479953,0.83768284,-0.029759627,-0.1870357,0.0918349,-0.06828571,0.024302904,0.06902578,0.32378078,0.04323905,0.2623766,-0.11970553,0.08344717,0.014137558,-0.18042259,0.45496908
S100a13,0.4893344,-0.1720198,-0.083333835,0.23164095,-0.31296515,0.4702662,-0.4812222,0.6238882,0.6621652,-0.29929787,-0.5795369,0.53883976,-0.027375054,0.18894456,-0.57247496,0.59759015,0.3609689,0.0135307675,0.45197007,-0.09604764
S100a16,-0.202128,0.34513417,0.052880596,0.17080857,-0.014338154,0.6810905,-0.15083434,-0.33704644,-0.298127,0.57939214,0.2580066,-0.2684737,0.23338225,-0.3447049,0.20832926,-0.49726793,0.21667601,-0.29751235,-0.24988033,0.44222808
S100a6,0.2520665,0.4233278,-0.15503286,0.10082089,-0.09013283,0.24155466,0.07524182,0.12803948,0.13743094,-0.026440741,0.18776925,-0.43866834,0.14845745,-0.37046957,0.21390827,-0.280289,0.13743094,-0.026440741,0.16146779,0.44989684
S100pbp,-0.7895457,-0.053540066,-0.5043803,-0.42058775,-0.02350609,-0.3827126,-0.17525053,0.086445935,-0.60320514,-0.10586557,-0.7627055,0.043960843,0.10055748,-0.42374605,-0.10260904,-0.05963873,-0.634329,0.09313914,-0.66119105,0.12562747
S1pr1,-0.14880316,-0.0836646,0.18750006,-0.12712292,-0.53525245,-0.054422833,-0.2258899,-0.07339802,-0.43497738,0.4423082,0.081204236,-0.6153556,-0.26941094,-0.18220977,0.2520638,-0.3870235,-0.081799716,-0.1475708,-0.49886793,0.33918586
S1pr2,0.14368272,0.4072909,-0.3307535,0.21900932,-0.46076322,0.45768946,-0.4076674,0.7321944,0.47643048,0.4365516,0.21259472,0.11160118,0.29224026,-0.39956003,0.29224026,-0.39956003,0.21259472,0.11160118,0.14368272,0.4072909
S1pr5,0.13358746,0.7083006,-0.08144897,0.26428282,0.13358746,0.7083006,0.5278152,-0.11373673,0.18421954,0.29508883,0.5278152,-0.11373673,0.5278152,-0.11373673,0.5278152,-0.11373673,0.18421954,0.29508883,0.18421954,0.29508883
Saa1,-0.25635603,0.35902217,0.7852388,0.097304255,0.50423205,0.4125441,-0.23887287,0.43999848,0.30546698,0.7038666,1.142303,0.17885867,0.34478578,0.34403238,0.4659137,0.3705451,-0.20248568,0.35566756,-0.46547025,0.65769637
Saa2,0.035305776,0.22484316,0.50470567,0.17488052,0.17126168,0.5495554,0.14854096,0.06248141,0.5498452,0.48057026,0.989418,-0.02775553,0.294114,0.22889544,0.44794458,0.12501678,0.1807471,0.16712181,-0.092058614,0.5381389
Saa4,-0.007934134,0.6711288,0.40818498,0.34286666,-0.87310237,-0.0060964013,0.7326292,0.5537621,0.49669668,1.0710064,0.6990479,-0.08284884,-0.17813446,0.82482404,0.12177476,0.64622194,-0.062384,0.84924525,0.29021317,0.44795588
Sac3d1,0.10640089,-0.25907114,0.12813747,-0.20996845,0.22982623,1.0925801,0.10640089,-0.25907114,0.12813747,-0.20996845,-0.012948107,0.9630407,0.006027486,-0.13719827,0.10640089,-0.25907114,0.18796484,-0.37454066,0.18512557,-0.1676804
Sacm1l,0.17664966,0.29203793,0.095606074,0.116331294,0.095606074,0.116331294,0.17664966,0.29203793,0.17664966,0.29203793,0.17664966,0.29203793,0.17664966,0.29203793,0.17664966,0.29203793,0.17664966,0.29203793,0.17664966,0.29203793
Sae1,-0.14538994,-0.046772797,-0.0070672967,0.102341406,-0.36330155,0.44384196,-0.5153332,0.08141556,-0.41518092,0.072196685,-0.1432803,-0.28900918,-0.6137921,0.21509227,0.032567423,-0.23609182,-0.4504791,0.025977748,-0.4382601,0.041610967
Samd1,0.055519745,-0.4023449,0.1182915,-0.48460904,0.11644858,-0.12204396,-0.9366981,0.3214555,-0.637058,0.50245905,-0.70682085,0.46809718,-0.7414353,0.4882007,-0.7414353,0.4882007,-0.06972624,-0.25784025,-0.637058,0.50245905
Samd4b,0.31419945,-0.3089938,-0.10467148,-0.07746658,-0.10467148,-0.07746658,-0.13984035,0.43021682,-0.13984035,0.43021682,0.06826216,0.38739812,-0.13984035,0.43021682,-0.278437,0.48944512,-0.03193557,0.24803205,-0.13464741,0.30210608
Samd9l,-0.48850197,0.13028108,-0.45538875,0.13482003,-0.61385727,0.2688311,-0.41353047,0.014075109,-0.5323632,0.05881428,-0.5043252,0.19266243,-0.6983353,0.26138723,-0.55778867,0.24623375,0.028446622,-0.23758495,-0.3650942,0.029001003
Samhd1,-0.3444806,0.07336825,-0.1516216,0.09008663,-0.5193237,0.12481458,-0.17355521,0.3380175,-0.5485706,0.0951981,-0.4771914,0.028466037,-0.4704972,0.023491738,-0.5801773,0.14541997,-0.0739969,-0.14591362,-0.1581088,-0.004239836
Samm50,0.7589553,0.20836262,-0.6127628,0.39976883,0.45043552,-0.0771075,-0.6127628,0.39976883,0.8090713,0.2228641,0.8090713,0.2228641,0.8090713,0.2228641,0.24752277,0.6449754,0.7589553,0.20836262,-0.6127628,0.39976883
Sap30bp,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826,0.13306242,0.64702505,0.13306242,0.64702505
Sar1b,0.92487746,-0.1174248,1.0273021,0.061411314,-0.55966043,0.2218509,-0.7643802,0.36598355,-0.4051305,0.22049864,-0.15020317,-0.14351316,-0.41471797,-0.0031924273,0.7832896,-0.14680116,-0.09349622,0.0025076035,-0.1341786,-0.1722021
Sardh,0.056319274,0.4350871,0.46246317,-0.011299605,-0.347663,-0.28343847,0.43374813,0.44981664,0.40286022,0.98403203,0.27954498,0.2402938,-0.3192058,0.34426793,0.55294114,0.09688904,0.058331493,0.7427171,0.63723063,0.18699946
Sart3,-0.87852496,0.1925408,-0.65872467,-0.13277344,-0.2790009,-0.498897,-0.3633619,-0.15715073,-0.45873788,-0.28426954,-0.73143584,-0.14652748,-0.20269577,-0.3935272,-0.13586426,-0.42787397,-0.64570487,0.16668847,-0.6141864,0.16310102
Sash1,-0.040503237,0.072263405,-0.0061838552,-0.32576647,0.2449271,-0.35715294,0.03669394,-0.20901062,0.12841646,-0.22183439,-0.7739429,0.24670054,-0.5915491,0.17951675,-0.5004505,0.1527611,-0.48145086,0.23244156,0.037207082,-0.15596418
Sat1,-0.27698934,-0.033349324,-0.3496386,0.15213111,-0.059841555,0.0052195704,-0.73123956,0.080837496,0.08700165,-0.15248224,-0.107499674,0.04709463,-0.107499674,0.04709463,-0.107499674,0.04709463,0.08700165,-0.15248224,-0.21133767,-0.27442756
Sav1,-0.005850885,-0.12863956,-0.085402936,-0.097674415,-0.21032754,0.25696564,-0.132455,0.20192616,-0.056278955,-0.07612868,-0.53248554,0.45122173,-0.3588099,0.2968884,-0.20998989,0.35304025,-0.06367876,0.21954314,-0.083532006,-0.079115495
Sbf1,-0.70350766,0.05947908,-0.11922975,-0.6689081,0.13268796,-0.49394116,-0.3112206,-0.35253078,-0.3413499,-0.52986634,-0.530965,-0.28443846,0.20925222,-0.7363024,-0.17069846,-0.6058364,-0.20421909,-0.6025892,-0.5844328,-0.16602147
Sbf2,-0.13436018,-0.36519483,0.105601534,-0.1770067,0.105601534,-0.1770067,0.25873977,0.1562708,0.25873977,0.1562708,0.17177334,-0.03354285,0.25873977,0.1562708,0.25873977,0.1562708,0.17177334,-0.03354285,0.17177334,-0.03354285
Sbno1,-0.27903688,0.20158422,-0.02359296,0.25385275,-0.22388004,0.112060905,-0.23844726,0.14048035,-0.20966075,0.17607944,-0.3593153,0.057495512,-0.33916205,0.043097764,-0.21985336,0.03249792,-0.021858338,0.25032583,-0.021858338,0.25032583
Sbno2,-0.24955495,0.07725676,-0.044911828,-0.20169555,-0.24231948,-0.14168279,-0.0122062825,0.12625934,0.15973161,-0.16017051,0.2782599,-0.25930834,0.26966256,-0.24188517,0.2139642,-0.21757768,0.0006466545,-0.10617148,0.006485861,-0.105657324
Scaf1,-0.332904,-0.44360033,-0.17735898,-0.5380087,0.3322643,-0.5661298,-0.47616315,-0.43009672,-0.89398783,-0.030365692,-0.8058603,-0.035204425,-0.54242504,-0.35396641,-0.50575185,-0.31218043,-0.2303177,-0.44399905,-0.9089072,0.0075121326
Scaf11,-0.5353782,-0.31987995,-0.30879036,-0.4141026,-0.25459227,-0.6249636,-0.03924727,-0.2126212,0.007422786,-0.47451726,-0.35989112,-0.38558087,0.017581813,-0.44246104,-0.068141714,-0.26818848,-0.038510133,-0.028335279,-0.08272596,0.07349672
Scaf4,-0.28718016,-0.27396297,-0.2700147,-0.25895047,-0.0695876,-0.20733696,-0.48633283,-0.31584522,0.18307365,-0.5032692,-0.5119787,-0.22389413,-0.0685855,-0.2518892,0.24529096,-0.48639348,0.09387139,-0.27973935,-0.027985629,-0.12926638
Scaf8,-0.7198398,-0.4833376,-0.31574368,-0.31926766,-0.3461383,-0.32340568,0.002743736,-0.2537517,0.03713855,-0.13428847,-0.48380506,-0.26432765,-0.1307621,-0.1633053,0.0117186215,-0.23313953,-0.031207155,0.042256117,0.008005878,-0.019614896
Scamp1,-0.038711082,0.26455396,-0.056316603,0.28705227,-0.34728697,0.26138988,-0.091125876,0.20008186,0.49215853,-0.10978546,-0.461596,0.16398965,0.12503889,-0.29553112,0.31084168,-0.15651846,0.20744224,0.068312265,0.1894408,0.08642307
Scamp2,0.06312617,0.26545057,0.06312617,0.26545057,0.15585266,0.37652072,0.47040546,0.44152987,0.17810687,0.17935602,0.24460089,-0.094462834,0.24460089,-0.094462834,0.030398253,0.33972192,0.030398253,0.33972192,0.06312617,0.26545057
Scamp3,0.07333028,-0.33443442,0.07333028,-0.33443442,0.20323117,-0.47630242,0.25660375,-0.49993023,0.25660375,-0.49993023,0.25660375,-0.49993023,0.25660375,-0.49993023,0.25660375,-0.49993023,0.07333028,-0.33443442,0.25660375,-0.49993023
