training_node.csvsource,target,Input
Foxo4,Cdk6,High
Foxo4,Cfdp1,High
Foxo4,Ckb,High
Foxo4,Cnppd1,High
Foxo4,Crebl2,High
Foxo4,Ctsf,High
Foxo4,Dcaf11,High
Foxo4,Dhx40,High
Foxo4,Ep300,High
Foxo4,Fggy,High
Foxo4,Foxn3,High
Foxo4,Frg1Hp,High
Foxo4,Gpr146,High
Foxo4,Hexim2,High
Foxo4,Hgd,High
Foxo4,Hibadh,High
Foxo4,Hnf1A,High
Foxo4,Hoxa4,High
Foxo4,Ift140,High
Foxo4,Ing1,High
Foxo4,Jade2,High
Foxo4,Jup,High
Foxo4,Kcnip2-As1,High
Foxo4,Klhl21,High
Foxo4,Linc01619,High
Foxo4,Llgl2,High
Foxo4,Mixl1,High
Foxo4,Mns1,High
Foxo4,Mrps14,High
Foxo4,Mtmr14,High
Foxo4,Ndufv1,High
Foxo4,Nrsn2-As1,High
Foxo4,Panx2,High
Foxo4,Pigv,High
Foxo4,Pitx2,High
Foxo4,Plec,High
Foxo4,Ppox,High
Foxo4,Pros1,High
Foxo4,Rab5B,High
Foxo4,Rbl2,High
Foxo4,Rmnd5A,High
Foxo4,Rnf20,High
Foxo4,Rnf26,High
Foxo4,Satb2,High
Foxo4,Serpinf2,High
Foxo4,Sh3Kbp1,High
Foxo4,Slc35D1,High
Foxo4,Slc43A1,High
Foxo4,Sox12,High
Foxo4,Supt4H1,High
Foxo4,Tbc1D4,High
Foxo4,Tcf7,High
Foxo4,Tfdp2,High
Foxo4,Thtpa,High
Foxo4,Tmbim6,High
Foxo4,Tmem140,High
Foxo4,Tmem192,High
Foxo4,Tnrc18,High
Foxo4,Tprg1L,High
Foxo4,Tspan8,High
Foxo4,Tuba4B,High
Foxo4,Ubb,High
Foxo4,Ubl7,High
Foxo4,Vsig10,High
Foxo4,Yipf4,High
Foxo4,Zhx1,High
Foxo4,Znf219,High
Foxo4,Cps1,High
Foxo4,Ldb1,High
Foxo4,Wdr81,High
Foxo4,Agbl5,High
Foxo4,Cdh2,High
Foxo4,Cpe,High
Foxo4,Hebp2,High
Foxo4,Tbcel,High
Foxo4,Ypel1,High
Foxo4,Ctdsp2,High
Foxo4,Arrb1,High
Foxo4,Cars2,High
Foxo4,Nars2,High
Foxo4,Klhdc3,High
Foxo4,Ppt2,High
Foxo4,Depdc5,High
Foxo4,Fam161A,High
Foxo4,Ndrg3,High
Foxo4,Akt2,High
Foxo4,Apoh,High
Foxo4,Arhgap35,High
Foxo4,Etv2,High
Foxo4,Ube2H,High
Foxo4,Angel1,High
Foxo4,Arrdc4,High
Foxo4,C11Orf68,High
Foxo4,Cacfd1,High
Foxo4,Ccnf,High
Foxo4,Clcn5,High
Foxo4,Cox7A2L,High
Foxo4,Hdgf,High
Foxo4,Klhdc10,High
Foxo4,Klhl24,High
Foxo4,Lrrc4,High
Foxo4,Lsm14B,High
Foxo4,Lyrm1,High
Foxo4,Nedd4,High
Foxo4,Oxt,High
Foxo4,Prkacb,High
Foxo4,Ptpn9,High
Foxo4,Rhobtb2,High
Foxo4,Sh3D19,High
Foxo4,Sybu,High
Foxo4,Bsn,High
Foxo4,Stat6,High
Foxo4,Fam168A,High
Foxo4,Cobl,High
Foxp2,Arhgef26,High
Foxp2,Bdh2,High
Foxp2,Cdc14B,High
Foxp2,Deptor,High
Foxp2,Dmd,High
Foxp2,Fam13A,High
Foxp2,Fmr1,High
Foxp2,Gas2,High
Foxp2,Grb14,High
Foxp2,Hmgb1,High
Foxp2,Magi1,High
Foxp2,Mxi1,High
Foxp2,Nadk2,High
Foxp2,Nr1D2,High
Foxp2,Rab37,High
Foxp2,Rad54B,High
Foxp2,Rbl2,High
Foxp2,Slc12A6,High
Foxp2,Spsb3,High
Foxp2,Tet2,High
Foxp2,Tnrc6B,High
Foxp2,Zbtb10,High
Foxp2,Zbtb20,High
Foxp2,Znf385B,High
Foxp2,A1Cf,High
Foxp2,Crebrf,High
Foxp2,Dusp10,High
Foxp2,Grb7,High
Foxp2,Hibadh,High
Foxp2,Nckap5,High
Foxp2,Nxpe4,High
Foxp2,Rhobtb3,High
Foxp2,Slc34A3,High
Foxp2,Zbtb18,High
Foxp2,Ccdc68,High
Foxp2,Cdh2,High
Foxp2,Fgd4,High
Foxp2,Jmjd1C,High
Foxp2,Klhdc2,High
Foxp2,Slc22A9,High
Foxp2,Ugt2B15,High
Foxp2,Acsl1,High
Foxp2,Ak3,High
Foxp2,Ak4,High
Foxp2,Ank2,High
Foxp2,Apom,High
Foxp2,Arg1,High
Foxp2,Armcx4,High
Foxp2,Atg14,High
Foxp2,Auh,High
Foxp2,Baz2B,High
Foxp2,Bcas3,High
Foxp2,Bcl2L11,High
Foxp2,Btbd8,High
Foxp2,Cables1,High
Foxp2,Ccdc170,High
Foxp2,Cd109,High
Foxp2,Cept1,High
Foxp2,Clk4,High
Foxp2,Cnnm3,High
Foxp2,Cps1,High
Foxp2,Crbn,High
Foxp2,Dcaf11,High
Foxp2,Ddc,High
Foxp2,Dst,High
Foxp2,Esrrg,High
Foxp2,Evx1,High
Foxp2,Fam162A,High
Foxp2,Folh1B,High
Foxp2,Frat1,High
Foxp2,Glul,High
Foxp2,Gpr137C,High
Foxp2,Gpr146,High
Foxp2,Hgd,High
Foxp2,Il11Ra,High
Foxp2,Il22Ra1,High
Foxp2,Jmy,High
Foxp2,Jup,High
Foxp2,Kcnj13,High
Foxp2,Kif25,High
Foxp2,Kiz,High
Foxp2,Klf9,High
Foxp2,Linc00261,High
Foxp2,Linc00310,High
Foxp2,Linc01010,High
Foxp2,Ltbp1,High
Foxp2,Map3K7Cl,High
Foxp2,Mast4,High
Foxp2,Mlip,High
Foxp2,Msra,High
Foxp2,Myt1,High
Foxp2,Nfatc2,High
Foxp2,Ngef,High
Foxp2,Nr5A2,High
Foxp2,Osbpl6,High
Foxp2,Pan3,High
Foxp2,Panx2,High
Foxp2,Phf3,High
Foxp2,Piwil2,High
Foxp2,Plekha6,High
Foxp2,Plekhm3,High
Foxp2,Pllp,High
Foxp2,Plpp3,High
Foxp2,Ppox,High
Foxp2,Prlr,High
Foxp2,Psd3,High
Foxp2,Ptbp2,High
Foxp2,Rab40B,High
Foxp2,Rassf6,High
Foxp2,Rbp4,High
Foxp2,Rcan3,High
Foxp2,Rcc1,High
Foxp2,Rhobtb1,High
Foxp2,Rmnd5A,High
Foxp2,Rnf38,High
Foxp2,Rreb1,High
Foxp2,Sec16B,High
Foxp2,Sema4G,High
Foxp2,Sema5B,High
Foxp2,Serpind1,High
Foxp2,Sh3Bgr,High
Foxp2,Sh3Rf2,High
Foxp2,Slc37A4,High
Foxp2,Smap2,High
Foxp2,Smg1,High
Foxp2,Sod1,High
Foxp2,Spats2L,High
Foxp2,Sybu,High
Foxp2,Tbc1D4,High
Foxp2,Tesk2,High
Foxp2,Tfdp2,High
Foxp2,Tsc1,High
Foxp2,Tshz1,High
Foxp2,Ttc36,High
Foxp2,Ttc8,High
Foxp2,Txnip,High
Foxp2,Ypel3,High
Foxp2,Znf395,High
Foxp2,Anxa9,High
Foxp2,Arhgap32,High
Foxp2,Cdk19,High
Foxp2,Chad,High
Foxp2,Cyth1,High
Foxp2,Echdc3,High
Foxp2,Ecm2,High
Foxp2,Exph5,High
Foxp2,G6Pc2,High
Foxp2,Hpgd,High
Foxp2,Irs1,High
Foxp2,Kcnj8,High
Foxp2,Kcnma1-As1,High
Foxp2,L3Mbtl3,High
Foxp2,Micu1,High
Foxp2,Myo16,High
Foxp2,Nr3C1,High
Foxp2,Plekha5,High
Foxp2,Pmch,High
Foxp2,Aadacp1,High
Foxp2,Atxn7,High
Foxp2,Cyp2C8,High
Foxp2,Cyp3A43,High
Foxp2,Dapk1,High
Foxp2,Elmo1,High
Foxp2,Fabp1,High
Foxp2,Fkbp8,High
Foxp2,Kiaa1217,High
Foxp2,Kng1,High
Foxp2,Lcat,High
Foxp2,Tnfsf4,High
Foxp2,Zer1,High
Foxp2,Helz,High
Foxp2,Klhl24,High
Foxp2,Nr3C2,High
Foxp2,Ahsg,High
Foxp2,Bdnf,High
Foxp2,Dcps,High
Foxp2,Med13,High
Foxp2,Mettl17,High
Foxp2,Mylk,High
Foxp2,Pogz,High
Foxp2,Cdh9,High
Foxp2,Sox6,High
Foxp2,Acadm,High
Foxp2,Angel1,High
Foxp2,Angptl3,High
Foxp2,Anxa10,High
Foxp2,Ccnb1Ip1,High
Foxp2,Chn2,High
Foxp2,Cmya5,High
Foxp2,Dcun1D4,High
Foxp2,Efhd1,High
Foxp2,Epb41L4B,High
Foxp2,Ikzf5,High
Foxp2,Klkb1,High
Foxp2,Nat1,High
Foxp2,Ttc21B,High
Foxp2,Fbxl20,High
Foxp2,Micu3,High
Foxp2,Tcea3,High
Foxp2,Ypel1,High
Foxp2,C10Orf71,High
Foxp2,Clcn5,High
Foxp2,Cyp2J2,High
Foxp2,Gjb1,High
Foxp2,Ift46,High
Foxp2,Rad54L2,High
Foxp2,Rnf125,High
Foxp2,Slc38A4,High
Foxp2,Cep128,High
Foxp2,Ptk2B,High
Foxp2,Znf487,High
Foxp2,Or13C4,High
Foxp2,Slc4A4,High
Foxp2,Arhgap20,High
Foxp2,Arid4A,High
Foxp2,Cntln,High
Foxp2,Cobll1,High
Foxp2,Dhtkd1,High
Foxp2,Gper1,High
Foxp2,Idnk,High
Foxp2,Klhl20,High
Foxp2,Mettl7A,High
Foxp2,Mpdz,High
Foxp2,Myh4,High
Foxp2,Nrg1,High
Foxp2,Pygl,High
Foxp2,Rundc3B,High
Foxp2,Smarca1,High
Foxp2,Smim19,High
Foxp2,Acss2,High
Foxp2,Bco2,High
Foxp2,Cald1,High
Foxp2,Ccdc106,High
Foxp2,Crls1,High
Foxp2,Gadd45A,High
Foxp2,Hbe1,High
Foxp2,Hhip-As1,High
Foxp2,Igsf1,High
Foxp2,Lins1,High
Foxp2,Mfsd8,High
Foxp2,Nynrin,High
Foxp2,Per2,High
Foxp2,Pigv,High
Foxp2,Ppp1R9A,High
Foxp2,Rorc,High
Foxp2,Slc13A2,High
Foxp2,Tekt1,High
Foxp2,Tex264,High
Foxp2,Tle1,High
Foxp2,Znf250,High
Foxp2,Fzd4,High
Foxp2,Itgb7,High
Foxp2,Taf15,High
Foxp2,Cxxc4,High
Foxp2,Dcaf6,High
Foxp2,Dhrs12,High
Foxp2,Enpp1,High
Foxp2,Klhdc9,High
Foxp2,L3Mbtl4,High
Foxp2,Pcolce,High
Foxp2,Syne1,High
Foxp2,Tmem256,High
Foxp2,Tnrc6A,High
Foxp2,Xrn1,High
Foxp2,Zc3H6,High
Foxp2,Atp6V0E2,High
Foxp2,Atxn1,High
Foxp2,Dact3-As1,High
Foxp2,Epb41L5,High
Foxp2,Erich6,High
Foxp2,Greb1,High
Foxp2,Mest,High
Foxp2,Neil1,High
Foxp2,Sh3D19,High
Foxp2,Sorbs3,High
Foxp2,Vps13A-As1,High
Foxp2,Ano1,High
Foxp2,Brca1,High
Foxp2,Dpp6,High
Foxp2,Fat4,High
Foxp2,Lalba,High
Foxp2,Lnx1,High
Foxp2,Nudt4,High
Foxp2,Palm3,High
Foxp2,Sptlc3,High
Foxp2,Stk38L,High
Foxp2,Tmem192,High
Foxp2,Emilin3,High
Foxp2,Hottip,High
Foxp2,Sesn1,High
Foxp2,Amotl2,High
Foxp2,Fermt2,High
Foxp2,Ifit1,High
Foxp2,Lrp1B,High
Foxp2,Slc24A1,High
Foxp2,Aff3,High
Foxp2,Alpk2,High
Foxp2,Ar,High
Foxp2,Copz2,High
Foxp2,Kiaa1328,High
Foxp2,Patz1,High
Foxp2,Pla2G12B,High
Foxp2,Prox1,High
Foxp2,Sun1,High
Foxq1,Btg1,High
Foxq1,Ddit4,High
Foxq1,Mxd1,High
Foxq1,Tiparp,High
Foxq1,Junb,High
Foxq1,Arg2,High
Foxq1,Chac1,High
Foxq1,Efna1,High
Foxq1,Cbx4,High
Foxq1,Nfil3,High
Foxq1,Rab3A,High
Foxq1,Trib1,High
Foxq1,Cited2,High
Foxq1,Id2,High
Foxq1,Osm,High
Foxq1,Nkx2-5,High
Foxq1,Cd55,High
Foxq1,Cga,High
Foxq1,Csf3R,High
Foxq1,Cxcr4,High
Foxq1,Foxo1,High
Foxq1,Gramd4,High
Foxq1,Kcnj8,High
Foxq1,Klf4,High
Foxq1,Lox,High
Foxq1,Map3K8,High
Foxq1,Ndel1,High
Foxq1,Npbwr1,High
Foxq1,Pde4D,High
Foxq1,Slc16A3,High
Foxq1,Tsc22D3,High
Foxq1,Ubald1,High
Foxq1,Ubxn10,High
Foxq1,Zfhx3,High
Foxq1,Banp,High
Foxq1,Bpifa4P,High
Foxq1,Ier3,High
Foxq1,Klf5,High
Foxq1,Plch1,High
Foxq1,Ptp4A1,High
Foxq1,Zfat,High
Gabpa,Borcs7,High
Gabpa,Brox,High
Gabpa,Cggbp1,High
Gabpa,Fubp3,High
Gabpa,Gtf2A1,High
Gabpa,Klhl28,High
Gabpa,Lyrm7,High
Gabpa,Mib1,High
Gabpa,Nudt12,High
Gabpa,Ppip5K2,High
Gabpa,Ppp4R3B,High
Gabpa,Prkacb,High
Gabpa,Scoc,High
Gabpa,Synj2Bp,High
Gabpa,Yipf4,High
Gabpa,Zbtb6,High
Gabpa,Dpy19L4,High
Gabpa,Actr6,High
Gabpa,Arfip1,High
Gabpa,Atg4C,High
Gabpa,Caap1,High
Gabpa,Ccdc126,High
Gabpa,Fam172A,High
Gabpa,Fancf,High
Gabpa,Lamtor3,High
Gabpa,Lmbrd2,High
Gabpa,Lztfl1,High
Gabpa,Map4K3,High
Gabpa,Norad,High
Gabpa,Nxt2,High
Gabpa,Ppid,High
Gabpa,Rab11Fip2,High
Gabpa,Sdhd,High
Gabpa,Slain2,High
Gabpa,Snx16,High
Gabpa,Spopl,High
Gabpa,Suds3,High
Gabpa,Thap1,High
Gabpa,Thap5,High
Gabpa,Thap6,High
Gabpa,Tmem68,High
Gabpa,Trappc6B,High
Gabpa,Trmt10A,High
Gabpa,Uhmk1,High
Gabpa,Utp23,High
Gabpa,Wasl,High
Gabpa,Bmi1,High
Gabpa,Tmem30A,High
Gabpa,Ubl3,High
Gabpa,Zbtb41,High
Gabpa,Znf322,High
Gabpa,Casd1,High
Gabpa,Chd9,High
Gabpa,Cmtr2,High
Gabpa,Dlg1,High
Gabpa,Gmcl1,High
Gabpa,Mzt1,High
Gabpa,Armt1,High
Gabpa,Yy1,High
Gabpa,Akap11,High
Gabpa,Arl6Ip6,High
Gabpa,Asb7,High
Gabpa,Fgd5-As1,High
Gabpa,Trmt1L,High
Gabpa,Carnmt1,High
Gabpa,Pum2,High
Gabpa,Nek7,High
Gabpa,Phf6,High
Gabpa,Pum1,High
Gabpa,Fbxl3,High
Gabpa,Mbnl1,High
Gabpa,Nab1,High
Gabpa,Osbpl8,High
Gabpa,Pura,High
Gabpa,Trim2,High
Gabpa,Krcc1,High
Gabpa,Arhgap5,High
Gabpa,Ttc33,High
Gabpa,Zhx1,High
Gabpa,Fbxl17,High
Gabpa,Srp9,High
Gabpa,Tshz1,High
Gabpa,Cnot4,High
Gabpa,Rab14,High
Gabpa,Trub1,High
Gabpa,Dcun1D1,High
Gabpa,Naa30,High
Gata1,Camp,High
Gata1,Cela1,High
Gata1,Cela3A,High
Gata1,Hs3St5,High
Gata1,Kcnh2,High
Gata1,Pnliprp1,High
Gata1,Rhce,High
Gata1,Krt1,High
Gata1,Cmtm5,High
Gata1,E2F2,High
Gata1,Myb,High
Gata1,Ankle1,High
Gata1,Ctse,High
Gata1,Gp2,High
Gata1,Prss2,High
Gata1,Vsig1,High
Gata1,Cpa2,High
Gata1,Gypc,High
Gata1,Hbe1,High
Gata1,Lhx8,High
Gata1,Pdcd4-As1,High
Gata1,Sftpc,High
Gata1,Alx1,High
Gata1,Cxcl2,High
Gata1,Hoxc13,High
Gata1,Syt4,High
Gata1,Linc00858,High
Gata1,Crybb2,High
Gata1,Il1Rapl1,High
Gata1,Luzp2,High
Gata1,C9Orf131,High
Gata1,Plppr3,High
Gata1,Muc15,High
Gata1,Wnt8B,High
Gata1,Rhov,High
Gata1,Cdx4,High
Gata1,Lce1E,High
Gata1,Gja10,High
Gata1,Nlrp13,High
Gata1,Odam,High
Gata1,Pramef12,High
Gata1,Tgm5,High
Gata1,Spdef,High
Gata1,Mt1G,High
Gata1,Dpf1,High
Gata1,Btbd18,High
Gata1,Lrp2,High
Gata1,Mgat3,High
Gata1,Pik3Cd-As1,High
Gata1,Prkxp1,High
Gata1,Rfesd,High
Gata1,Sprr4,High
Gata1,Tspan5,High
Gata1,Ypel4,High
Gata1,Crygd,High
Gata1,Ndufa4L2,High
Gata1,Casc16,High
Gata1,Gxylt2,High
Gata1,Elk2Ap,High
Gata1,Ahsp,High
Gata1,Gypb,High
Gata1,Hbb,High
Gata1,Hbd,High
Gata1,Hbg2,High
Gata1,Hepacam2,High
Gata1,Ltf,High
Gata1,Ly6G6C,High
Gata1,Tmcc2,High
Gata1,Tspo2,High
Gata1,Sptb,High
Gata1,Snca,High
Gata1,Ctsg,High
Gata1,Clc,High
Gata2,Klf2,High
Gata2,Lgi2,High
Gata2,Ntrk3,High
Gata2,Prdm16,High
Gata2,Tbx2,High
Gata2,Pcyt1B,High
Gata2,Adgrg1,High
Gata3,Apobec3C,High
Gata3,Ccnjl,High
Gata3,Gna14,High
Gata3,Lypd6B,High
Gata3,Mef2C,High
Gata3,Msc,High
Gata3,Nr2F1,High
Gata3,Pygm,High
Gata3,Snca,High
Gata3,Tmc8,High
Gata3,Zeb2,High
Gata3,Mgarp,High
Gata3,Lypd3,High
Gata3,Ankrd20A11P,High
Gata3,Apba2,High
Gata3,Cftr,High
Gata3,Cysltr2,High
Gata3,Dgkk,High
Gata3,Ephb3,High
Gata3,Gata1,High
Gata3,Gata2,High
Gata3,Hoxc4,High
Gata3,Hoxc6,High
Gata3,Krt79,High
Gata3,Linc01504,High
Gata3,P2Ry10,High
Gata3,Sema6D,High
Gata3,Spink5,High
Gata3,Znf462,High
Gata4,Fam222A,High
Gata4,Mid1Ip1,High
Gata4,Zcchc14,High
Gata4,Cymp,High
Gata4,Cyp1B1,High
Gata4,Dusp9,High
Gata4,Nr5A2,High
Gata4,Snx22,High
Gata4,Trim69,High
Gata4,Steap3,High
Gata4,Ap4S1,High
Gata4,Batf3,High
Gata4,Cdc42Ep1,High
Gata4,Cga,High
Gata4,Dennd4A,High
Gata4,Dusp14,High
Gata4,Efhd2,High
Gata4,Efnb2,High
Gata4,Eri3,High
Gata4,Fam89A,High
Gata4,Gad1,High
Gata4,Homer1,High
Gata4,Hoxc4,High
Gata4,Kcnk16,High
Gata4,Lhx2,High
Gata4,Linc00865,High
Gata4,Ndst1,High
Gata4,Nufip2,High
Gata4,Rcan1,High
Gata4,Sall2,High
Gata4,Shb,High
Gata4,Slain1,High
Gata4,Spata13,High
Gata4,St3Gal4,High
Gata4,Ston2,High
Gata4,Strn3,High
Gata4,Trim8,High
Gata4,Tjp2,High
Gata4,Kiaa0040,High
Gata4,Tcf7L2,High
Gata4,Znrf2,High
Gata4,Kras,High
Gata6,Adm,High
Gata6,Lats2,High
Gata6,Rnf19A,High
Gata6,Srf,High
Gata6,Rhou,High
Gata6,Abl1,High
Gata6,Amotl2,High
Gata6,Angptl4,High
Gata6,Areg,High
Gata6,Arrdc2,High
Gata6,Atp1B3,High
Gata6,Cbx8,High
Gata6,Cdk17,High
Gata6,Cdkn1A,High
Gata6,Cdkn1C,High
Gata6,Chsy1,High
Gata6,Cited2,High
Gata6,Ddit4,High
Gata6,Ell,High
Gata6,Eva1C,High
Gata6,Ezr,High
Gata6,F3,High
Gata6,Flvcr2,High
Gata6,Fosl2,High
Gata6,Fstl3,High
Gata6,Gfpt2,High
Gata6,Hbegf,High
Gata6,Heca,High
Gata6,Hey1,High
Gata6,Hr,High
Gata6,Id4,High
Gata6,Ifrd1,High
Gata6,Itprip,High
Gata6,Jade1,High
Gata6,Josd1,High
Gata6,Jund,High
Gata6,Kank1,High
Gata6,Klf5,High
Gata6,Klf6,High
Gata6,Lox,High
Gata6,Map1B,High
Gata6,Mef2D,High
Gata6,Nfatc1,High
Gata6,Nppc,High
Gata6,Pde4D,High
Gata6,Peli2,High
Gata6,Pfkfb3,High
Gata6,Pkdcc,High
Gata6,Rgcc,High
Gata6,Rhob,High
Gata6,Rora,High
Gata6,Rtn4R,High
Gata6,Rybp,High
Gata6,S1Pr3,High
Gata6,Setbp1,High
Gata6,Slc7A5,High
Gata6,Smyd2,High
Gata6,Snai1,High
Gata6,Sorbs1,High
Gata6,Spry2,High
Gata6,Spry4,High
Gata6,Tagln,High
Gata6,Tle1,High
Gata6,Tp53Bp2,High
Gata6,Tpm4,High
Gata6,Trnp1,High
Gata6,Tsc22D2,High
Gata6,Ubald1,High
Gata6,Wee1,High
Gata6,Zfand5,High
Gata6,Zfp36,High
Gata6,Adamts9,High
Gata6,Ankrd33B,High
Gata6,Atoh8,High
Gata6,Bmp2,High
Gata6,C8Orf88,High
Gata6,Cdk14,High
Gata6,Cdk9,High
Gata6,Creb5,High
Gata6,Crim1,High
Gata6,Crip2,High
Gata6,Dusp16,High
Gata6,Fendrr,High
Gata6,Foxq1,High
Gata6,Gadd45B,High
Gata6,Gfod2,High
Gata6,Golga7B,High
Gata6,Gpat3,High
Gata6,Grk5,High
Gata6,Gsn,High
Gata6,Has1,High
Gata6,Hilpda,High
Gata6,Hoxa7,High
Gata6,Hpcal1,High
Gata6,Insig1,High
Gata6,Irs2,High
Gata6,Jun,High
Gata6,Mcl1,High
Gata6,Meis3,High
Gata6,Myl3,High
Gata6,Nfil3,High
Gata6,Nudt4,High
Gata6,Ovol1,High
Gata6,Pcsk5,High
Gata6,Pde4A,High
Gata6,Pdgfa,High
Gata6,Ptgis,High
Gata6,Ric8B,High
Gata6,Tgfbi,High
Gata6,Tgif2,High
Gata6,Trib1,High
Gata6,Tsc22D3,High
Gata6,Ugcg,High
Gata6,Zfp36L2,High
Gata6,C1Ql1,High
Gata6,Cebpb,High
Gata6,Dusp6,High
Gata6,Dusp8,High
Gata6,Foxo1,High
Gata6,Iglon5,High
Gata6,Nfkbia,High
Gata6,Ubald2,High
Gata6,C1Qtnf1,High
Gata6,Efna1,High
Gata6,Gprc5A,High
Gata6,Gulp1,High
Gata6,Inpp1,High
Gata6,Klf9,High
Gata6,Metrnl,High
Gata6,Nexn,High
Gata6,Otx1,High
Gata6,Per1,High
Gata6,Ppp1Cb,High
Gata6,Sybu,High
Gata6,Tanc1,High
Gata6,Tns1,High
Gata6,Arsj,High
Gata6,Clec2B,High
Gata6,Ednrb,High
Gata6,Fam107A,High
Gata6,Fam167A,High
Gata6,Fgf23,High
Gata6,Gabarapl1,High
Gata6,Gldn,High
Gata6,Gpc1,High
Gata6,Hnf1B,High
Gata6,Il1Rl1,High
Gata6,Kdm3A,High
Gata6,Leap2,High
Gata6,Lgals4,High
Gata6,Nppb,High
Gata6,Nt5C3A,High
Gata6,Ovol1-As1,High
Gata6,Plekhg1,High
Gata6,Rnd3,High
Gata6,Sox9,High
Gata6,Spef1,High
Gata6,Stc1,High
Gata6,Tmem263,High
Gata6,Vps37B,High
Gata6,Avpi1,High
Gata6,Coro1C,High
Gata6,Sox4,High
Gbx1,Kcnq1Dn,High
Gbx1,Ccdc33,High
Gbx1,Fibcd1,High
Gbx1,Hs3St5,High
Gbx1,Krt74,High
Gbx1,Krt9,High
Gbx1,Onecut3,High
Gbx1,Ush1G,High
Gbx1,Uts2R,High
Gbx1,Gdf5,High
Gbx1,Neurog1,High
Gbx1,Pth2,High
Gbx1,Rax2,High
Gbx1,Ttll10,High
Gbx1,Zdhhc22,High
Gbx1,Znrf4,High
Gbx1,Asb10,High
Gbx1,Casc16,High
Gbx1,Ccdc182,High
Gbx1,Chat,High
Gbx1,Dlx2,High
Gbx1,Linc01210,High
Gbx1,S100A5,High
Gbx1,Dlx6,High
Gbx1,Dpf1,High
Gbx1,Evx1,High
Gbx1,Igf2Bp1,High
Gli1,Chd3,High
Gli1,Col1A1,High
Gli1,Lama5,High
Gli1,Lrrc74A,High
Gli1,Mmel1,High
Gli1,Thy1,High
Gli1,Wipf3,High
Gli1,Dpep1,High
Gli1,Fermt1,High
Gli1,Fgf11,High
Gli1,Hoxa10,High
Gli1,Lsmem2,High
Gli1,Nanos3,High
Gli1,Sftpc,High
Gli1,Znf385A,High
Gli2,Cd248,High
Gli2,Nav3,High
Gli2,Thy1,High
Gli2,Extl1,High
Gli2,Ntrk3-As1,High
Gli2,Acta2,High
Gli2,Alpk2,High
Gli2,Col10A1,High
Gli2,Col16A1,High
Gli2,Gli1,High
Gli2,Grid1,High
Gli2,Gsg1L,High
Gli2,Mfap2,High
Gli2,Rhbdf1,High
Gli2,Tgfb2,High
Gli2,C16Orf74,High
Gli2,Dpep1,High
Gli2,Glis2,High
Gli2,Gpc3,High
Gli2,Moxd1,High
Gli2,Paqr5,High
Gli2,Wipf3,High
Glis2,Calb2,High
Glis2,Fblim1,High
Glis2,Fbxl16,High
Glis2,Fzd2,High
Glis2,Git1,High
Glis2,Gli1,High
Glis2,Mmel1,High
Glis2,Rhbdf1,High
Glis3,Pi15,High
Glis3,Slc4A7,High
Gmeb1,Cdc42Se1,High
Gmeb1,Kxd1,High
Gmeb1,Nat10,High
Gmeb1,Ptpn12,High
Gmeb1,Sacs,High
Gmeb1,Wipf2,High
Gmeb2,Abhd11,High
Gmeb2,Acd,High
Gmeb2,Acot9,High
Gmeb2,Actr1B,High
Gmeb2,Actr3B,High
Gmeb2,Adnp2,High
Gmeb2,Adpgk,High
Gmeb2,Agtpbp1,High
Gmeb2,Akap8,High
Gmeb2,Akirin1,High
Gmeb2,Alkbh5,High
Gmeb2,Amz1,High
Gmeb2,Ankrd11,High
Gmeb2,Ankrd9,High
Gmeb2,Ap1M1,High
Gmeb2,Ap4M1,High
Gmeb2,Apex2,High
Gmeb2,Aptx,High
Gmeb2,Arf1,High
Gmeb2,Arfgap1,High
Gmeb2,Arfip2,High
Gmeb2,Arg2,High
Gmeb2,Arglu1,High
Gmeb2,Arhgdia,High
Gmeb2,Arhgef16,High
Gmeb2,Arrdc2,High
Gmeb2,Asphd1,High
Gmeb2,Atad3A,High
Gmeb2,Atg2A,High
Gmeb2,Atoh8,High
Gmeb2,Atp11A,High
Gmeb2,Atp6V0A1,High
Gmeb2,Atxn2L,High
Gmeb2,B4Galt3,High
Gmeb2,Bag5,High
Gmeb2,Baz1A,High
Gmeb2,Bbc3,High
Gmeb2,Bcl2L2,High
Gmeb2,Bcl6,High
Gmeb2,Bex2,High
Gmeb2,Bod1,High
Gmeb2,Brd2,High
Gmeb2,Btbd9,High
Gmeb2,C1Orf94,High
Gmeb2,C21Orf91,High
Gmeb2,Cacna1D,High
Gmeb2,Camsap2,High
Gmeb2,Camta2,High
Gmeb2,Capn15,High
Gmeb2,Casc3,High
Gmeb2,Casp9,High
Gmeb2,Cast,High
Gmeb2,Cc2D1B,High
Gmeb2,Ccdc107,High
Gmeb2,Ccdc174,High
Gmeb2,Ccdc71L,High
Gmeb2,Ccnl2,High
Gmeb2,Cd2Ap,High
Gmeb2,Cd2Bp2,High
Gmeb2,Cdc34,High
Gmeb2,Cdc37,High
Gmeb2,Cdc37L1,High
Gmeb2,Cdc42Se1,High
Gmeb2,Cdip1,High
Gmeb2,Cdipt,High
Gmeb2,Cebpg,High
Gmeb2,Cep170B,High
Gmeb2,Cerk,High
Gmeb2,Chd1,High
Gmeb2,Chd5,High
Gmeb2,Chd7,High
Gmeb2,Chpf,High
Gmeb2,Chsy1,High
Gmeb2,Chtop,High
Gmeb2,Cib1,High
Gmeb2,Clasp1,High
