training_node.csvsource,target,Input
Znf143,Zfand1,High
Znf143,Znf526,High
Znf143,Aen,High
Znf143,Creb3L2,High
Znf143,Larp1B,High
Znf143,Map3K9,High
Znf143,Pitpnc1,High
Znf143,Spop,High
Znf143,Fkbp4,High
Znf143,Thoc6,High
Znf143,Lcorl,High
Znf143,Nlk,High
Znf143,Wrnip1,High
Znf143,Abcf2,High
Znf143,Ablim2,High
Znf143,Ado,High
Znf143,Ahctf1,High
Znf143,Amd1,High
Znf143,Apba3,High
Znf143,Atl3,High
Znf143,Aup1,High
Znf143,Bet1,High
Znf143,Brd8,High
Znf143,Bub3,High
Znf143,C12Orf29,High
Znf143,C1Orf109,High
Znf143,Cant1,High
Znf143,Capn15,High
Znf143,Casc16,High
Znf143,Cbll1,High
Znf143,Cct8,High
Znf143,Cdc26,High
Znf143,Cdk8,High
Znf143,Cend1,High
Znf143,Cep97,High
Znf143,Cfdp1,High
Znf143,Cldn12,High
Znf143,Cldnd1,High
Znf143,Cnot4,High
Znf143,Cnpy2,High
Znf143,Csnk2A1,High
Znf143,Csrnp2,High
Znf143,Cystm1,High
Znf143,Dazap1,High
Znf143,Ddit3,High
Znf143,Ddx49,High
Znf143,Dguok,High
Znf143,Dnajb2,High
Znf143,Dnajc10,High
Znf143,Dqx1,High
Znf143,Dtx2,High
Znf143,Eif3H,High
Znf143,Eif5B,High
Znf143,Emsy,High
Znf143,Fam107B,High
Znf143,Fam53C,High
Znf143,Fancb,High
Znf143,Fancg,High
Znf143,Fbf1,High
Znf143,Fbxl19,High
Znf143,Fbxl19-As1,High
Znf143,Fbxw11,High
Znf143,Fem1A,High
Znf143,Ggps1,High
Znf143,Gmppa,High
Znf143,Grwd1,High
Znf143,Gsk3A,High
Znf143,Haus6,High
Znf143,Hmbox1,High
Znf143,Hscb,High
Znf143,Hsp90B1,High
Znf143,Hspa13,High
Znf143,Hsph1,High
Znf143,Insig2,High
Znf143,Invs,High
Znf143,Ipo7,High
Znf143,Isg20L2,High
Znf143,Itpr1,High
Znf143,Lmnb2,High
Znf143,Lypd5,High
Znf143,Lysmd1,High
Znf143,Lysmd2,High
Znf143,Mad2L1Bp,High
Znf143,Maf1,High
Znf143,Mus81,High
Znf143,Nde1,High
Znf143,Nlgn3,High
Znf143,Nos3,High
Znf143,Nprl2,High
Znf143,Orc4,High
Znf143,Pcm1,High
Znf143,Phf21A,High
Znf143,Phf23,High
Znf143,Polr3E,High
Znf143,Ppp2R5B,High
Znf143,Ppp4R3B,High
Znf143,Prpf31,High
Znf143,Ptdss2,High
Znf143,Ptpn23,High
Znf143,Pum1,High
Znf143,R3Hcc1L,High
Znf143,Rab29,High
Znf143,Rab30,High
Znf143,Rabggtb,High
Znf143,Rassf8,High
Znf143,Rdh10,High
Znf143,Rexo2,High
Znf143,Rnf10,High
Znf143,Rpl7,High
Znf143,Rps26,High
Znf143,Rufy3,High
Znf143,Sap30,High
Znf143,Sav1,High
Znf143,Scaf1,High
Znf143,Scaf11,High
Znf143,Sel1L,High
Znf143,Serbp1,High
Znf143,Sertad3,High
Znf143,Setmar,High
Znf143,Slc25A19,High
Znf143,Slc37A3,High
Znf143,Smim13,High
Znf143,Snx16,High
Znf143,Snx27,High
Znf143,Son,High
Znf143,Stau1,High
Znf143,Stk38,High
Znf143,Strn3,High
Znf143,Timm21,High
Znf143,Tmem186,High
Znf143,Tmem214,High
Znf143,Tmem43,High
Znf143,Tmem70,High
Znf143,Trafd1,High
Znf143,Tusc2,High
Znf143,Txlna,High
Znf143,Txndc9,High
Znf143,Usp16,High
Znf143,Vezt,High
Znf143,Vps50,High
Znf143,Wrap73,High
Znf143,Xpot,High
Znf143,Ywhag,High
Znf143,Zbtb7A,High
Znf143,Zfr,High
Znf143,Znf140,High
Znf143,Znf230,High
Znf143,Znf24,High
Znf143,Znf37A,High
Znf143,Znf574,High
Znf143,Abhd17C,High
Znf143,Acin1,High
Znf143,Adam10,High
Znf143,Adam17,High
Znf143,Adarb1,High
Znf143,Akt1S1,High
Znf143,Alg6,High
Znf143,Ap1S2,High
Znf143,Ap3S1,High
Znf143,Appl2,High
Znf143,Arcn1,High
Znf143,Arfip1,High
Znf143,Arfip2,High
Znf143,Arhgap5,High
Znf143,Armcx6,High
Znf143,Arpc4,High
Znf143,Arpc5L,High
Znf143,Ash1L,High
Znf143,Asnsd1,High
Znf143,Atf5,High
Znf143,Atg12,High
Znf143,Atg5,High
Znf143,Atp10D,High
Znf143,Atp13A1,High
Znf143,Atp6V1D,High
Znf143,Atp8B2,High
Znf143,Atr,High
Znf143,Banf1,High
Znf143,Bcl2L1,High
Znf143,Bdp1,High
Znf143,Bend3,High
Znf143,Blzf1,High
Znf143,Bms1,High
Znf143,Bod1L1,High
Znf143,Bpgm,High
Znf143,C18Orf25,High
Znf143,C2Orf49,High
Znf143,Camsap2,High
Znf143,Capza1,High
Znf143,Cask,High
Znf143,Cav2,High
Znf143,Cbx1,High
Znf143,Ccdc137,High
Znf143,Ccdc93,High
Znf143,Ccni,High
Znf143,Cct2,High
Znf143,Ccz1B,High
Znf143,Cd2Bp2,High
Znf143,Cdc42Ep2,High
Znf143,Cdkn2Aip,High
Znf143,Cdv3,High
Znf143,Cep112,High
Znf143,Cep350,High
Znf143,Cfap36,High
Znf143,Cggbp1,High
Znf143,Chmp5,High
Znf143,Ciz1,High
Znf143,Clock,High
Znf143,Cog3,High
Znf143,Col13A1,High
Znf143,Copb1,High
Znf143,Cops5,High
Znf143,Cpne1,High
Znf143,Cpsf2,High
Znf143,Crk,High
Znf143,Csnk1D,High
Znf143,Csnk1G1,High
Znf143,Csrp2,High
Znf143,Ctcf,High
Znf143,Cttnbp2Nl,High
Znf143,Cul4B,High
Znf143,Cycs,High
Znf143,Cyp1B1,High
Znf143,Daxx,High
Znf143,Dcaf12,High
Znf143,Ddx50,High
Znf143,Dedd2,High
Znf143,Derl3,High
Znf143,Dhx30,High
Znf143,Dhx34,High
Znf143,Dhx40,High
Znf143,Dlx6,High
Znf143,Dnaja1,High
Znf143,Dnajb6,High
Znf143,Dnajb9,High
Znf143,Dnajc7,High
Znf143,Dpy19L3,High
Znf143,Dtnbp1,High
Znf143,Dusp7,High
Znf143,Dynlrb2,High
Znf143,Dyrk1A,High
Znf143,E2F4,High
Znf143,Eif1Ad,High
Znf143,Eif2A,High
Znf143,Eif2B5,High
Znf143,Eif2S2,High
Znf143,Eif2S3,High
Znf143,Eif3M,High
Znf143,Eif4A2,High
Znf143,Eif4Enif1,High
Znf143,Eif4G3,High
Znf143,Elk4,High
Znf143,Elmod1,High
Znf143,Elof1,High
Znf143,Ercc6,High
Znf143,Erlec1,High
Znf143,Esco1,High
Znf143,Exoc2,High
Znf143,Ext1,High
Znf143,Faf2,High
Znf143,Fam120B,High
Znf143,Fam219A,High
Znf143,Fam223B,High
Znf143,Fam3C,High
Znf143,Fam89A,High
Znf143,Farp1,High
Znf143,Fastkd5,High
Znf143,Fbrs,High
Znf143,Fhl3,High
Znf143,Fkbp2,High
Znf143,Foxcut,High
Znf143,G3Bp1,High
Znf143,Gad1,High
Znf143,Gapvd1,High
Znf143,Gar1,High
Znf143,Gas2L3,High
Znf143,Gcc1,High
Znf143,Gdap2,High
Znf143,Gemin8,High
Znf143,Gga2,High
Znf143,Gid4,High
Znf143,Gigyf2,High
Znf143,Git1,High
Znf143,Gltp,High
Znf143,Gnai3,High
Znf143,Gpatch2L,High
Znf143,Gpr108,High
Znf143,Gpr4,High
Znf143,Gsx2,High
Znf143,Gtf2A2,High
Znf143,Gtf2H1,High
Znf143,Gzf1,High
Znf143,Hdlbp,High
Znf143,Hmga1,High
Znf143,Hnrnpc,High
Znf143,Hnrnpf,High
Znf143,Hnrnpu,High
Znf143,Hsp90Ab1,High
Znf143,Hspc324,High
Znf143,Hspd1,High
Znf143,Hspe1,High
Znf143,Ikbkg,High
Znf143,Il4I1,High
Znf143,Imp4,High
Znf143,Ing3,High
Znf143,Ino80B,High
Znf143,Irf2,High
Znf143,Itsn2,High
Znf143,Kcnmb3,High
Znf143,Kctd5,High
Znf143,Kif5B,High
Znf143,Klhl18,High
Znf143,Klhl28,High
Znf143,Krba1,High
Znf143,Lamtor3,High
Znf143,Linc01140,High
Znf143,Lrp8,High
Znf143,Lrtm2,High
Znf143,Lsm12,High
Znf143,Luzp1,High
Znf143,Lyrm1,High
Znf143,Magef1,High
Znf143,Magoh,High
Znf143,Map3K7,High
Znf143,Mark3,High
Znf143,Mbd1,High
Znf143,Mdfi,High
Znf143,Mecom,High
Znf143,Mettl3,High
Znf143,Mettl5,High
Znf143,Mfn1,High
Znf143,Mfsd10,High
Znf143,Mgat1,High
Znf143,Mia3,High
Znf143,Mid2,High
Znf143,Mob4,High
Znf143,Morc2,High
Znf143,Morf4L2,High
Znf143,Mrpl48,High
Znf143,Mrpl52,High
Znf143,Mrps21,High
Znf143,Msx1,High
Znf143,Mta2,High
Znf143,Mterf1,High
Znf143,Mtf1,High
Znf143,Mtg2,High
Znf143,Mtif3,High
Znf143,Mtmr9,High
Znf143,Myo19,High
Znf143,Ncoa1,High
Znf143,Ncoa5,High
Znf143,Necap1,High
Znf143,Neil2,High
Znf143,Nelfe,High
Znf143,Neto2,High
Znf143,Nf1,High
Znf143,Nfya,High
Znf143,Ngdn,High
Znf143,Nip7,High
Znf143,Nipbl,High
Znf143,Nkiras2,High
Znf143,Nlgn2,High
Znf143,Nosip,High
Znf143,Npas2,High
Znf143,Nr1H4,High
Znf143,Nr3C2,High
Znf143,Nrf1,High
Znf143,Nrp1,High
Znf143,Nufip2,High
Znf143,Nup62,High
Znf143,Nxt2,High
Znf143,Osbpl8,High
Znf143,Otud4,High
Znf143,Patl1,High
Znf143,Pcid2,High
Znf143,Pcnp,High
Znf143,Pdcd6,High
Znf143,Pelo,High
Znf143,Pex2,High
Znf143,Pgs1,High
Znf143,Phox2A,High
Znf143,Pias3,High
Znf143,Pja2,High
Znf143,Pmfbp1,High
Znf143,Polr3D,High
Znf143,Ppm1J,High
Znf143,Ppp2R5E,High
Znf143,Ppp6R1,High
Znf143,Prdm2,High
Znf143,Prkcd,High
Znf143,Prpf38A,High
Znf143,Prpf38B,High
Znf143,Prpf4B,High
Znf143,Prrc2C,High
Znf143,Psmg3,High
Znf143,Ptbp3,High
Znf143,Pthlh,High
Znf143,Ptpn12,High
Znf143,Ptrh2,High
Znf143,Pura,High
Znf143,Pxn,High
Znf143,Qki,High
Znf143,Qrich1,High
Znf143,Rab38,High
Znf143,Rabep2,High
Znf143,Rala,High
Znf143,Rb1,High
Znf143,Rbm12,High
Znf143,Rbm14,High
Znf143,Rbm22,High
Znf143,Rchy1,High
Znf143,Rcor1,High
Znf143,Rer1,High
Znf143,Rfc4,High
Znf143,Rmdn3,High
Znf143,Rnaseh2B,High
Znf143,Rnf145,High
Znf143,Rnf185,High
Znf143,Rnf2,High
Znf143,Rnf214,High
Znf143,Rock2,High
Znf143,Rpl10,High
Znf143,Rpl13A,High
Znf143,Rpl23,High
Znf143,Rpl38,High
Znf143,Rprd1A,High
Znf143,Rps18,High
Znf143,Rps19Bp1,High
Znf143,Rps6,High
Znf143,Rsl24D1,High
Znf143,Sacs,High
Znf143,Samd8,High
Znf143,Saraf,High
Znf143,Sart1,High
Znf143,Sec22B,High
Znf143,Sec24A,High
Znf143,Sec31A,High
Znf143,Senp1,High
Znf143,Setd2,High
Znf143,Shq1,High
Znf143,Sirt6,High
Znf143,Slain1,High
Znf143,Slain2,High
Znf143,Slc38A1,High
Znf143,Slc41A1,High
Znf143,Smad3,High
Znf143,Smg7,High
Znf143,Smim20,High
Znf143,Smndc1,High
Znf143,Snrpa1,High
Znf143,Snrpb2,High
Znf143,Snrpd1,High
Znf143,Snu13,High
Znf143,Socs5,High
Znf143,Socs7,High
Znf143,Sox4,High
Znf143,Sp2,High
Znf143,Sp6,High
Znf143,Spats2,High
Znf143,Specc1L,High
Znf143,Srpk2,High
Znf143,Stk4,High
Znf143,Stx1A,High
Znf143,Stxbp5,High
Znf143,Sugt1,High
Znf143,Sumo1,High
Znf143,Supt16H,High
Znf143,Sys1,High
Znf143,Taf1,High
Znf143,Taf13,High
Znf143,Taf1A,High
Znf143,Tank,High
Znf143,Taok2,High
Znf143,Tbl1Xr1,High
Znf143,Tbl2,High
Znf143,Tbpl1,High
Znf143,Tbx3,High
Znf143,Tcf3,High
Znf143,Tdp2,High
Znf143,Tfcp2,High
Znf143,Thap10,High
Znf143,Thap2,High
Znf143,Thap5,High
Znf143,Thap6,High
Znf143,Timm10B,High
Znf143,Timmdc1,High
Znf143,Tm9Sf4,High
Znf143,Tmem167A,High
Znf143,Tmem263,High
Znf143,Tmem30A,High
Znf143,Tmem41B,High
Znf143,Tmf1,High
Znf143,Tnfaip8,High
Znf143,Tnik,High
Znf143,Tnk1,High
Znf143,Tox4,High
Znf143,Tp53Bp1,High
Znf143,Tprkb,High
Znf143,Trappc4,High
Znf143,Trim11,High
Znf143,Trim27,High
Znf143,Trim44,High
Znf143,Trim47,High
Znf143,Trim8,High
Znf143,Trmt112,High
Znf143,Trnt1,High
Znf143,Tsacc,High
Znf143,Ttf1,High
Znf143,Tti1,High
Znf143,Tvp23B,High
Znf143,Tvp23C,High
Znf143,Txlng,High
Znf143,Txnl1,High
Znf143,U2Af2,High
Znf143,Uba5,High
Znf143,Ube2E1,High
Znf143,Ube2J2,High
Znf143,Upf2,High
Znf143,Use1,High
Znf143,Usp7,High
Znf143,Utp6,High
Znf143,Vldlr,High
Znf143,Vma21,High
Znf143,Vps16,High
Znf143,Vps54,High
Znf143,Vta1,High
Znf143,Wapl,High
Znf143,Wdr45,High
Znf143,Wdr83Os,High
Znf143,Wipf2,High
Znf143,Wtap,High
Znf143,Wwtr1,High
Znf143,Ykt6,High
Znf143,Yme1L1,High
Znf143,Ythdf1,High
Znf143,Ythdf3,High
Znf143,Ywhaz,High
Znf143,Zbed4,High
Znf143,Zbtb11,High
Znf143,Zbtb2,High
Znf143,Zbtb24,High
Znf143,Zcchc4,High
Znf143,Zcchc7,High
Znf143,Zcchc9,High
Znf143,Zdhhc5,High
Znf143,Zeb1,High
Znf143,Zfat,High
Znf143,Zfc3H1,High
Znf143,Zfp82,High
Znf143,Zfpl1,High
Znf143,Zkscan5,High
Znf143,Znf184,High
Znf143,Znf202,High
Znf143,Znf286A,High
Znf143,Znf322,High
Znf143,Znf384,High
Znf143,Znf503,High
Znf143,Znf562,High
Znf143,Zscan12,High
Znf143,Zscan16,High
Znf143,Pih1D1,High
Znf143,Ptges3,High
Znf143,Rbm4,High
Znf143,Swi5,High
Znf143,Taf12,High
Znf143,Abcc5,High
Znf143,Acly,High
Znf143,Adat3,High
Znf143,Atp13A2,High
Znf143,Ccdc22,High
Znf143,Chchd4,High
Znf143,Chtop,High
Znf143,Cnpy4,High
Znf143,Crnkl1,High
Znf143,Dnajb5,High
Znf143,Erp44,High
Znf143,Exoc6B,High
Znf143,Fbxo34,High
Znf143,Gabpa,High
Znf143,Josd2,High
Znf143,Lrwd1,High
Znf143,Map7D1,High
Znf143,Max,High
Znf143,Mpp3,High
Znf143,Pgm2L1,High
Znf143,Pomt2,High
Znf143,Ppp1R14B,High
Znf143,Praf2,High
Znf143,Rab8B,High
Znf143,Rffl,High
Znf143,Rfx1,High
Znf143,Rnaseh2C,High
Znf143,Rpgrip1L,High
Znf143,Sap130,High
Znf143,Scamp4,High
Znf143,Shmt2,High
Znf143,Snhg12,High
Znf143,Snw1,High
Znf143,Thap11,High
Znf143,Tmem11,High
Znf143,Tmod3,High
Znf143,Top3A,High
Znf143,Tram1,High
Znf143,Trmt10A,High
Znf143,Ube2D1,High
Znf143,Usp39,High
Znf143,Zfas1,High
Znf143,Znf200,High
Znf143,Znf232,High
Znf143,Znf274,High
Znf143,Znf8,High
Znf143,Ak1,High
Znf143,Fastk,High
Znf143,Khsrp,High
Znf143,Pth2,High
Znf143,Rsrc2,High
Znf143,Tbc1D31,High
Znf143,Ube3A,High
Znf143,Ubtd1,High
Znf143,Aatf,High
Znf143,Acbd3,High
Znf143,Adamts3,High
Znf143,Ago2,High
Znf143,Ammecr1,High
Znf143,Anapc7,High
Znf143,Ap4B1,High
Znf143,App,High
Znf143,Aptx,High
Znf143,Arhgap26,High
Znf143,Arl1,High
Znf143,Armc8,High
Znf143,Arsj,High
Znf143,Atad2B,High
Znf143,Atf4,High
Znf143,Atxn2L,High
Znf143,Bcl7B,High
Znf143,Bet1L,High
Znf143,Bicd1,High
Znf143,Bloc1S2,High
Znf143,Brap,High
Znf143,Brd2,High
Znf143,Brms1,High
Znf143,Brpf1,High
Znf143,Btf3,High
Znf143,C10Orf88,High
Znf143,C12Orf4,High
Znf143,C14Orf119,High
Znf143,C14Orf28,High
Znf143,C6Orf52,High
Znf143,C9Orf40,High
Znf143,Cbx3,High
Znf143,Ccar1,High
Znf143,Ccdc13,High
Znf143,Ccdc97,High
Znf143,Cdc42Se1,High
Znf143,Cdk2Ap2,High
Znf143,Cdk4,High
Znf143,Cdk5R1,High
Znf143,Cdk7,High
Znf143,Cep135,High
Znf143,Chd9,High
Znf143,Chmp7,High
Znf143,Cisd2,High
Znf143,Cnep1R1,High
Znf143,Cnot8,High
Znf143,Commd2,High
Znf143,Commd8,High
Znf143,Cpsf6,High
Znf143,Crtac1,High
Znf143,Csgalnact2,High
Znf143,Ctdnep1,High
Znf143,Cul2,High
Znf143,Cwc15,High
Znf143,Cwc25,High
Znf143,Cwc27,High
Znf143,Cyth2,High
Znf143,Daglb,High
Znf143,Dcp1A,High
Znf143,Dcp2,High
Znf143,Dctn5,High
Znf143,Dctpp1,High
Znf143,Ddx55,High
Znf143,Degs1,High
Znf143,Dgkz,High
Znf143,Dhx37,High
Znf143,Dkc1,High
Znf143,Dnaaf5,High
Znf143,Dnajc6,High
Znf143,Dock7,High
Znf143,Dph3,High
Znf143,Dr1,High
Znf143,Dscc1,High
Znf143,Dusp23,High
Znf143,Dvl3,High
Znf143,Dynlt1,High
Znf143,Dysf,High
Znf143,E2F5,High
Znf143,E2F6,High
Znf143,Edc4,High
Znf143,Efna4,High
Znf143,Eif1,High
Znf143,Eif2Ak3,High
Znf143,Eif2B4,High
Znf143,Eif5A2,High
Znf143,Elavl1,High
Znf143,Ep400,High
Znf143,Etnk1,High
Znf143,Eva1A,High
Znf143,Evc2,High
Znf143,Exosc3,High
Znf143,Fam104A,High
Znf143,Fam104B,High
Znf143,Fam172A,High
Znf143,Fam199X,High
Znf143,Fam204A,High
Znf143,Farsa,High
Znf143,Fbxo28,High
Znf143,Fcho1,High
Znf143,Flvcr1,High
Znf143,Fubp1,High
Znf143,Gadd45Gip1,High
Znf143,Galnt10,High
Znf143,Gata2-As1,High
Znf143,Gcc2,High
Znf143,Gfap,High
Znf143,Gle1,High
Znf143,Gmeb1,High
Znf143,Golga4,High
Znf143,Gosr2,High
Znf143,Gpatch2,High
Znf143,Gps2,High
Znf143,Gria3,High
Znf143,Gripap1,High
Znf143,Grpel2,High
Znf143,Gtf2F2,High
Znf143,Gtf3C3,High
Znf143,Heatr6,High
Znf143,Hinfp,High
Znf143,Hnrnpa3,High
Znf143,Hsp90Aa1,High
Znf143,Hspa5,High
Znf143,Ice1,High
Znf143,Ift52,High
Znf143,Ift80,High
Znf143,Il1R1,High
Znf143,Il7,High
Znf143,Impdh2,High
Znf143,Inafm2,High
Znf143,Inpp4A,High
Znf143,Ints5,High
Znf143,Ints6,High
Znf143,Ip6K1,High
Znf143,Irgq,High
Znf143,Isy1,High
Znf143,Itgb1Bp1,High
Znf143,Ivns1Abp,High
Znf143,Kcmf1,High
Znf143,Kctd2,High
Znf143,Kdm1B,High
Znf143,Kdm5A,High
Znf143,Klc1,High
Znf143,Leng1,High
Znf143,Leprotl1,High
Znf143,Lig3,High
Znf143,Limch1,High
Znf143,Lin52,High
Znf143,Linc01214,High
Znf143,Llph,High
Znf143,Lpgat1,High
Znf143,Lrif1,High
Znf143,Ltn1,High
Znf143,Lysmd3,High
Znf143,Lztfl1,High
Znf143,Man1A2,High
Znf143,Manf,High
Znf143,Map2K2,High
Znf143,Map4K4,High
Znf143,Mapk6,High
Znf143,Mat2A,High
Znf143,Mcm8,High
Znf143,Mcrs1,High
Znf143,Med10,High
Znf143,Med17,High
Znf143,Med28,High
Znf143,Med31,High
Znf143,Med6,High
Znf143,Med7,High
Znf143,Meis2,High
Znf143,Mettl18,High
Znf143,Mettl23,High
Znf143,Mettl2B,High
Znf143,Mettl9,High
Znf143,Mff,High
Znf143,Mfsd4B,High
Znf143,Mier1,High
Znf143,Mlh3,High
Znf143,Mob3A,High
Znf143,Morf4L1,High
Znf143,Mpv17,High
Znf143,Mrpl17,High
Znf143,Mrpl18,High
Znf143,Mrpl49,High
Znf143,Myadm,High
Znf143,Naa15,High
Znf143,Nap1L1,High
Znf143,Nbpf1,High
Znf143,Ncbp2,High
Znf143,Nckap1,High
Znf143,Necap2,High
Znf143,Nedd1,High
Znf143,Nek9,High
Znf143,Nelfb,High
Znf143,Nfe2L2,High
Znf143,Ngly1,High
Znf143,Ngrn,High
Znf143,Nol8,High
Znf143,Nop10,High
Znf143,Npm3,High
Znf143,Nrdc,High
Znf143,Nudc,High
Znf143,Nudt21,High
Znf143,Nup35,High
Znf143,Ostc,High
Znf143,Otof,High
Znf143,Pagr1,High
Znf143,Pak1Ip1,High
Znf143,Pcgf1,High
Znf143,Pdcd2L,High
Znf143,Pde12,High
Znf143,Pdrg1,High
Znf143,Pea15,High
Znf143,Pgam5,High
Znf143,Pgm3,High
Znf143,Phf14,High
Znf143,Phf5A,High
Znf143,Phtf1,High
Znf143,Pi4K2A,High
Znf143,Pik3R3,High
Znf143,Pithd1,High
Znf143,Plrg1,High
Znf143,Polr1D,High
Znf143,Pphln1,High
Znf143,Ppip5K1,High
Znf143,Ppp1Cb,High
Znf143,Ppp2Ca,High
Znf143,Ppp2Cb,High
Znf143,Prdm4,High
Znf143,Prelid3B,High
Znf143,Prepl,High
Znf143,Prkar1A,High
Znf143,Prkd2,High
Znf143,Psmc3Ip,High
Znf143,Psmc6,High
Znf143,Ptbp1,High
Znf143,Ptma,High
Znf143,Purb,High
Znf143,Pusl1,High
Znf143,Rabif,High
Znf143,Rae1,High
Znf143,Ralgapb,High
Znf143,Ran,High
Znf143,Rasal2,High
Znf143,Rasip1,High
Znf143,Rbbp5,High
Znf143,Rbm28,High
Znf143,Rbm45,High
Znf143,Rbmx2,High
Znf143,Rbsn,High
Znf143,Rela,High
Znf143,Rfk,High
Znf143,Rhpn1,High
Znf143,Rnf34,High
Znf143,Rnf6,High
Znf143,Rngtt,High
Znf143,Rpf1,High
Znf143,Rpf2,High
Znf143,Rpl23Ap53,High
Znf143,Rpl36,High
Znf143,Rpl36Al,High
Znf143,Rpl5,High
Znf143,Rpl7L1,High
Znf143,Rps3A,High
Znf143,Rps6Kc1,High
Znf143,Rrp15,High
Znf143,Rwdd2A,High
Znf143,Safb,High
Znf143,Safb2,High
Znf143,Sco1,High
Znf143,Sdf2L1,High
Znf143,Sdr42E1,High
Znf143,Setx,High
Znf143,Sf3A3,High
Znf143,Sf3B5,High
Znf143,Sf3B6,High
Znf143,Sgsm3,High
Znf143,Slc12A2,High
Znf143,Slc26A2,High
Znf143,Slc33A1,High
Znf143,Slc35E1,High
Znf143,Smarcad1,High
Znf143,Smcr8,High
Znf143,Smim15,High
Znf143,Snhg5,High
Znf143,Snrnp27,High
Znf143,Snrpe,High
Znf143,Snx5,High
Znf143,Sp1,High
Znf143,Spata5L1,High
Znf143,Spred3,High
Znf143,Sprtn,High
Znf143,Sptbn1,High
Znf143,Spty2D1,High
Znf143,Srek1,High
Znf143,Srek1Ip1,High
Znf143,Srsf10,High
Znf143,Ssr2,High
Znf143,Ssr3,High
Znf143,Ssrp1,High
Znf143,Ssu72,High
Znf143,Stk26,High
Znf143,Sub1,High
Znf143,Suds3,High
Znf143,Supt20H,High
Znf143,Svil-As1,High
Znf143,Syncrip,High
Znf143,Synj2,High
Znf143,Synj2Bp,High
Znf143,Tada2B,High
Znf143,Taf5,High
Znf143,Tbc1D25,High
Znf143,Tbce,High
Znf143,Tcf12,High
Znf143,Tdg,High
Znf143,Terf2Ip,High
Znf143,Tfg,High
Znf143,Thg1L,High
Znf143,Timm22,High
Znf143,Tiprl,High
Znf143,Tlk2,High
Znf143,Tm9Sf3,High
Znf143,Tmem167B,High
Znf143,Tmem199,High
Znf143,Tmem33,High
Znf143,Tmem39A,High
Znf143,Tmx1,High
Znf143,Top1,High
Znf143,Tor1A,High
Znf143,Tp53I13,High
Znf143,Tpd52L2,High
Znf143,Tpt1,High
Znf143,Tra2B,High
Znf143,Trim28,High
Znf143,Trip11,High
Znf143,Trmt1,High
Znf143,Trmt61A,High
Znf143,Trrap,High
Znf143,Ttc4,High
Znf143,Ttc9C,High
Znf143,Txnl4B,High
Znf143,Uba2,High
Znf143,Uba3,High
Znf143,Uba6,High
Znf143,Ubap2L,High
Znf143,Ube2D3,High
Znf143,Ube2F,High
Znf143,Ube2G2,High
Znf143,Ube2Q1,High
Znf143,Ube2V2,High
Znf143,Ubp1,High
Znf143,Ubr1,High
Znf143,Ubxn4,High
Znf143,Ufm1,High
Znf143,Ugdh,High
Znf143,Upf3B,High
Znf143,Usb1,High
Znf143,Vac14,High
Znf143,Vmo1,High
Znf143,Vps53,High
Znf143,Wac,High
Znf143,Wdr35,High
Znf143,Wdr46,High
Znf143,Wdr53,High
Znf143,Wdr73,High
Znf143,Wdr75,High
Znf143,Wdr89,High
Znf143,Xpo5,High
Znf143,Ylpm1,High
Znf143,Ythdc1,High
Znf143,Ythdf2,High
Znf143,Zbtb49,High
Znf143,Zbtb6,High
Znf143,Zbtb8A,High
Znf143,Zc3H15,High
Znf143,Zdhhc20,High
Znf143,Zdhhc6,High
Znf143,Zmat3,High
Znf143,Znf2,High
Znf143,Znf561,High
Znf143,Znf576,High
Znf143,Znf668,High
Znf143,Znf749,High
Znf143,Znf879,High
Znf143,Znhit2,High
Znf143,Zpr1,High
Znf143,Atp6V0B,High
Znf143,Ccdc167,High
Znf143,Paf1,High
Znf143,Snx3,High
Znf143,Actr8,High
Znf143,Chchd1,High
Znf143,Cnih1,High
Znf143,Eif3J,High
Znf143,Gbf1,High
Znf143,Gnb1L,High
Znf143,Gpd1L,High
Znf143,Gtf2E2,High
Znf143,Kdelr2,High
Znf143,Klc2,High
Znf143,Kpnb1,High
Znf143,Mrpl11,High
Znf143,Nol11,High
Znf143,Nup58,High
Znf143,Nutm2A-As1,High
Znf143,Rad50,High
Znf143,Rpl31,High
Znf143,Rufy1,High
Znf143,Scfd1,High
Znf143,Slc50A1,High
Znf143,Snrnp48,High
Znf143,Snx19,High
Znf143,Stam,High
Znf143,Thap12,High
Znf143,Thoc2,High
Znf143,Uqcrb,High
Znf143,Wdr82,High
Znf143,Xpo4,High
Znf143,Yars2,High
Znf143,Zcchc10,High
Znf143,Znf529,High
Znf143,Nanp,High
Znf143,Znf165,High
Znf143,Epc1,High
Znf143,Prickle3,High
Znf143,Rrp7A,High
Znf143,Cdyl,High
Znf143,Fam222B,High
Znf143,Pfdn6,High
Znf143,Ankrd30Bp2,High
Znf143,Cab39L,High
Znf143,Cnot6,High
Znf143,Cspp1,High
Znf143,Lsm6,High
Znf143,Mcu,High
Znf143,Taf3,High
Znf143,Wdr47,High
Znf143,Zdbf2,High
Znf143,Dynll1,High
Znf143,Esf1,High
Znf143,Ppp3Cb,High
Znf143,Atl2,High
Znf143,Ccdc149,High
Znf143,Efcab14,High
Znf143,Fkbp15,High
Znf143,Rras2,High
Znf143,Tardbp,High
Znf143,Plpp5,High
Znf143,Ada,High
Znf143,Fer,High
Znf143,Hnrnpm,High
