GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11
Prickle1,0.32594377,-0.53701985,0.028727999,-0.31921166,0.17988816,-0.72779286,0.5550141,-0.48873806,0.1236876,0.7380205,0.014750486,0.23107885
Prim1,-0.3451574,1.1128589,-0.8966001,1.1485248,-0.609242,0.977903,-0.93077415,0.5672914,-0.40136325,-0.3530066,-0.21654336,0.72659314
Prkaa1,0.36075073,-0.41091824,-0.047315165,0.063849494,0.20981087,0.1694175,0.17829539,0.29825544,-0.27176985,0.86302006,0.23026885,-0.39938694
Prkaa2,-0.08768021,-0.43751502,0.20374611,0.22030838,-0.4619984,-0.1763529,-1.9134551,-0.91597843,-0.002968574,0.46538395,-0.7092251,-0.61756486
Prkaca,0.39552793,-0.1553586,-1.5005684,0.091460146,0.39552793,-0.1553586,0.028825006,-1.1017181,-0.6119561,-0.47613645,0.6074911,-0.24143241
Prkacb,-0.28010377,-0.16771175,0.059292264,0.10790794,0.059292264,0.10790794,0.35267392,0.9949993,0.4706437,-0.33729804,0.10284336,-0.28521878
Prkag2,0.18690944,0.049799487,0.18690944,0.049799487,0.04459206,0.60192394,0.17560324,-0.017637953,0.30956298,-0.022693023,-0.148561,0.25694388
Prkcb,-0.02772704,-0.7173772,-0.019850926,-0.5441877,0.09782921,-0.37954557,0.035525538,-0.3265521,-0.7704255,0.18842816,0.5881253,-0.25390428
Prkcd,-0.31650057,-0.12147541,-0.17637889,-0.29100794,0.092513174,0.3589669,-0.011809604,-0.70927334,0.4003889,0.74639577,0.74992377,0.31520742
Prkch,-0.47239,-0.46207494,-0.6294683,-0.70467156,0.54971886,-1.2131928,-0.14073944,0.04299499,-0.57113653,0.61020553,-0.9981331,0.5161863
Prkcsh,0.61925906,0.09437465,0.63918644,-0.0012149513,0.61590797,0.023852512,0.586263,0.1850959,-0.7578031,-0.6422764,-0.46494383,-0.33829832
Prkd3,-0.4253857,0.25589427,-0.4253857,0.25589427,-0.4253857,0.25589427,0.9749469,0.18783973,-0.09307842,0.09222745,0.15567331,-0.22367977
Prkrip1,0.30028993,0.21030806,0.30028993,0.21030806,0.30028993,0.21030806,0.30028993,0.21030806,-0.45938373,-1.233249,-0.2848307,0.4439001
Prmt1,-0.20996162,0.5965328,-0.18229875,0.6905238,0.25878677,0.6267714,0.00018630736,0.49669456,-0.66050833,-0.28688598,-0.77659994,0.5404717
Prmt2,-0.3573776,-0.66362405,0.64845395,-0.25593054,0.64845395,-0.25593054,0.0075580683,-0.97075987,0.60871136,-0.6827919,0.60871136,-0.6827919
Prmt5,0.017733699,0.51395273,0.074837275,0.47308427,0.22830066,0.5306825,0.1571974,0.38092452,-0.6852817,-0.41066718,-0.32229045,-0.07789463
Prmt7,0.64298123,0.22737807,0.64298123,0.22737807,-0.6408005,-0.48625165,-0.6408005,-0.48625165,-0.6054828,-0.7112115,0.44148517,-0.21803062
Prnp,-0.5054846,-0.522825,-0.26549536,-0.32793248,-0.16391018,-0.16634181,-0.45275956,0.8737301,0.323179,-0.4200847,-0.3096535,-1.0812014
Prodh,0.097049184,0.15047029,-0.00835477,0.30677772,0.6325804,-0.28712422,-0.31930533,-0.050706245,0.25855783,0.23066874,0.48347896,-0.11481652
Prorsd1,0.1578686,0.1552018,0.10181015,0.044476885,0.47199798,0.43671232,0.2368768,0.59263146,0.0038720733,-0.02331163,0.32711375,0.14303117
Pros1,-0.49681288,-0.45470828,-0.51173896,-0.21783392,-0.20081268,0.12378116,-0.15134805,0.2857564,0.1358135,-0.00483007,0.24690972,0.32557315
Prpf19,0.06649906,0.50870895,-0.13610467,-0.26115716,-0.048409276,-0.13180162,0.13162415,0.10968134,0.78501433,0.07030542,-0.30268025,-0.032204874
Prpf38a,-0.15717892,-0.012736052,0.17007828,0.5073739,0.4904983,0.47770727,0.061127134,0.019211382,-0.04386326,-0.28566682,0.6070102,0.6575789
Prpf38b,-0.28719148,-0.46171784,0.44141683,0.38177878,0.22000585,0.023746785,0.7876784,0.47336477,0.89244086,1.0579356,0.81201875,0.334916
Prpf40a,-0.118476324,1.015115,-0.03693735,0.8068385,0.6529233,0.8462665,0.41737092,0.94756776,-0.03247294,0.25544924,0.46891174,1.1785606
Prpf4b,0.11362034,0.12134069,0.10581889,0.39288777,0.21260816,0.3482505,-0.02727952,0.42368275,0.2680399,-0.016124792,0.32904506,0.6101832
Prpf6,-0.6960766,-0.08353177,-0.6376906,-0.41194057,-0.36091357,-0.067544565,0.08771304,-0.010062359,0.9550596,-0.6729685,-0.8589901,-0.070925
Prpf8,-0.076313,0.028104879,0.020681487,0.3028491,0.09062481,0.20946889,0.17178671,0.51730394,-0.16904587,0.052468084,-0.10448411,-0.32926434
Prpsap1,-0.21079135,0.09419133,-0.78465515,-0.012784973,-0.7908514,-0.12404461,-0.07693923,-0.062130123,-0.035615094,0.3215989,-0.19997218,-0.4796905
Prr11,-0.68850017,0.5382377,-0.9548542,0.92524844,-0.7611708,0.78105134,-1.0151166,0.405006,-0.8242601,-0.10073012,-0.3198475,0.5696688
Prr12,-0.37979892,0.412551,0.038627483,0.12605035,0.038627483,0.12605035,0.39170763,0.016919777,-0.08964076,-0.2220207,0.16182958,-0.7425029
Prr13,-0.18579844,0.2770171,0.017290505,0.14496495,0.2389366,0.6677344,-0.4970942,-0.7292531,0.6460412,0.99585277,0.3344126,-0.13820323
Prr14,0.55016375,0.7470083,0.22400774,0.15652364,0.6291641,0.48554766,0.583911,0.44461215,0.76048464,0.2513302,-0.13034727,-0.5051209
Prrc2a,0.32841933,0.16003695,0.25690728,0.06438908,0.25690728,0.06438908,0.45565948,0.35910505,-0.7033304,-0.24905173,-0.9228733,-0.23232923
Prrc2c,0.46167952,0.22911374,0.66805404,0.24520592,0.8378465,0.19310273,-0.11052788,0.22789183,0.1554091,0.049680073,0.44128656,0.7259549
Prrg2,0.13934487,0.25130415,0.13934487,0.25130415,-0.2921099,-0.3380465,-0.11562804,-0.9240238,0.32058614,-0.5463588,0.25362033,-0.08983813
Prrg3,0.007330315,-0.44540578,-0.07303234,-0.31277186,0.013446337,-1.05155,0.26516643,-0.36301148,-0.16808543,0.67693883,-0.12916933,0.24031802
Prss23,-0.39535874,-0.7458252,-0.23372075,-0.12581867,-0.34813732,-0.63315785,0.38032436,0.55952936,-0.09220237,0.23286,0.19303082,0.12891269
Psap,0.3188016,-0.22502469,-0.4223642,-0.27935016,-0.19015656,-0.44630373,0.43403566,-0.5421427,0.3188016,-0.22502469,-0.41597256,0.2469278
Psat1,0.13727045,0.96341807,-0.16158472,1.0373518,0.14829582,0.5541292,-0.7742683,0.04683908,-0.04658006,-0.093717456,-0.4194484,-0.12586136
Psd4,-0.34922305,-0.5818671,-0.46281183,-1.0125182,-0.9440122,-0.429789,-0.3679832,-0.7700998,0.49964553,0.96406317,1.0062146,1.114155
Pskh1,-0.1254409,-0.115709946,-0.1254409,-0.115709946,-0.37877607,0.16860712,0.15567331,-0.22367977,-0.1254409,-0.115709946,-0.17282096,-0.37606472
Psma1,-0.16401294,-0.49009752,0.35007772,-0.1638708,0.35007772,-0.1638708,0.35007772,-0.1638708,-0.1166688,0.6429575,0.03554278,-0.0153873935
Psma2,-0.19179815,0.5680562,-0.53837854,0.63887316,0.13735414,0.5168967,-0.6452684,0.41639102,-0.62543756,-0.4188335,-0.5118527,0.5561822
Psma4,0.07992207,0.12200236,0.32292882,0.17170486,0.07992207,0.12200236,0.24515714,0.1218421,-0.055776708,-0.2424971,-0.09111782,0.32295388
Psma5,-0.15125677,1.0696009,-0.15144071,1.240081,-0.2453663,0.8005362,-0.52758425,0.003912598,-0.07788982,-0.27629292,-0.3454381,0.32727575
Psma7,0.010519009,0.15193844,0.11879117,-0.11325613,0.010519009,0.15193844,-0.203531,0.21890269,-0.22898233,-0.15150668,-0.3302588,0.5447352
Psmb10,-0.015806193,0.0019023567,-0.21589766,-0.7184924,-0.9537428,-0.022726268,-0.23319796,-0.4451201,0.55431026,0.8480629,0.6828395,1.0621254
Psmb2,-0.07778952,0.32211572,-0.05092513,0.2803856,-0.07778952,0.32211572,-0.040584244,0.3379383,-0.11490949,0.03514866,-0.044253163,-0.1189021
Psmb4,0.013833931,0.06728321,0.2907763,0.76469857,0.32547933,0.78238356,0.3910394,0.061205275,0.59272265,-0.73372865,-0.314864,0.24486585
Psmb8,-0.39090478,-0.6788645,-0.47099274,-1.083998,-1.1745095,-0.6203479,-0.32497802,-0.67222863,0.5856112,0.913619,0.7143635,1.2866552
Psmb9,-0.39539734,-0.4940909,-0.49130464,-0.9740466,-1.216055,-0.4475302,-0.39798087,-0.63614166,0.52896684,0.809887,0.70513886,1.1865304
Psmc1,-0.4276926,-0.6419361,0.08869597,-0.32898873,0.08869597,-0.32898873,-0.7975583,-0.4787715,-0.005397791,-0.019602418,-0.16437206,-0.75420326
Psmc2,0.3116597,-0.057230443,0.31810725,0.047985822,0.2886883,-0.038601175,0.18408251,0.17861496,-0.22960334,0.20550959,-0.11306482,-0.5513702
Psmc3,-0.1217007,0.13661915,0.06073548,0.15256894,0.047088392,0.13181788,0.08210717,0.012889996,-0.45648152,-0.27918583,-0.30461138,0.3166359
Psmc4,0.47861576,0.45706457,0.4020079,0.4505,0.6848532,0.6653731,0.17164226,0.3265165,-0.017090837,-0.20814927,0.06810353,0.43503046
Psmc5,0.031806536,-0.10197486,0.08049637,-0.13116997,0.27217978,-0.024457917,0.14113958,-0.15344498,-0.89761794,-0.64303124,-0.7302489,-0.37974364
Psmc6,-0.4127354,-0.09201671,-0.46302313,-0.10647309,-0.41706982,-0.11735627,-0.28782883,0.07418872,0.2850793,-0.5527388,0.16860609,0.49585032
Psmd10,0.27344468,0.61242163,0.1909961,0.6581155,0.3095,0.66592693,0.17365083,0.19816436,0.15683189,0.32185596,0.014564453,0.091837846
Psmd12,0.17545505,0.233216,0.15366113,-0.14202861,-0.45379996,-0.029419884,-0.0728053,-0.2152585,0.33309042,0.17459323,0.19353329,0.24643703
Psmd14,-0.013333881,0.54833186,-0.040358037,0.74150705,-0.12081211,0.2674628,0.015435088,-0.15175983,0.41448644,-0.8532616,-0.75614524,0.056864575
Psmd5,0.48137993,0.059092686,0.4688446,-0.014189914,0.54053587,-0.13731328,-0.104515515,0.47885156,0.3556795,-0.37999946,0.67623574,-0.19604655
Psmd7,-0.24435896,-0.43079722,-0.21995308,-0.54787004,-0.2484633,-0.5171688,-0.25752872,-0.48788822,-0.556305,-0.5246428,-0.46631178,-0.3932442
Psmd8,0.38251644,0.25390536,0.38251644,0.25390536,0.38251644,0.25390536,0.07649433,0.040747788,-0.82277495,0.9443124,-0.8930278,-2.145599
Psme1,0.20956205,0.24377489,0.095395766,-0.10344879,-0.07164351,0.2940849,0.17442471,0.28345466,0.24963185,0.5181904,0.47539052,-0.13413793
Psme2,-0.11347117,-0.20449688,-0.27909148,-0.7904798,-0.78293383,-0.13531522,-0.28831625,-0.45373964,0.5151592,0.8983017,0.72739273,0.7724754
Psme3,0.36118966,-0.032013,0.41234174,0.057831198,0.49981588,0.46249342,0.3852169,0.10909252,0.3438635,0.41274017,-0.53514725,0.31980777
Psme4,-0.26704314,0.17236546,-0.7404447,0.085599765,0.085161746,-0.86736435,0.055226453,0.27082345,-0.26704314,0.17236546,0.07056397,0.36758667
Psmg1,0.32928687,0.59873945,0.29403707,0.33962202,-0.45642966,-0.77356446,-0.15842827,-0.5237807,-0.058282457,-1.0139557,0.14076364,-0.11318843
Psmg4,0.11282984,0.14087218,-0.3066676,0.74465626,0.08325399,0.15726364,0.07895294,-0.050014943,-0.54905903,0.086638525,-0.3328155,0.08052318
Pspc1,-0.14392745,0.18188526,-0.113204084,0.19325073,-0.5991063,0.1781492,-0.46571657,-0.27065343,-0.27228916,-0.29133844,0.5969754,0.33936578
Psrc1,-0.78307503,0.8320216,-0.90015996,1.0645128,-0.44224775,0.9243043,-0.9477695,0.5513798,-1.0135208,-0.31909555,-0.4311476,0.54790664
Pstpip1,-0.509297,-0.66394705,-0.5622041,-0.8760535,-0.63544863,-0.66327655,-0.2602516,-0.53724086,0.25452155,0.30033103,0.4614861,0.9414626
Pstpip2,0.1403207,0.5183404,0.57705647,0.5380197,0.595936,0.23114452,0.33586255,0.28430042,1.4889033,0.3609324,-0.31825587,-1.2013488
Ptbp1,-0.36924347,0.01380657,-0.45925656,0.20615019,-0.4685411,-0.055630513,0.17030787,-0.62831974,-0.23963964,0.10367761,-0.33454454,-0.07360928
Ptcd3,0.27358294,0.3409763,0.27358294,0.3409763,-0.6729067,-1.047714,-0.4093211,-1.2512153,-0.4093211,-1.2512153,0.046180192,-0.13589036
Ptdss1,0.1339948,-0.12034464,0.29163238,-0.29305494,0.377724,-0.2839191,0.096740656,-0.17593709,0.08711039,-0.01801797,-0.2728451,-0.23395719
Ptges3,-0.1171102,0.63648516,-0.04239533,0.627476,0.094554625,0.6088407,-0.29201236,0.5488687,-0.63965863,-0.30012804,-0.8493316,0.5794493
Ptgfrn,0.11092609,-0.2253154,-0.12319211,-0.015777983,0.02105479,-0.702496,-0.32658654,-0.9404809,0.28591892,0.62985224,0.2058971,0.8194452
Ptgis,0.30755776,-0.99386847,0.2678839,-0.57128763,0.2034986,-0.8613247,0.40191954,-0.11967488,0.5291849,-0.23018093,0.5148201,-0.51799715
Ptgr1,-0.27714476,-0.33467013,-0.31518412,-0.4637184,-0.27714476,-0.33467013,0.054161802,-0.70850074,0.16872096,0.35183078,-0.2786295,-0.076231614
Ptgr2,0.18648845,0.14027546,-0.104334734,-0.15352207,0.107272446,0.22915377,-1.2329502,-0.06562875,-0.38214767,-0.18816808,-0.7751402,-0.6488589
Ptgs1,0.3619381,-0.42963713,-0.091529064,0.11317028,-0.056374185,-0.4558462,0.1217949,-0.18075477,-0.104470484,-0.3053528,0.20376173,-0.060551673
Ptk2b,-0.09408284,-0.24890529,0.050551593,-0.021577805,-0.11749711,-0.052249804,0.046178978,-0.15966353,0.39893,-0.2281049,0.15666622,0.23873277
Ptk7,-0.36854246,-0.677089,-0.34482542,-0.6552729,-0.18156949,-0.43198764,-0.084216826,0.014587291,-0.4643425,-0.65125424,0.19641215,-0.17616181
Ptma,-0.06836576,-0.23344819,-0.2782704,0.3595453,0.110387474,0.12961191,-0.27146322,0.043900877,-0.025903786,-0.55460936,-1.2767065,0.25568652
Ptms,0.47188333,0.29736257,0.49373564,0.34580994,-0.5088718,0.2599434,-0.17158791,0.08396861,-0.11611239,-0.14384703,1.4227489,-1.3990225
Ptn,0.40764868,0.20989424,0.34848803,-0.117080405,0.78138024,-0.09807728,-0.44121155,0.18071404,-0.16713713,-0.39553857,-0.19319716,-0.35145354
Ptov1,0.028126627,-0.28972453,0.08887629,0.3657065,0.1805519,0.13213094,0.28079048,0.10069677,0.16238308,0.2512048,-0.30758736,0.3020184
Ptp4a2,-0.20564573,0.30878115,-0.16582035,-0.49429488,-0.16582035,-0.49429488,-0.20564573,0.30878115,-0.5365412,-0.12360455,0.5319411,-0.15265617
Ptp4a3,0.1699514,0.012301277,-0.46956104,-0.11133313,-0.27996427,-0.24765019,0.55073714,-0.71913236,-0.0048854295,0.2564705,-0.12792677,-0.60381275
Ptpmt1,0.2028583,-0.6324543,0.37890366,0.1795703,0.33409843,0.03581597,0.044924326,0.06583764,0.99203724,-0.4484375,-1.0586526,0.28107253
Ptpn11,-0.23121375,-0.4215402,0.54336315,-0.89530814,0.54336315,-0.89530814,-0.14407748,0.6938156,0.342293,-0.7229269,0.50455016,-0.38268495
Ptpn2,-0.15667842,0.2741,-0.17444275,0.22407739,-0.17707112,0.11720081,0.08924813,0.25899762,0.14658178,0.26461822,0.43191618,0.14899057
Ptpn23,-0.48245555,0.07236612,-0.14921533,0.30904418,-0.34990528,0.098433614,-0.09541359,-0.21924432,-0.048426196,0.3205936,0.022396436,-0.062065616
Ptpn3,0.14361967,0.16857782,0.122472785,-0.00607305,0.2022837,0.03730301,-1.636601,-0.41776472,-0.091549225,1.0450487,-0.47304848,-0.4224525
Ptpn6,-0.44997475,-0.5563804,-0.42008427,-0.9029121,-1.1360955,-0.5866317,-0.34960884,-0.6357639,0.42826182,0.8880257,0.5123373,0.7310178
Ptprb,-0.32162833,-0.18491144,-0.8560672,-0.27847928,-0.08530668,-0.5712999,-0.23513335,0.4799375,-0.55295753,0.71202385,-0.43107957,0.5348529
Ptprc,-0.451355,-0.844415,-0.45142335,-1.1213789,-1.0391566,-0.7258479,-0.32667702,-0.7267628,0.44117665,0.8266585,0.6456587,0.95579594
Ptpre,0.4921942,0.46730316,-0.35970908,-0.34752697,-0.6448235,-0.47768694,-0.62228185,-0.3382135,0.09932695,-0.14515781,0.14074153,0.35106087
Ptprg,-0.428321,-0.7206546,-0.33879974,-0.6087337,-0.24284273,-0.14499527,0.0030268226,-0.27616596,0.19525489,-0.23448475,0.6530007,0.5055473
Ptprj,-0.19585809,-0.30249846,-0.19445723,-0.30436504,-0.20603535,-0.27729005,-0.023887647,-0.3674363,-0.15384957,-0.11278091,0.27138352,0.20317948
Ptprm,0.046931498,-0.34947723,-0.72735965,-0.12783632,0.17780882,-1.0895547,0.28753006,-0.2626748,-0.18382356,0.45281404,-0.5983882,0.046254408
Ptprn,-0.1211961,-0.9747137,-0.09086275,-0.71891415,0.10539299,-0.36794013,-0.51847273,-0.09881994,-0.44074553,0.2920779,-0.032755256,0.5037748
Ptprs,0.021400234,0.086484656,0.023765972,0.079965055,0.027976876,-0.05920732,-0.10195323,0.03839598,-0.17751338,-0.18723024,-0.5654364,0.05774697
Ptrh2,0.38158563,0.56447756,-0.20387296,0.6407913,0.10678141,0.14972821,-0.24832505,-0.21514608,0.265645,-0.56805605,0.27405417,0.17789587
Ptx3,-0.338934,-0.5980474,-0.31371993,-0.6096996,-0.3969707,-0.634062,-0.35351148,0.09112233,-0.364379,-0.13067581,-0.10241482,0.16003975
Purg,0.09992098,0.13053936,0.16708206,0.097332254,0.08381923,-0.017298967,-0.019954087,-0.31663364,0.18079785,-0.139585,0.1585199,-0.18600978
Pwp1,-0.2863536,0.9058271,-0.23218186,1.0012354,0.21992931,0.9629787,-0.33966985,0.56522584,-0.5713754,0.1042615,-0.10270874,0.61240596
Pwp2,-0.1192392,0.2713612,-0.06024521,0.0797319,-0.060153425,0.089911476,0.19382544,0.029010367,0.63386405,-0.51077616,-0.58027965,0.15252262
Pxdn,-0.093480304,-1.3736669,0.23491742,-1.163263,0.045682427,-0.85589606,0.3114838,-0.96761596,-0.16406962,0.097268134,0.725668,0.43972284
Pxmp2,-0.6200612,-0.28662962,-0.5068867,-0.30891883,-0.8770882,-0.23863839,-0.58643043,-0.07699521,-0.37634295,0.8247348,-0.47126415,-0.49901348
Pxmp4,0.31972522,0.62594974,0.26921657,0.6085379,-0.1831094,0.68093175,0.81361824,0.27665874,0.024479916,0.18838005,-0.038968146,0.32308775
Pxn,0.09573755,0.10926187,-0.0069759805,-0.28921485,0.23016658,0.30135643,-0.058079325,0.50268644,0.18229978,-0.263465,-0.16349924,-0.5052736
Pycard,-0.5528342,-0.07189731,-0.5424406,-0.12771298,-1.1190592,-0.07157761,-0.20941637,-0.6289424,0.037979513,0.16268001,-0.46141252,-0.887406
Pycr2,1.076939,-0.3155198,1.076939,-0.3155198,0.19512351,0.6807521,0.8894897,-0.01051259,0.6554821,-0.47850925,0.14406517,-0.09374888
Pycrl,0.031703368,0.37873024,0.03545831,0.46637678,-0.09984027,-0.39307827,-0.18748927,0.39016783,0.5497092,-0.45391393,0.4782206,-0.47258335
Pygb,-0.22706008,-0.6600027,-0.5297973,0.2988491,-0.22706008,-0.6600027,-0.4000634,0.11783562,-0.1592894,-0.32705784,0.00059730373,-0.047494903
Pygl,-0.28561917,0.19142541,-0.34870976,0.013775442,-0.33709598,0.09218395,0.90193564,0.037253127,0.40839788,-0.098510444,-0.35426277,0.1609857
Pygm,-0.36000344,-0.31311083,-1.0549715,-0.19088511,-0.6407761,-0.22581439,0.30274695,-0.39378422,-1.2188346,0.66005296,-0.43455637,-0.8098638
Pyroxd2,-0.20474015,-0.075021625,0.5215548,0.23690853,0.5215548,0.23690853,0.16195033,1.3900813,1.0151235,0.046124026,-0.05093299,-0.70655096
Qars,-0.7385151,0.10428777,-0.7385151,0.10428777,-1.0715417,0.09613715,0.24285841,-0.22481929,0.031791262,0.29859042,-0.5062042,-1.0816507
Qk,0.07500186,-0.101104006,0.14782214,-0.09830479,-0.0012040492,-0.326532,0.06414263,0.048554316,0.4236036,0.07348506,0.22625726,0.46893406
Qrsl1,-0.015760763,0.050904617,-0.015760763,0.050904617,-0.015760763,0.050904617,0.6728743,0.45569068,0.09096062,0.25181684,0.113043986,-0.44267797
Qsox1,-0.37166744,0.16730632,-0.37166744,0.16730632,-0.63148886,0.16543701,0.24285841,-0.22481929,0.22782311,-0.2416264,-0.5062042,-1.0816507
Qtrt1,-0.4060707,0.29346508,-0.35472852,0.46786863,-0.39659154,0.38746452,-0.14498118,0.19720674,-0.3433236,-0.11499496,-0.26970884,0.23987557
Rab11b,0.38635713,0.14508796,0.38635713,0.14508796,-0.57653,-1.1812582,-0.57653,-1.1812582,-0.57653,-1.1812582,0.18486099,-0.3003214
Rab15,-0.32535183,-0.534353,-0.6744855,-0.2884962,-0.32535183,-0.534353,-0.44931546,-0.050578132,-0.38979697,-0.746295,0.07886523,-0.10883729
Rab18,0.027931562,0.32153887,0.27811193,0.48852998,0.068879746,0.36922067,-0.16771147,0.37122065,-0.16675757,-0.0154277235,-0.47574723,-0.6715065
Rab20,0.36736506,0.15681525,0.51772875,0.3062963,0.46599215,0.14030306,0.37786883,0.59689546,0.7102145,0.38925225,-1.1079261,0.40003186
Rab23,0.40354732,-0.1289,0.38581967,-0.23253725,0.103202224,-0.2952814,-0.28598973,-0.054132693,0.017611718,0.034898512,0.19176173,-0.067856416
Rab28,-0.046940252,0.2837019,-0.037042007,0.2809735,-0.016355382,0.20202748,-0.046482734,0.3114345,0.09812089,0.15628618,0.14803761,-0.8393539
Rab32,0.33253035,-0.7427051,0.19882417,0.22946961,0.48928577,-0.03378529,-0.045673974,-0.35437745,0.13052061,0.37345535,0.34065413,-0.18979122
Rab33b,0.31638205,-0.094316766,0.31638205,-0.094316766,0.31638205,-0.094316766,0.45348185,0.017420426,-0.943842,0.15355736,0.36930445,-0.9844768
Rab34,-0.033132024,-0.5615032,0.007148035,-0.5801179,-0.20700599,-0.59564996,-0.22106943,-0.4291134,-0.19837928,-0.43637043,0.23032294,0.60510874
Rab3a,0.39537024,-0.8109417,0.48802453,-0.030710906,0.44476563,-0.4815929,-0.2934873,-0.1290311,-0.8163745,0.45877117,-0.3657996,-0.00058569014
Rab3gap2,0.8024705,-1.0484145,0.8024705,-1.0484145,0.8024705,-1.0484145,0.06758411,-0.26721907,-1.2102687,0.09770341,-0.09390255,-1.1210872
Rab40c,0.18126206,-0.031974144,0.21151577,-0.12912053,0.18428318,-0.10599029,0.12386613,0.061349913,-0.29759437,-0.25221413,-0.21860915,0.09297043
Rab5a,0.41073692,0.2571389,0.48559606,0.16035144,0.48559606,0.16035144,0.4801315,0.18400072,-0.64064837,0.1058601,-0.18900512,0.33119124
Rab7,-0.17270409,-0.44208086,-0.06601199,-0.011308752,0.0118788835,-0.069958836,-0.26090372,0.10580913,-0.008746201,-0.047359385,-0.084337555,-0.92070746
Rab8b,0.2993003,-0.36912358,0.2993003,-0.36912358,0.44950083,-0.06120669,-1.5388622,-0.33317757,0.009431502,0.4371429,0.17045185,0.33203703
Rabac1,0.11999511,0.16309687,0.060655244,0.2094107,0.12913929,0.14651948,-0.07573247,0.24317622,0.044869594,0.13591889,0.0036797132,-0.7006529
Rabepk,-0.085434966,-0.01170291,-0.12426173,-0.08744499,0.00057945214,0.15343843,-0.1122533,0.37400478,0.3190834,0.044758275,-0.65793085,-0.7605245
Rabggta,0.57739466,-0.16452636,0.13255179,0.084030226,0.3724474,-0.35517108,0.22674388,-0.12020685,0.029273069,-0.35351443,0.10430162,-0.18000248
Rac2,-0.5878628,-0.98671794,-0.5693539,-1.1080892,-0.9911187,-0.793768,-0.24840301,-0.5733515,0.3765172,0.6337044,0.76447356,1.2300583
Rac3,0.45338544,-0.2574504,-0.55857545,-0.30531693,0.04100029,-0.7037523,0.71157193,-0.49679476,0.648695,0.2523039,-0.099529825,0.5869568
Racgap1,-0.6210862,1.0818733,-0.95970213,1.3305231,-0.4995814,1.0605025,-0.9171417,0.6860605,-0.7885897,-0.41252387,-0.39858514,0.8460971
Rad21,-0.4445671,0.3050415,-0.43371478,0.2634942,-0.4447171,0.15275571,-0.42827874,0.2757879,-0.6250858,-0.14757986,-0.054591008,0.03455481
Rad23a,0.33740392,0.21375175,0.4469439,0.17772698,0.46582702,0.37000048,0.78324884,0.31374186,-0.027254513,-0.3108371,-0.007959131,-1.078062
Rad51ap1,-0.37667122,0.90468115,-0.72600836,1.0630927,-0.4507797,1.0523832,-0.89954376,0.6212064,-0.73397297,-0.35822487,-0.37495896,0.8028065
Rae1,-0.15366095,0.08650923,-0.089628845,0.26636773,-0.18591334,0.30239365,-0.22767529,0.06487761,0.6626419,0.44138366,0.2737826,-0.033484362
Rai14,-0.18741369,-0.6908142,-0.20569438,-0.40070355,-0.12916875,-0.37368226,-0.021356309,-0.11243723,0.12259397,-0.12404157,0.6502947,0.26696247
Rai2,-0.19181451,0.32286245,-0.46490526,0.044986077,-0.19181451,0.32286245,0.4732464,1.151181,-0.039585255,-0.09217298,0.6360302,0.3258049
Ralb,-0.0046763364,0.22919913,-0.04350309,0.15345705,0.081338085,0.39434046,-0.52211064,-0.04526724,-0.039904915,0.079190046,-0.58183706,-0.98225343
Ralgapa1,-0.35145172,0.55230886,-0.26682648,0.69454646,-0.15500169,0.706588,0.2891011,0.38829792,-0.18275893,0.021499887,0.3836909,0.019183904
Ramp2,0.005474983,-0.5960349,-1.3376331,-0.47589493,0.19733568,-1.0004851,0.22314747,-0.25152272,-0.8526277,0.98482466,-0.9689434,0.22962576
Ran,-0.2603125,0.7700567,-0.18278322,0.65373,-0.24083143,0.922437,-0.016441477,-0.018580474,0.9078191,-0.94636905,-0.83135784,-0.029921912
Ranbp1,-0.5986055,0.936663,-0.6858272,1.1258066,-0.039243147,0.98178685,-0.65345985,0.76696825,-0.98664695,-0.37294644,-0.6370186,0.60819733
Ranbp2,-0.3624528,-0.9517081,0.7569107,0.79178286,0.57385886,0.5049717,0.5608771,0.5088177,0.55351317,0.838476,0.20915478,0.20068906
Ranbp9,0.059370466,0.088965364,0.059370466,0.088965364,0.8140761,-0.63771886,0.059370466,0.088965364,0.8140761,-0.63771886,-0.4550581,-0.07213761
Rap1a,-0.62527645,0.08667125,-0.5666565,0.053544722,0.22578844,-0.28432655,-0.4155894,0.021624818,0.3220749,-0.5874912,-0.25531864,-0.5979003
Rap1b,0.13098973,-0.628814,0.18826129,0.0037117153,0.20765136,0.03890957,0.24361844,-0.40452105,-0.51149553,-1.1314672,0.13686241,-0.31752062
Rap1gap2,0.011173641,0.15333316,0.014049647,0.25338626,-0.6526243,-0.04091476,0.31717297,0.41608644,0.5389216,0.2906143,-0.68181103,-0.2876367
Rap2c,-0.28010377,-0.16771175,0.059292264,0.10790794,0.059292264,0.10790794,-0.13511574,0.59246117,0.96907437,-0.30272043,0.10284336,-0.28521878
Rapgef1,0.052513495,0.16236165,-0.020981876,0.31940955,-0.028562656,0.105666526,0.16426075,-0.19127364,-0.2687598,0.36769813,0.30994388,-0.3529275
Rapgef3,0.37452477,-0.78363085,0.37452477,-0.78363085,0.37452477,-0.78363085,-0.041776784,0.4687506,1.076939,-0.3155198,-0.26221982,-0.061746843
